condition,step,x,y,z,insertion_depth,lateral_offset,max_curvature,jam_contact_force,lateral_contact_force
free_insert,44,-0.01996126189666068,-1.076386303422687e-05,0.04502814216934156,0.0,-1.076386303422687e-05,8.238029791232103,0.0,0.0
free_insert,45,-0.019157170428136316,-8.5863306784851e-06,0.04502474048921081,0.0,-8.5863306784851e-06,8.29096120425576,0.0,0.0
free_insert,46,-0.01835846900400369,-7.890986828399276e-06,0.04501583353677259,0.0,-7.890986828399276e-06,8.323944261751043,0.0,0.0
free_insert,47,-0.017555370293121698,-7.721473569799379e-06,0.045018904585108495,0.0,-7.721473569799379e-06,8.374761585721492,0.0,0.0
free_insert,48,-0.01675657413263179,-7.680416492752786e-06,0.045018071559024285,0.0,-7.680416492752786e-06,8.411036444221894,0.0,0.0
free_insert,49,-0.01596123905232986,-7.67123320400895e-06,0.04501309291926036,0.0,-7.67123320400895e-06,8.456709978629029,0.0,0.0
free_insert,50,-0.015161993822060125,-7.669011574077567e-06,0.04501341411409062,0.0,-7.669011574077567e-06,8.490465968203194,0.0,0.0
free_insert,51,-0.014357263007512359,-7.667711886444819e-06,0.04502032409228219,0.0,-7.667711886444819e-06,8.533186197738855,0.0,0.0
free_insert,52,-0.013558413723129102,-7.667262921075609e-06,0.04501476485009342,0.0,-7.667262921075609e-06,8.560749657762813,0.0,0.0
free_insert,53,-0.012755373477623799,-7.666778564653117e-06,0.04501859680936077,0.0,-7.666778564653117e-06,8.607563385476544,0.0,0.0
free_insert,54,-0.011956580601217336,-7.666994323591805e-06,0.045017957824821486,4.341939878266428e-05,-7.666994323591805e-06,8.640317865507171,0.0,0.0
free_insert,55,-0.011161252641610261,-7.66784041933398e-06,0.04501307624084437,0.0008387473583897388,-7.66784041933398e-06,8.682465565516917,0.0,0.0
free_insert,56,-0.01036201187543421,-7.668088897152621e-06,0.045013412238503824,0.00163798812456579,-7.668088897152621e-06,8.712645547678017,0.0,0.0
free_insert,57,-0.009557304617560389,-7.667487079794598e-06,0.0450202979194962,0.002442695382439611,-7.667487079794598e-06,8.751866499996362,0.0,0.0
free_insert,58,-0.008758413504233134,-7.667132329118488e-06,0.04501475009878355,0.0032415864957668662,-7.667132329118488e-06,8.776138365010913,0.0,0.0
free_insert,59,-0.007955214470390966,-7.666684386560289e-06,0.045018538809578366,0.004044785529609034,-7.666684386560289e-06,8.823155056017598,0.0,0.0
free_insert,60,-0.007156634078976129,-7.66697103977207e-06,0.0450178552699974,0.004843365921023871,-7.66697103977207e-06,8.854101265537833,0.0,0.0
free_insert,61,-0.006361229377020997,-7.667703985322187e-06,0.04501298385120747,0.005638770622979003,-7.667703985322187e-06,8.893035077027207,0.0,0.0
free_insert,62,-0.0055620340263670106,-7.667997074138719e-06,0.04501347068389179,0.00643796597363299,-7.667997074138719e-06,8.91977748637069,0.0,0.0
free_insert,63,-0.004757349120065148,-7.667462171933047e-06,0.045020310733822066,0.007242650879934852,-7.667462171933047e-06,8.955510355807766,0.0,0.0
free_insert,64,-0.003958421714354024,-7.667060099797676e-06,0.0450147659512512,0.008041578285645976,-7.667060099797676e-06,8.976408970222053,0.0,0.0
free_insert,65,-0.003155429840928492,-7.666712452392134e-06,0.04501857488439393,0.008844570159071509,-7.666712452392134e-06,9.016684972581924,0.0,0.0
free_insert,66,-0.002356616079461537,-7.666905532764257e-06,0.045017918061025834,0.009643383920538463,-7.666905532764257e-06,9.043148230658678,0.0,0.0
free_insert,67,-0.0015611462609982077,-7.667554382469843e-06,0.045012895377516134,0.010438853739001792,-7.667554382469843e-06,9.079608777710003,0.0,0.0
free_insert,68,-0.0007620128178606713,-7.667882817052378e-06,0.04501343794251513,0.01123798718213933,-7.667882817052378e-06,9.104259661501285,0.0,0.0
free_insert,69,4.26349166006634e-05,-7.667411579409735e-06,0.04502026390614834,0.012042634916600663,-7.667411579409735e-06,9.137802682723004,0.0,0.0
free_insert,70,0.0008394865011139656,-7.667225089823836e-06,0.045011906870612906,0.012839486501113965,-7.667225089823836e-06,9.160662277634778,0.0,0.0
free_insert,71,0.0016441109511981797,-7.666792860568785e-06,0.04501848737765782,0.01364411095119818,-7.666792860568785e-06,9.195336379598807,0.0,0.0
free_insert,72,0.0024432484905833026,-7.666927740685155e-06,0.045018017608767905,0.014443248490583302,-7.666927740685155e-06,9.220780146816873,0.0,0.0
free_insert,73,0.003238829932833472,-7.667474095912796e-06,0.04501291390709426,0.015238829932833473,-7.667474095912796e-06,9.255448281128652,0.0,0.0
free_insert,74,0.004038746086504872,-7.667546576946992e-06,0.045013111702424814,0.016038746086504872,-7.667546576946992e-06,9.279027698806523,0.0,0.0
free_insert,75,0.004842716016775141,-7.667344436899087e-06,0.04502012696087744,0.01684271601677514,-7.667344436899087e-06,9.313101458431207,0.0,0.0
free_insert,76,0.005641566494757096,-7.666921751099383e-06,0.045014722772512984,0.017641566494757097,-7.666921751099383e-06,9.329273114722769,0.0,0.0
free_insert,77,0.0064445097522183884,-7.6666395133222e-06,0.045018566183571605,0.01844450975221839,-7.6666395133222e-06,9.363970466086654,0.0,0.0
free_insert,78,0.007243348744845568,-7.666799823820787e-06,0.04501789560201109,0.019243348744845568,-7.666799823820787e-06,9.384931112418132,0.0,0.0
free_insert,79,0.008038915919362188,-7.667315852596154e-06,0.045012796915740456,0.020038915919362188,-7.667315852596154e-06,9.416277701042182,0.0,0.0
free_insert,80,0.008838073852384632,-7.667603506550931e-06,0.045013311220368946,0.020838073852384634,-7.667603506550931e-06,9.436088414713904,0.0,0.0
free_insert,81,0.009642599082810187,-7.667294391845895e-06,0.04502022500577902,0.021642599082810188,-7.667294391845895e-06,9.465015052107267,0.0,0.0
free_insert,82,0.01044220236296755,-7.666644077683368e-06,0.045014726733943765,0.02244220236296755,-7.666644077683368e-06,9.482600590441807,0.0,0.0
free_insert,83,0.011240378727892766,-7.666912426727142e-06,0.04501262767656142,0.023240378727892766,-7.666912426727142e-06,9.511046855906871,0.0,0.0
free_insert,84,0.01203714033858403,-7.667508784228737e-06,0.0450110043591658,0.02403714033858403,-7.667508784228737e-06,9.532609336091214,0.0,0.0
free_insert,85,0.012839049290542151,-7.667294285834018e-06,0.04501332517580221,0.02483904929054215,-7.667294285834018e-06,9.563999988390597,0.0,0.0
free_insert,86,0.013638114401879066,-7.66746423329034e-06,0.045013035809559086,0.025638114401879068,-7.66746423329034e-06,9.58244188994387,0.0,0.0
free_insert,87,0.014442570065264546,-7.667231069925499e-06,0.04502016743157099,0.026442570065264546,-7.667231069925499e-06,9.609111035536323,0.0,0.0
free_insert,88,0.015242012712607047,-7.666613741005972e-06,0.045014927058140204,0.027242012712607046,-7.666613741005972e-06,9.616948704664066,0.0,0.0
free_insert,89,0.01604210009292736,-7.66638155969218e-06,0.045012605176876455,0.02804210009292736,-7.66638155969218e-06,9.652769917325843,0.0,0.0
free_insert,90,0.016838340562510122,-7.667463450387916e-06,0.045012839523694816,0.028838340562510122,-7.667463450387916e-06,9.681966580605247,0.0,0.0
free_insert,91,0.017642485434046354,-7.667244877306429e-06,0.04502011745105335,0.029642485434046354,-7.667244877306429e-06,9.708482448901067,0.0,0.0
free_insert,92,0.018440876942565555,-7.666921294288416e-06,0.04501542188374622,0.030440876942565556,-7.666921294288416e-06,9.706528829502588,0.0,0.0
free_insert,93,0.019240563636792215,-7.66661668687254e-06,0.0450127066939415,0.031240563636792215,-7.66661668687254e-06,9.731055536547775,0.0,0.0
free_insert,94,0.02004314481201167,-7.666999380296863e-06,0.0450202755742232,0.03204314481201167,-7.666999380296863e-06,9.755044563271912,0.0,0.0
free_insert,95,0.020840931613044834,-7.666375839063719e-06,0.04501181550170323,0.032840931613044834,-7.666375839063719e-06,9.763542957457007,0.0,0.0
free_insert,96,0.021638941331449668,-7.667222649780328e-06,0.04501255933287371,0.033638941331449665,-7.667222649780328e-06,9.815476843595043,0.0,0.0
free_insert,97,0.02244145864109069,-7.667233589631715e-06,0.04501848166012231,0.03444145864109069,-7.667233589631715e-06,9.814966537802238,0.0,0.0
free_insert,98,0.02324256332229872,-7.666420058482478e-06,0.04501518355127706,0.03524256332229872,-7.666420058482478e-06,9.826329809081173,0.0,0.0
free_insert,99,0.02404387779544885,-7.666731194511864e-06,0.04502038374786199,0.03604387779544885,-7.666731194511864e-06,9.846236432290308,0.0,0.0
free_insert,100,0.024842078364749148,-7.666397515994855e-06,0.045014555835615006,0.03684207836474915,-7.666397515994855e-06,9.846735390041104,0.0,0.0
free_insert,101,0.02563932542493819,-7.667033922939967e-06,0.045012657272381504,0.03763932542493819,-7.667033922939967e-06,9.898066089587338,0.0,0.0
free_insert,102,0.026441564814950032,-7.667113354647484e-06,0.045018351297909334,0.038441564814950036,-7.667113354647484e-06,9.896191125981431,0.0,0.0
free_insert,103,0.02723861550364936,-7.66711218357366e-06,0.04501335822928447,0.03923861550364936,-7.66711218357366e-06,9.914702636049139,0.0,0.0
free_insert,104,0.028040550530056173,-7.666531049975752e-06,0.04501258166305869,0.040040550530056174,-7.666531049975752e-06,9.930299810326542,0.0,0.0
free_insert,105,0.028842894170157878,-7.666951883719286e-06,0.04501974762946264,0.04084289417015788,-7.666951883719286e-06,9.961571622650695,0.0,0.0
free_insert,106,0.029640811809970736,-7.666739957171007e-06,0.045015237269077794,0.041640811809970736,-7.666739957171007e-06,9.954307318651871,0.0,0.0
free_insert,107,0.03044276261229997,-7.665875951924732e-06,0.045012145369123284,0.04244276261229997,-7.665875951924732e-06,9.970281251518694,0.0,0.0
free_insert,108,0.03124424343476888,-7.666630930355484e-06,0.045019837145994196,0.043244243434768875,-7.666630930355484e-06,10.00937962955008,0.0,0.0
free_insert,109,0.03204100493706781,-7.666671077638813e-06,0.04501522520049932,0.04404100493706781,-7.666671077638813e-06,10.003284483224926,0.0,0.0
free_insert,110,0.03284443890289135,-7.666304370030492e-06,0.045018609608904664,0.044844438902891345,-7.666304370030492e-06,10.019725927785457,0.0,0.0
free_insert,111,0.033622769553414096,-7.667017770489097e-06,0.045028090327010634,0.0456227695534141,-7.667017770489097e-06,10.014456307843524,0.0,0.0
free_insert,112,0.034397889306718735,-7.667419602069637e-06,0.04504191286823988,0.04639788930671873,-7.667419602069637e-06,9.884069531464874,0.0,0.0
free_insert,113,0.035187735990208406,-7.667642068866683e-06,0.045047048470496086,0.04718773599020841,-7.667642068866683e-06,9.682840158986739,0.0,0.0
free_insert,114,0.03597987616908175,-7.667924615119215e-06,0.045051634470509055,0.04797987616908175,-7.667924615119215e-06,9.435728757006858,0.0,0.0
free_insert,115,0.03677297023506858,-7.668247246625334e-06,0.04505623571985095,0.048772970235068575,-7.668247246625334e-06,9.142503619056775,0.0,0.0
free_insert,116,0.03756826249582844,-7.668475191759668e-06,0.04505974688352866,0.049568262495828436,-7.668475191759668e-06,8.807166333550418,0.0,0.0
free_insert,117,0.03836638840589227,-7.668576272439071e-06,0.04506135331341732,0.050366388405892276,-7.668576272439071e-06,8.446210617634154,0.0,0.0
free_insert,118,0.03916715576744498,-7.66789712794119e-06,0.0450557998919241,0.051167155767444975,-7.66789712794119e-06,8.071229302772924,0.0,0.0
free_insert,119,0.0399689558450634,-7.668062263408003e-06,0.04505574308629,0.051968955845063405,-7.668062263408003e-06,7.708762687246108,0.0,0.0
free_insert,120,0.04077203088120014,-7.668285015480689e-06,0.045057154867975485,0.05277203088120014,-7.668285015480689e-06,7.3584254627940755,0.0,0.0
free_insert,121,0.041575598660159994,-7.667774665116545e-06,0.045051878597747494,0.05357559866016,-7.667774665116545e-06,7.020025918230378,0.0,0.0
free_insert,122,0.042378529408124886,-7.667800414426087e-06,0.045051111974671404,0.05437852940812489,-7.667800414426087e-06,6.704038843074807,0.0,0.0
free_insert,123,0.043182227571610304,-7.667963660817411e-06,0.045054621502525545,0.0551822275716103,-7.667963660817411e-06,6.403354714332072,0.0,0.0
free_insert,124,0.04398524430729935,-7.667458925080605e-06,0.04504709474425104,0.055985244307299356,-7.667458925080605e-06,6.1163098088645675,0.0,0.0
free_insert,125,0.044787666386985954,-7.66745643881115e-06,0.04504676773393822,0.05678766638698596,-7.66745643881115e-06,5.8501738009800945,0.0,0.0
free_insert,126,0.04555184802527778,-7.669449381516622e-06,0.04505839528467197,0.05755184802527778,-7.669449381516622e-06,5.550785733284567,0.0,0.0
free_insert,127,0.046341919498760355,-7.670181491878642e-06,0.045065602751986164,0.05834191949876036,-7.670181491878642e-06,5.173897579598491,0.0,0.0
free_insert,128,0.04718771427419717,-7.668214679638756e-06,0.04504604918796059,0.05918771427419717,-7.668214679638756e-06,5.282708299999326,0.0,0.0
free_insert,129,0.047993163325544506,-7.667504585626738e-06,0.04504064463598729,0.05999316332554451,-7.667504585626738e-06,5.355348717572647,0.0,0.0
free_insert,130,0.04879168523140545,-7.667465396107423e-06,0.045039615904283056,0.06079168523140545,-7.667465396107423e-06,5.423262895186777,0.0,0.0
free_insert,131,0.049591064735682124,-7.667401195720942e-06,0.04504576547356594,0.06159106473568213,-7.667401195720942e-06,5.476935522471159,0.0,0.0
free_insert,132,0.05039068295778355,-7.667492109864926e-06,0.04504345367455602,0.06239068295778355,-7.667492109864926e-06,5.522293532583019,0.0,0.0
free_insert,133,0.05118959610014144,-7.667615521523151e-06,0.04504194831578474,0.06318959610014144,-7.667615521523151e-06,5.569866228085222,0.0,0.0
free_insert,134,0.05199058684241275,-7.66743093555261e-06,0.04504689454355959,0.06399058684241275,-7.66743093555261e-06,5.604922689801001,0.0,0.0
free_insert,135,0.05279120008068824,-7.667678869284251e-06,0.04504054214767311,0.06479120008068824,-7.667678869284251e-06,5.63397581490431,0.0,0.0
free_insert,136,0.053592389616725446,-7.667195155859664e-06,0.04504870124628852,0.06559238961672545,-7.667195155859664e-06,5.663234113579665,0.0,0.0
free_insert,137,0.054394137666176776,-7.667863745858154e-06,0.04503720511267107,0.06639413766617677,-7.667863745858154e-06,5.673541516327684,0.0,0.0
free_insert,138,0.05519516844110156,-7.667573120289185e-06,0.04504034621330989,0.06719516844110156,-7.667573120289185e-06,5.691197156150422,0.0,0.0
free_insert,139,0.05599722886165515,-7.667029992788326e-06,0.04504436182990341,0.06799722886165516,-7.667029992788326e-06,5.693301754357333,0.0,0.0
free_insert,140,0.0567984004819642,-7.667525714177731e-06,0.04503766246388238,0.0687984004819642,-7.667525714177731e-06,5.6904880391389465,0.0,0.0
free_insert,141,0.057599930253506536,-7.666531971746416e-06,0.045045840505836626,0.06959993025350654,-7.666531971746416e-06,5.690028062963953,0.0,0.0
free_insert,142,0.058410773867643304,-7.667897798908884e-06,0.04502737267361481,0.0704107738676433,-7.667897798908884e-06,5.67477379659565,0.0,0.0
free_insert,143,0.059207545218242445,-7.666065236416815e-06,0.045040929205255174,0.07120754521824245,-7.666065236416815e-06,5.665623251919169,0.0,0.0
free_insert,144,0.060021506634516525,-7.666505691297914e-06,0.045027536604368694,0.07202150663451652,-7.666505691297914e-06,5.6452549138842345,0.0,0.0
free_insert,145,0.06080582145653856,-7.666862289039596e-06,0.045035083886463746,0.07280582145653856,-7.666862289039596e-06,5.630470768251263,0.0,0.0
free_insert,146,0.06161604359455334,-7.66595524490715e-06,0.045034572438169676,0.07361604359455334,-7.66595524490715e-06,5.607110284840172,0.0,0.0
free_insert,147,0.06240531522552551,-7.666587115605154e-06,0.045038402901570226,0.07440531522552551,-7.666587115605154e-06,5.5768706957934135,0.0,0.0
free_insert,148,0.06321606691862823,-7.666752374677148e-06,0.04502856239645756,0.07521606691862823,-7.666752374677148e-06,5.554887356074949,0.0,0.0
free_insert,149,0.06401491232631842,-7.667222050823781e-06,0.045028015933599334,0.07601491232631842,-7.667222050823781e-06,5.515723635587782,0.0,0.0
free_insert,150,0.0648115395233285,-7.666431399385367e-06,0.04503131554688588,0.0768115395233285,-7.666431399385367e-06,5.487484143245928,0.0,0.0
free_insert,151,0.06561774582507222,-7.666003979696173e-06,0.04503280573421821,0.07761774582507222,-7.666003979696173e-06,5.486035592013988,0.0,0.0
free_insert,152,0.0664107752559599,-7.667014045053382e-06,0.04503095227147166,0.0784107752559599,-7.667014045053382e-06,5.555228236175994,0.0,0.0
free_insert,153,0.06720855265641572,-7.667151620515516e-06,0.04503015569256672,0.07920855265641571,-7.667151620515516e-06,5.619336910569144,0.0,0.0
free_insert,154,0.06799827090597345,-7.667650382590582e-06,0.04503500587752587,0.07999827090597345,-7.667650382590582e-06,5.681020220221956,0.0,0.0
free_insert,155,0.06880504251579424,-7.66755734103932e-06,0.045030995421184127,0.08080504251579423,-7.66755734103932e-06,5.725923537936101,0.0,0.0
free_insert,156,0.06961134463311677,-7.666294763999097e-06,0.04503402063224573,0.08161134463311677,-7.666294763999097e-06,5.767243108593452,0.0,0.0
free_insert,157,0.07042307525527212,-7.665677478261796e-06,0.04502887911285472,0.08242307525527212,-7.665677478261796e-06,5.804959160177649,0.0,0.0
free_insert,158,0.07120418851659731,-7.666898561673104e-06,0.045035157532271004,0.0832041885165973,-7.666898561673104e-06,5.832091321754065,0.0,0.0
free_insert,159,0.07200754829594957,-7.667278368212595e-06,0.045031162422536825,0.08400754829594957,-7.667278368212595e-06,5.855482064756739,0.0,0.0
free_insert,160,0.07282148514062094,-7.665720056860048e-06,0.045029701440896436,0.08482148514062093,-7.665720056860048e-06,5.8729001970220045,0.0,0.0
free_insert,161,0.07361353724008667,-7.667161657824969e-06,0.04502717324597095,0.08561353724008666,-7.667161657824969e-06,5.8850238889370585,0.0,0.0
free_insert,162,0.07440692982143696,-7.667194010576935e-06,0.045031638689320294,0.08640692982143695,-7.667194010576935e-06,5.893899643509646,0.0,0.0
free_insert,163,0.07521408190592026,-7.66721468669889e-06,0.045026820174295115,0.08721408190592025,-7.66721468669889e-06,5.899306636703107,0.0,0.0
free_insert,164,0.07601518916461493,-7.665879279762444e-06,0.04503279503494135,0.08801518916461493,-7.665879279762444e-06,5.897029506138244,0.0,0.0
free_insert,165,0.07681784190009981,-7.66718871038101e-06,0.04502509239085336,0.08881784190009981,-7.66718871038101e-06,5.887264785725154,0.0,0.0
free_insert,166,0.0776082548727892,-7.66691127337247e-06,0.045031670567743945,0.0896082548727892,-7.66691127337247e-06,5.878904115835448,0.0,0.0
free_insert,167,0.07841513528139975,-7.667076172956322e-06,0.0450268264845252,0.09041513528139974,-7.667076172956322e-06,5.869955621705564,0.0,0.0
free_insert,168,0.07922439706482405,-7.665398045267334e-06,0.045028553447983545,0.09122439706482405,-7.665398045267334e-06,5.852318971198931,0.0,0.0
free_insert,169,0.08002664879917386,-7.666312578561803e-06,0.04502404687189404,0.09202664879917385,-7.666312578561803e-06,5.8285144015499295,0.0,0.0
free_insert,170,0.08081442952976259,-7.666605601646012e-06,0.04502860837561648,0.09281442952976258,-7.666605601646012e-06,5.8085514774126255,0.0,0.0
free_insert,171,0.08161743156213228,-7.665587243740042e-06,0.04503247663226811,0.09361743156213227,-7.665587243740042e-06,5.77963735575963,0.0,0.0
free_insert,172,0.0824179368162002,-7.667075748489884e-06,0.045025533124801356,0.0944179368162002,-7.667075748489884e-06,5.748253707401376,0.0,0.0
free_insert,173,0.08322263774451812,-7.66503605414383e-06,0.04503148044364767,0.09522263774451811,-7.66503605414383e-06,5.727488187114223,0.0,0.0
free_insert,174,0.08400781775191535,-7.667817714415516e-06,0.0450249561780876,0.09600781775191534,-7.667817714415516e-06,5.684292331142519,0.0,0.0
free_insert,175,0.08479817125029125,-7.665962147452216e-06,0.0450406501427579,0.09679817125029125,-7.665962147452216e-06,5.640368102643037,0.0,0.0
free_insert,176,0.08562071414937025,-7.669262396783742e-06,0.0450180394017412,0.09762071414937025,-7.669262396783742e-06,5.6140395756279675,0.0,0.0
free_insert,177,0.08642514545407647,-7.665274259252197e-06,0.045027816727586975,0.09842514545407646,-7.665274259252197e-06,5.573147701673097,0.0,0.0
free_insert,178,0.0872173614983866,-7.666567307114472e-06,0.04502721633353618,0.0992173614983866,-7.666567307114472e-06,5.527531287237634,0.0,0.0
free_insert,179,0.08801967063613142,-7.666854048575251e-06,0.04502334162514358,0.10001967063613142,-7.666854048575251e-06,5.48799497794321,0.0,0.0
free_insert,180,0.08881551872496092,-7.66598332834757e-06,0.04503062748844816,0.10081551872496092,-7.66598332834757e-06,5.435452707232306,0.0,0.0
free_insert,181,0.08961018981153476,-7.667282832490524e-06,0.04502784676455064,0.10161018981153476,-7.667282832490524e-06,5.453096184220789,0.0,0.0
free_insert,182,0.09042782544458712,-7.665691264323012e-06,0.045025218690176755,0.10242782544458712,-7.665691264323012e-06,5.470969268922703,0.0,0.0
free_insert,183,0.0912187635879859,-7.665747807337323e-06,0.04502970570856182,0.1032187635879859,-7.665747807337323e-06,5.4965419597000045,0.0,0.0
free_insert,184,0.09203121630809566,-7.6654289921612e-06,0.04502423512923529,0.10403121630809566,-7.6654289921612e-06,5.509493161947384,0.0,0.0
free_insert,185,0.0928202003600747,-7.666197926519616e-06,0.04502690550505849,0.1048202003600747,-7.666197926519616e-06,5.5204107255856005,0.0,0.0
right_hidden_jam,0,-0.05592166472386386,-0.0012048026995765116,0.045201715739148385,0.0,-0.0012048026995765116,3.3134504981109387,55.046177651890474,31.087726867514554
right_hidden_jam,1,-0.055571145891392594,-0.0012137604395891044,0.04521893702976116,0.0,-0.0012137604395891044,3.5091581734211887,56.58441009122113,31.07173350788529
right_hidden_jam,2,-0.054544858385900376,-0.00162804773792895,0.045232911414065866,0.0,-0.00162804773792895,3.6429363096509726,49.46820134192119,48.21988211953597
