baseline,fold,seed,visible_seed,window_t,delta_hidden_minus_free_sample_wrong_branch_rate,delta_hidden_minus_free_future_chamfer_to_true,delta_hidden_minus_free_action_mse
paper_state,1,1,100007,0,1.0,0.005363732576370239,-1.2795906513929367e-05
paper_state,1,1,100007,1,-0.65625,-0.0022894740104675293,-0.007437754422426224
paper_state,1,1,100007,2,0.6875,0.0011907070875167847,0.006159698590636253
paper_state,1,1,100007,3,1.0,0.004372693598270416,-0.000491684302687645
paper_state,1,1,100007,4,0.96875,0.003957778215408325,-0.00010968395508825779
paper_state,1,1,100007,5,1.0,0.003930769860744476,0.0057469482999295
paper_state,1,1,100007,6,1.0,0.004113286733627319,0.001080334186553955
paper_state,1,1,100007,7,0.96875,0.004092223942279816,-0.00034445617347955704
paper_state,1,1,100008,0,-0.59375,-0.001208677887916565,2.654269337654114e-07
paper_state,1,1,100008,1,-0.65625,-0.0011580660939216614,-2.6255205739289522e-05
paper_state,1,1,100009,0,-0.4375,-0.0005684792995452881,-5.062902346253395e-07
paper_state,1,1,100010,0,-1.0,-0.005902089178562164,5.4249539971351624e-08
paper_state,1,1,100011,0,-0.875,-0.0010856911540031433,1.7927959561347961e-07
paper_state,1,1,100012,0,-0.4375,-0.0011815056204795837,-1.1175870895385742e-07
paper_state,1,1,100013,0,-0.90625,-0.0011028870940208435,-1.7695128917694092e-07
paper_state,1,1,100014,0,-0.15625,-0.00022614002227783203,-7.729977369308472e-08
paper_state,1,1,100015,0,-0.8125,-0.0016224905848503113,-5.954178050160408e-06
paper_state,1,1,100016,0,-0.15625,-0.00022587180137634277,-4.0745362639427185e-07
paper_state,1,1,100017,0,-0.03125,-5.011260509490967e-05,-1.1940835975110531e-05
paper_state,1,1,100018,0,0.03125,-0.0001586228609085083,7.869675755500793e-08
paper_state,1,1,100019,0,1.0,0.005216479301452637,-8.242204785346985e-08
paper_state,1,1,100020,0,-1.0,-0.0035295113921165466,-6.641494110226631e-08
paper_state,1,1,100021,0,-1.0,-0.00637470930814743,2.4868641048669815e-06
paper_state,1,1,100022,0,0.0,0.00011412054300308228,-2.819579094648361e-07
paper_state,1,1,100023,0,-1.0,-0.004142828285694122,-8.535571396350861e-07
paper_state,1,1,100023,1,-0.5,-0.0016655176877975464,0.0012002289295196533
paper_state,1,1,100023,2,-0.59375,-0.0019656717777252197,0.0007875049486756325
paper_state,1,1,100024,0,-1.0,-0.00349513441324234,2.9709190130233765e-07
paper_state,1,1,100025,0,-0.78125,-0.001949116587638855,-6.967457011342049e-07
paper_state,1,1,100026,0,-1.0,-0.004802636802196503,1.7974525690078735e-07
paper_state,1,1,100027,0,-0.65625,-0.0016043111681938171,-1.4668330550193787e-08
paper_state,1,1,100028,0,-0.84375,-0.002188652753829956,-1.5308614820241928e-07
paper_state,1,1,100029,0,-1.0,-0.0029446929693222046,-3.329478204250336e-08
paper_state,2,0,100000,0,0.46875,0.0010973140597343445,1.5273690223693848e-07
paper_state,2,0,100001,0,0.40625,0.0007871538400650024,-4.773028194904327e-07
paper_state,2,0,100002,0,-1.0,-0.005506299436092377,-1.0021030902862549e-05
paper_state,2,0,100003,0,0.03125,0.00028866901993751526,5.8673322200775146e-08
paper_state,2,0,100004,0,-0.28125,-0.0016938596963882446,3.5579432733356953e-06
paper_state,2,0,100005,0,-0.65625,-0.002040550112724304,-1.7854617908596992e-06
paper_state,2,0,100005,1,-0.90625,-0.0029239319264888763,0.00041215517558157444
paper_state,2,0,100005,2,-0.90625,-0.0028812475502490997,-2.157746348530054e-05
paper_state,2,0,100005,3,-1.0,-0.005398675799369812,0.00030536949634552
paper_state,2,0,100005,4,-1.0,-0.005654290318489075,4.834868013858795e-05
paper_state,2,0,100006,0,-0.96875,-0.0033004209399223328,6.155460141599178e-09
paper_state,2,0,100006,1,-1.0,-0.002824060618877411,0.0004418483003973961
paper_state,2,0,100006,2,-1.0,-0.0030050575733184814,-0.0004513561725616455
paper_state,2,0,100006,3,-1.0,-0.003972738981246948,0.0008991779759526253
paper_state,2,0,100007,0,1.0,0.0060685425996780396,-9.56258736550808e-06
paper_state,2,0,100007,1,-0.40625,-0.0022979527711868286,-0.006701239850372076
paper_state,2,0,100007,2,0.75,0.0019452869892120361,0.005872015841305256
paper_state,2,0,100007,3,1.0,0.005454070866107941,-0.0002954172668978572
paper_state,2,0,100007,4,1.0,0.005234040319919586,5.286978557705879e-05
paper_state,2,0,100007,5,1.0,0.0051543861627578735,0.004747892904561013
paper_state,2,0,100007,6,1.0,0.005264170467853546,0.000971715897321701
