baseline,fold,seed,visible_seed,window_t,delta_hidden_minus_free_sample_wrong_branch_rate,delta_hidden_minus_free_future_chamfer_to_true,delta_hidden_minus_free_action_mse
state_action,0,1,100005,1,-0.78125,-0.00274648517370224,0.00024289381690323353
state_action,0,1,100005,2,-0.875,-0.0030617453157901764,-7.089393329806626e-05
state_action,0,1,100005,3,-0.9375,-0.0030736997723579407,-5.087623139843345e-05
state_action,0,1,100005,4,-0.875,-0.0033279620110988617,0.00045317946933209896
state_action,0,1,100006,0,-0.9375,-0.0030267834663391113,2.5902409106492996e-09
state_action,0,1,100006,1,-0.96875,-0.003199532628059387,-9.969295933842659e-05
state_action,0,1,100006,2,-0.90625,-0.0032639354467391968,-4.945159889757633e-05
state_action,0,1,100006,3,-0.96875,-0.003318868577480316,0.005704942625015974
state_action,0,1,100007,0,1.0,0.006903976202011108,-1.424853689968586e-05
state_action,0,1,100007,1,-0.5,-0.002074196934700012,-0.00829668715596199
state_action,0,1,100007,2,0.78125,0.0019482597708702087,0.007334624417126179
state_action,0,1,100007,3,1.0,0.0056608617305755615,-0.0010081990621984005
state_action,0,1,100007,4,1.0,0.005451276898384094,-0.0006041601300239563
state_action,0,1,100007,5,1.0,0.005386099219322205,0.00968813756480813
state_action,0,1,100007,6,1.0,0.005291208624839783,0.001210271380841732
state_action,0,1,100007,7,1.0,0.005290098488330841,-0.0002914564684033394
state_action,0,1,100008,0,-0.96875,-0.0018119476735591888,3.096647560596466e-07
state_action,0,1,100008,1,-0.84375,-0.0014137104153633118,-2.4926383048295975e-05
state_action,0,1,100009,0,-0.75,-0.0010834336280822754,-4.917383193969727e-07
state_action,0,1,100010,0,-0.8125,-0.0028325170278549194,4.21423465013504e-08
state_action,0,1,100011,0,-0.96875,-0.00115126371383667,1.816079020500183e-07
state_action,0,1,100012,0,-0.21875,-0.0009215325117111206,-9.220093488693237e-08
state_action,0,1,100013,0,-0.96875,-0.002186805009841919,-1.83936208486557e-07
state_action,0,1,100014,0,-0.09375,-0.00028099119663238525,-9.313225746154785e-08
state_action,0,1,100015,0,-0.4375,-0.0005399733781814575,-5.517387762665749e-06
state_action,0,1,100016,0,0.40625,0.0020733848214149475,-3.5529956221580505e-07
state_action,0,1,100017,0,0.65625,0.0026058629155158997,-1.821666955947876e-05
state_action,0,1,100018,0,-0.34375,-0.000820353627204895,6.495974957942963e-08
state_action,0,1,100019,0,1.0,0.004149138927459717,-7.078051567077637e-08
state_action,0,1,100020,0,-0.875,-0.0023364275693893433,-1.1688098311424255e-07
state_action,0,1,100021,0,-0.875,-0.004978857934474945,1.994660124182701e-06
state_action,0,1,100022,0,0.625,0.002201177179813385,-3.681052476167679e-07
state_action,0,1,100023,0,-1.0,-0.00486445426940918,-9.126961231231689e-07
state_action,0,1,100023,1,-0.96875,-0.0040169358253479,0.0003971313126385212
state_action,0,1,100023,2,-0.8125,-0.0037346631288528442,0.00070960633456707
state_action,0,1,100024,0,-0.9375,-0.002950802445411682,2.2817403078079224e-07
state_action,0,1,100025,0,-0.46875,-0.00105980783700943,-2.784072421491146e-07
state_action,0,1,100026,0,-1.0,-0.0048131197690963745,1.4528632164001465e-07
state_action,0,1,100027,0,-0.4375,-0.0007044225931167603,-1.5366822481155396e-08
state_action,0,1,100028,0,-0.875,-0.002184458076953888,-1.6530975699424744e-07
state_action,0,1,100029,0,-0.90625,-0.0017565935850143433,-7.182825356721878e-08
state_action,1,0,100000,0,0.25,0.0005973502993583679,5.986075848340988e-07
state_action,1,0,100001,0,0.40625,0.0008679106831550598,-4.270114004611969e-07
state_action,1,0,100002,0,-1.0,-0.005921915173530579,-1.4123506844043732e-05
state_action,1,0,100003,0,0.53125,0.0013903528451919556,4.586763679981232e-08
state_action,1,0,100004,0,-0.59375,-0.002194926142692566,3.2407697290182114e-06
state_action,1,0,100005,0,-0.40625,-0.0008358433842658997,-2.193788532167673e-06
state_action,1,0,100005,1,-0.96875,-0.0034286193549633026,0.0003442917950451374
state_action,1,0,100005,2,-1.0,-0.003390192985534668,1.7817801563069224e-05
state_action,1,0,100005,3,-1.0,-0.0036176666617393494,0.00012910994701087475
state_action,1,0,100005,4,-1.0,-0.003528401255607605,0.0009086676873266697
state_action,1,0,100006,0,-0.96875,-0.002666376531124115,-2.88418959826231e-08
state_action,1,0,100006,1,-0.96875,-0.0026903823018074036,-9.192479774355888e-05
state_action,1,0,100006,2,-1.0,-0.0030754730105400085,-0.00022993097081780434
state_action,1,0,100006,3,-0.875,-0.002602189779281616,0.00632977019995451
state_action,1,0,100007,0,1.0,0.006866343319416046,-1.2934906408190727e-05
state_action,1,0,100007,1,-0.5625,-0.0017451494932174683,-0.007802855223417282
state_action,1,0,100007,2,0.90625,0.0023951828479766846,0.005523242987692356
state_action,1,0,100007,3,1.0,0.006056308746337891,-0.0001792549155652523
state_action,1,0,100007,4,1.0,0.00548127293586731,-0.00010904273949563503
state_action,1,0,100007,5,1.0,0.005422905087471008,0.006408235523849726
state_action,1,0,100007,6,1.0,0.0055025070905685425,0.0011337529867887497
state_action,1,0,100007,7,1.0,0.005432561039924622,-0.0003600064665079117
state_action,1,0,100008,0,-0.625,-0.0009384937584400177,2.1827872842550278e-07
state_action,1,0,100008,1,-0.65625,-0.0008774138987064362,2.3214262910187244e-05
state_action,1,0,100009,0,-0.71875,-0.0007991120219230652,-3.6729034036397934e-07
state_action,1,0,100010,0,-0.9375,-0.0049451738595962524,2.9336661100387573e-08
state_action,1,0,100011,0,-0.90625,-0.0010625571012496948,1.5739351511001587e-07
state_action,1,0,100012,0,-0.59375,-0.0017508268356323242,-1.4435499906539917e-07
state_action,1,0,100013,0,-0.84375,-0.0012985467910766602,-2.537854015827179e-07
state_action,1,0,100014,0,-0.125,-0.00047166645526885986,-1.3015232980251312e-07
state_action,1,0,100015,0,-0.65625,-0.0009599551558494568,-6.752088665962219e-06
state_action,1,0,100016,0,0.625,0.002765268087387085,-5.220063030719757e-07
state_action,1,0,100017,0,0.21875,0.000722639262676239,-7.744005415588617e-06
state_action,1,0,100018,0,0.0,-8.606910705566406e-05,5.8673322200775146e-08
state_action,1,0,100019,0,1.0,0.00508938729763031,-7.962808012962341e-08
state_action,1,0,100020,0,-0.96875,-0.0027401000261306763,-5.838228389620781e-08
state_action,1,0,100021,0,-0.875,-0.005086615681648254,2.205837517976761e-06
state_action,1,0,100022,0,0.46875,0.0026626363396644592,-3.2153911888599396e-07
state_action,1,0,100023,0,-1.0,-0.004652932286262512,-9.015202522277832e-07
state_action,1,0,100023,1,-0.8125,-0.002837136387825012,0.0010912897996604443
state_action,1,0,100023,2,-0.78125,-0.0027994439005851746,0.0009208242408931255
state_action,1,0,100024,0,-1.0,-0.003211386501789093,3.6694109439849854e-07
state_action,1,0,100025,0,-0.4375,-0.0010178536176681519,-6.754416972398758e-07
state_action,1,0,100026,0,-0.96875,-0.005033321678638458,1.5087425708770752e-07
state_action,1,0,100027,0,-0.4375,-0.0010199397802352905,-8.381903171539307e-09
state_action,1,0,100028,0,-0.96875,-0.0023370906710624695,-1.8184073269367218e-07
state_action,1,0,100029,0,-0.96875,-0.0023849010467529297,-7.89295881986618e-08
state_action,1,1,100000,0,0.09375,0.00017089396715164185,5.576293915510178e-07
state_action,1,1,100001,0,0.78125,0.0015379637479782104,-4.2747706174850464e-07
state_action,1,1,100002,0,-1.0,-0.0053851306438446045,-1.2796372175216675e-05
state_action,1,1,100003,0,0.375,0.0010978691279888153,5.029141902923584e-08
state_action,1,1,100004,0,-0.53125,-0.0022851750254631042,5.954643711447716e-06
state_action,1,1,100005,0,-0.46875,-0.0012209303677082062,-3.0162627808749676e-06
state_action,1,1,100005,1,-0.9375,-0.0035014525055885315,0.0004267580807209015
state_action,1,1,100005,2,-0.96875,-0.003556676208972931,-4.486227408051491e-05
state_action,1,1,100005,3,-1.0,-0.003760945051908493,9.326031431555748e-06
state_action,1,1,100005,4,-0.96875,-0.0038291849195957184,0.0005319188348948956
state_action,1,1,100006,0,-0.90625,-0.00246535986661911,-3.3440301194787025e-08
state_action,1,1,100006,1,-0.96875,-0.002645738422870636,-0.00017567817121744156
state_action,1,1,100006,2,-0.875,-0.002040248364210129,-0.00031673628836870193
state_action,1,1,100006,3,-0.90625,-0.002284996211528778,0.006027140887454152
state_action,1,1,100007,0,1.0,0.006735391914844513,-1.2942589819431305e-05
state_action,1,1,100007,1,-0.53125,-0.0020231902599334717,-0.007916862145066261
state_action,1,1,100007,2,0.90625,0.002223864197731018,0.006561613641679287
state_action,1,1,100007,3,1.0,0.005868241190910339,-0.0005489462055265903
state_action,1,1,100007,4,1.0,0.005405232310295105,-0.00011920998804271221
state_action,1,1,100007,5,1.0,0.0053440481424331665,0.006266041425988078
state_action,1,1,100007,6,1.0,0.0054369717836380005,0.0011107837781310081
state_action,1,1,100007,7,1.0,0.005444742739200592,-0.0003597792237997055
state_action,1,1,100008,0,-0.59375,-0.000972457230091095,2.323649823665619e-07
state_action,1,1,100008,1,-0.5625,-0.0008389987051486969,-4.702285514213145e-05
state_action,1,1,100009,0,-0.8125,-0.0009549856185913086,-6.419140845537186e-07
state_action,1,1,100010,0,-1.0,-0.006252840161323547,3.818422555923462e-08
state_action,1,1,100011,0,-1.0,-0.0012422055006027222,1.5040859580039978e-07
state_action,1,1,100012,0,-0.5,-0.0018547549843788147,-1.3550743460655212e-07
state_action,1,1,100013,0,-0.96875,-0.001181088387966156,-2.183951437473297e-07
state_action,1,1,100014,0,0.09375,0.00011904537677764893,-1.046573743224144e-07
state_action,1,1,100015,0,-0.625,-0.00106850266456604,-6.758375093340874e-06
state_action,1,1,100016,0,0.1875,0.0011614859104156494,-4.4330954551696777e-07
state_action,1,1,100017,0,0.09375,0.0005438476800918579,-1.1043157428503036e-05
state_action,1,1,100018,0,-0.15625,-0.00036263465881347656,8.568167686462402e-08
state_action,1,1,100019,0,1.0,0.004988029599189758,-7.078051567077637e-08
state_action,1,1,100020,0,-1.0,-0.003453373908996582,-7.171183824539185e-08
state_action,1,1,100021,0,-0.875,-0.0057085976004600525,2.416549250483513e-06
state_action,1,1,100022,0,0.5,0.0020131468772888184,-3.1222589313983917e-07
state_action,1,1,100023,0,-1.0,-0.004626661539077759,-9.369105100631714e-07
state_action,1,1,100023,1,-0.75,-0.0028211772441864014,0.0011477665975689888
state_action,1,1,100023,2,-0.75,-0.0028102248907089233,0.0008569187484681606
state_action,1,1,100024,0,-1.0,-0.0033248960971832275,3.296881914138794e-07
state_action,1,1,100025,0,-0.625,-0.0012863501906394958,-6.754416972398758e-07
state_action,1,1,100026,0,-1.0,-0.0047193244099617004,1.8440186977386475e-07
state_action,1,1,100027,0,-0.40625,-0.0010075047612190247,-8.381903171539307e-09
state_action,1,1,100028,0,-0.96875,-0.0026965364813804626,-1.7066486179828644e-07
state_action,1,1,100029,0,-1.0,-0.002496093511581421,-3.841705620288849e-08
state_action,2,0,100000,0,0.71875,0.0020082592964172363,-3.923196345567703e-08
state_action,2,0,100001,0,0.25,0.0003135800361633301,-5.452893674373627e-07
state_action,2,0,100002,0,-1.0,-0.005621962249279022,-8.49645584821701e-06
state_action,2,0,100003,0,0.25,0.0008420273661613464,6.426125764846802e-08
state_action,2,0,100004,0,-0.59375,-0.0030371658504009247,8.722417987883091e-07
state_action,2,0,100005,0,-0.5,-0.001417003571987152,2.895249053835869e-07
state_action,2,0,100005,1,-0.9375,-0.0031250864267349243,0.00048138946294784546
state_action,2,0,100005,2,-0.9375,-0.0029441192746162415,-6.156705785542727e-05
state_action,2,0,100005,3,-1.0,-0.005774348974227905,8.359551429748535e-05
state_action,2,0,100005,4,-1.0,-0.005922481417655945,-5.824491381645203e-06
state_action,2,0,100006,0,-0.96875,-0.0031927302479743958,1.9674189388751984e-08
state_action,2,0,100006,1,-1.0,-0.003625437617301941,0.00034785550087690353
state_action,2,0,100006,2,-1.0,-0.0033193305134773254,-0.0005776733160018921
state_action,2,0,100006,3,-1.0,-0.0029099062085151672,0.0032984428107738495
state_action,2,0,100007,0,1.0,0.006706066429615021,-8.671719115227461e-06
state_action,2,0,100007,1,-0.53125,-0.0017514899373054504,-0.006361617241054773
state_action,2,0,100007,2,0.90625,0.002091839909553528,0.005118448752909899
state_action,2,0,100007,3,1.0,0.005560271441936493,-0.000169667589943856
state_action,2,0,100007,4,1.0,0.00522053986787796,0.00015965825878083706
state_action,2,0,100007,5,1.0,0.0054016560316085815,0.003927226352971047
state_action,2,0,100007,6,1.0,0.005410902202129364,0.0009135212749242783
state_action,2,0,100007,7,1.0,0.0053578391671180725,-0.0002596396952867508
state_action,2,0,100008,0,-0.875,-0.0015904605388641357,3.296881914138794e-07
state_action,2,0,100008,1,-0.78125,-0.0012433379888534546,-3.326969454064965e-05
state_action,2,0,100009,0,-0.59375,-0.001032210886478424,-1.9665458239614964e-07
state_action,2,0,100010,0,-0.875,-0.003503069281578064,9.359791874885559e-08
state_action,2,0,100011,0,-0.96875,-0.0012345537543296814,2.2910535335540771e-07
state_action,2,0,100012,0,-0.21875,-0.0009243786334991455,-9.96515154838562e-08
state_action,2,0,100013,0,-0.90625,-0.0021157264709472656,-1.802109181880951e-07
state_action,2,0,100014,0,0.0,-6.936490535736084e-06,-7.194466888904572e-08
state_action,2,0,100015,0,-0.375,-0.0006444677710533142,-3.7299469113349915e-06
state_action,2,0,100016,0,0.3125,0.0014797374606132507,-3.5623088479042053e-07
state_action,2,0,100017,0,0.53125,0.001931801438331604,-1.2643635272979736e-05
state_action,2,0,100018,0,-0.34375,-0.0006452426314353943,4.336470738053322e-08
state_action,2,0,100019,0,1.0,0.0044085681438446045,-1.434236764907837e-07
state_action,2,0,100020,0,-0.9375,-0.0026334598660469055,-1.9418075680732727e-07
state_action,2,0,100021,0,-0.90625,-0.004698574542999268,2.6836059987545013e-06
state_action,2,0,100022,0,0.6875,0.0033668503165245056,-1.5797559171915054e-07
state_action,2,0,100023,0,-1.0,-0.004921957850456238,-7.203780114650726e-07
state_action,2,0,100023,1,-0.9375,-0.003438979387283325,0.0007720482244621962
state_action,2,0,100023,2,-0.78125,-0.0028244107961654663,0.0004620403051376343
state_action,2,0,100024,0,-1.0,-0.003025531768798828,2.1047890186309814e-07
state_action,2,0,100025,0,-0.4375,-0.0010067522525787354,-1.630396582186222e-07
state_action,2,0,100026,0,-0.9375,-0.0038807541131973267,1.1874362826347351e-07
state_action,2,0,100027,0,-0.46875,-0.0008424893021583557,-2.0721927285194397e-08
state_action,2,0,100028,0,-0.6875,-0.0017049014568328857,-1.0931398719549179e-07
state_action,2,0,100029,0,-0.65625,-0.0015920698642730713,-3.67872416973114e-08
state_action,2,1,100000,0,0.40625,0.0011314302682876587,1.3620592653751373e-07
state_action,2,1,100001,0,0.4375,0.0008959174156188965,-5.271285772323608e-07
state_action,2,1,100002,0,-1.0,-0.005344979465007782,-1.0930933058261871e-05
state_action,2,1,100003,0,0.15625,0.0002979077398777008,6.263144314289093e-08
state_action,2,1,100004,0,-0.5,-0.0019634440541267395,7.503549568355083e-07
state_action,2,1,100005,0,-0.59375,-0.0016080215573310852,1.8625869415700436e-06
state_action,2,1,100005,1,-0.875,-0.002918720245361328,0.0003233666066080332
state_action,2,1,100005,2,-0.84375,-0.0028562545776367188,-3.321428084746003e-05
state_action,2,1,100005,3,-1.0,-0.0056639909744262695,0.00010522687807679176
state_action,2,1,100005,4,-1.0,-0.00641787052154541,6.693229079246521e-05
state_action,2,1,100006,0,-0.9375,-0.003041289746761322,7.217749953269958e-08
state_action,2,1,100006,1,-1.0,-0.003786318004131317,-0.0002658059820532799
state_action,2,1,100006,2,-1.0,-0.00461231917142868,-0.0006580795161426067
state_action,2,1,100006,3,-1.0,-0.005211740732192993,0.007165152579545975
state_action,2,1,100007,0,1.0,0.005992330610752106,-9.958574082702398e-06
state_action,2,1,100007,1,-0.75,-0.0027809441089630127,-0.006864036899060011
state_action,2,1,100007,2,0.6875,0.0015521720051765442,0.006108596455305815
state_action,2,1,100007,3,1.0,0.005077071487903595,-0.0005356461042538285
state_action,2,1,100007,4,1.0,0.004912644624710083,-0.00030887158936820924
state_action,2,1,100007,5,1.0,0.004761777818202972,0.006395693053491414
state_action,2,1,100007,6,1.0,0.0048203617334365845,0.0010248525068163872
state_action,2,1,100007,7,1.0,0.00489218533039093,-0.0002779075875878334
state_action,2,1,100008,0,-0.6875,-0.001358136534690857,3.066379576921463e-07
state_action,2,1,100008,1,-0.75,-0.0011400207877159119,-4.887924296781421e-05
state_action,2,1,100009,0,-0.71875,-0.0012605488300323486,-3.505847416818142e-07
state_action,2,1,100010,0,-0.9375,-0.0033873245120048523,7.916241884231567e-08
state_action,2,1,100011,0,-0.9375,-0.0010983943939208984,2.1886080503463745e-07
state_action,2,1,100012,0,-0.15625,-0.00037723779678344727,-1.2479722499847412e-07
state_action,2,1,100013,0,-0.8125,-0.0015743747353553772,-1.9790604710578918e-07
state_action,2,1,100014,0,-0.03125,-0.00022854655981063843,-8.917413651943207e-08
state_action,2,1,100015,0,-0.46875,-0.0007520541548728943,-6.219604983925819e-06
state_action,2,1,100016,0,0.1875,0.0010146647691726685,-3.494787961244583e-07
state_action,2,1,100017,0,0.375,0.0015368461608886719,-1.0655727237462997e-05
state_action,2,1,100018,0,-0.40625,-0.0008455067873001099,3.888271749019623e-08
state_action,2,1,100019,0,1.0,0.004298672080039978,-1.043081283569336e-07
state_action,2,1,100020,0,-0.9375,-0.002782382071018219,-1.8579885363578796e-07
state_action,2,1,100021,0,-0.96875,-0.00492839515209198,2.2741733118891716e-06
state_action,2,1,100022,0,0.6875,0.0022218674421310425,-2.2712629288434982e-07
state_action,2,1,100023,0,-1.0,-0.004435010254383087,-9.406358003616333e-07
state_action,2,1,100023,1,-0.8125,-0.0032299309968948364,0.0011021785903722048
state_action,2,1,100023,2,-0.75,-0.003088220953941345,0.0006232107989490032
state_action,2,1,100024,0,-0.96875,-0.0030164718627929688,2.6961788535118103e-07
state_action,2,1,100025,0,-0.71875,-0.0014695599675178528,5.844049155712128e-08
state_action,2,1,100026,0,-0.90625,-0.0035329610109329224,1.2945383787155151e-07
state_action,2,1,100027,0,-0.375,-0.0008392184972763062,-1.816079020500183e-08
state_action,2,1,100028,0,-0.84375,-0.002213098108768463,-1.0780058801174164e-07
state_action,2,1,100029,0,-1.0,-0.0024671703577041626,-6.996560841798782e-08
