edge_index,horizon,label,over_rate,repair_config,training_seed,under_rate,violation_rate
7,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31431,0.0012254901960784314,1.0
8,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31431,0.0012254901960784314,0.9950980392156863
9,3,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31431,0.004901960784313725,1.0
10,3,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31431,0.0024509803921568627,0.9975490196078431
11,3,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31431,0.003676470588235294,0.9963235294117647
12,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31431,0.0,0.9987745098039216
13,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31431,0.0024509803921568627,0.9963235294117647
14,3,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31431,0.0012254901960784314,0.9975490196078431
15,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31431,0.0024509803921568627,0.9963235294117647
16,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31431,0.0,0.9987745098039216
17,3,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31431,0.0,0.9950980392156863
18,3,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31431,0.0,0.9963235294117647
19,3,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31431,0.0,0.9926470588235294
20,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31431,0.0012254901960784314,1.0
21,3,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31431,0.0,0.9975490196078431
22,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31431,0.0012254901960784314,1.0
0,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,1.0
1,0,candidate,0.9901960784313726,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.991421568627451
2,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
3,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
4,0,candidate,1.0,epsilon_cosine_cap_0p5,31432,0.0,1.0
5,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
6,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.003676470588235294,1.0
7,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
8,0,candidate,1.0,epsilon_cosine_cap_0p5,31432,0.0,1.0
9,0,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31432,0.004901960784313725,0.9975490196078431
10,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9987745098039216
11,0,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0,0.9950980392156863
12,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,1.0
13,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,1.0
14,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9987745098039216
15,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
16,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
17,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9987745098039216
18,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
19,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0,0.9963235294117647
20,0,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0,0.9950980392156863
21,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,1.0
22,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9987745098039216
0,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
1,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
2,1,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0,0.9950980392156863
3,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
4,1,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9963235294117647
5,1,candidate,0.991421568627451,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9938725490196079
6,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0,0.9963235294117647
7,1,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9987745098039216
8,1,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
9,1,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.006127450980392157,1.0
10,1,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9963235294117647
11,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9987745098039216
12,1,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9950980392156863
13,1,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.004901960784313725,1.0
14,1,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.9975490196078431
15,1,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
16,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
17,1,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
18,1,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
19,1,candidate,0.9901960784313726,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.991421568627451
20,1,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
21,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
22,1,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,1.0
0,2,candidate,1.0,epsilon_cosine_cap_0p5,31432,0.0,1.0
1,2,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
2,2,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
3,2,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0,0.9963235294117647
4,2,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9963235294117647
5,2,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9963235294117647
6,2,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
7,2,candidate,1.0,epsilon_cosine_cap_0p5,31432,0.0,1.0
8,2,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.0,0.9938725490196079
9,2,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9987745098039216
10,2,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9950980392156863
11,2,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9938725490196079
12,2,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9987745098039216
13,2,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.9975490196078431
14,2,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
15,2,candidate,0.9889705882352942,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.9926470588235294
16,2,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
17,2,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9987745098039216
18,2,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.0,0.9938725490196079
19,2,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0,0.9950980392156863
20,2,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9975490196078431
21,2,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9963235294117647
22,2,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
0,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
1,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
2,3,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31432,0.0,0.9926470588235294
3,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
4,3,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0,0.9963235294117647
5,3,candidate,1.0,epsilon_cosine_cap_0p5,31432,0.0,1.0
6,3,candidate,0.9926470588235294,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9938725490196079
7,3,candidate,0.9877450980392157,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.991421568627451
8,3,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9963235294117647
9,3,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.9987745098039216
10,3,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31432,0.0024509803921568627,0.9975490196078431
11,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.9975490196078431
12,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.003676470588235294,0.9975490196078431
13,3,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
14,3,candidate,0.9901960784313726,epsilon_cosine_cap_0p5,31432,0.006127450980392157,0.9963235294117647
15,3,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0,0.9963235294117647
16,3,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
17,3,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9975490196078431
18,3,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31432,0.0,0.9963235294117647
19,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.0,0.9938725490196079
20,3,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31432,0.0,0.9975490196078431
21,3,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31432,0.0,0.9987745098039216
22,3,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31432,0.0012254901960784314,0.9950980392156863
0,0,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31433,0.0,0.9950980392156863
1,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31433,0.0,0.9975490196078431
2,0,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.0,0.9938725490196079
3,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31433,0.0,0.9987745098039216
4,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31433,0.0,0.9987745098039216
5,0,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9963235294117647
6,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31433,0.0,0.9987745098039216
7,0,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9963235294117647
8,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.0,0.9963235294117647
9,0,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.004901960784313725,0.9987745098039216
10,0,candidate,0.991421568627451,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9938725490196079
11,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.003676470588235294,1.0
12,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9987745098039216
13,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9975490196078431
14,0,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9963235294117647
15,0,candidate,0.9901960784313726,epsilon_cosine_cap_0p5,31433,0.0,0.9901960784313726
16,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9987745098039216
17,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31433,0.0,0.9987745098039216
18,0,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31433,0.0,0.9950980392156863
19,0,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.0,0.9963235294117647
20,0,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31433,0.0,0.9987745098039216
21,0,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9987745098039216
22,0,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9975490196078431
0,1,candidate,1.0,epsilon_cosine_cap_0p5,31433,0.0,1.0
1,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9975490196078431
2,1,candidate,0.9950980392156863,epsilon_cosine_cap_0p5,31433,0.0,0.9950980392156863
3,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.0,0.9963235294117647
4,1,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31433,0.0,0.9975490196078431
5,1,candidate,0.9975490196078431,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9987745098039216
6,1,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9963235294117647
7,1,candidate,0.9987745098039216,epsilon_cosine_cap_0p5,31433,0.0,0.9987745098039216
8,1,candidate,0.9901960784313726,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9926470588235294
9,1,candidate,0.991421568627451,epsilon_cosine_cap_0p5,31433,0.004901960784313725,0.9963235294117647
10,1,candidate,0.9963235294117647,epsilon_cosine_cap_0p5,31433,0.0012254901960784314,0.9975490196078431
11,1,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.003676470588235294,0.9975490196078431
12,1,candidate,0.9938725490196079,epsilon_cosine_cap_0p5,31433,0.0024509803921568627,0.9963235294117647
