best4_chamfer,config,epoch,mode,ordered_support,sample_validity,seed,total_loss
0.06468667840475545,ordered_edge,400,pilot,1.0,0.0,31440,0.6734324619174004
0.06470112898843546,ordered_edge,425,pilot,1.0,0.0,31440,0.6624189391732216
0.064538930378416,ordered_edge,450,pilot,1.0,0.0,31440,0.6338340640068054
0.06431817438672571,ordered_edge,475,pilot,1.0,0.0,31440,0.6232545226812363
0.06454116191861092,ordered_edge,500,pilot,1.0,0.0,31440,0.6280443891882896
0.06457752666856144,ordered_edge,525,pilot,1.0,0.0,31440,0.6138027310371399
0.06456716415271455,ordered_edge,550,pilot,1.0,0.0,31440,0.6073895990848541
0.06470302503336878,ordered_edge,575,pilot,1.0,0.0,31440,0.5931963995099068
0.0647711504579467,ordered_edge,600,pilot,1.0,0.0,31440,0.5921495333313942
0.06462526670200568,ordered_edge,625,pilot,1.0,0.0,31440,0.5852252617478371
0.06463567784749995,ordered_edge,650,pilot,1.0,0.0,31440,0.5833951309323311
0.06446776473346878,ordered_edge,675,pilot,1.0,0.0,31440,0.5715808793902397
0.06467993911720958,ordered_edge,700,pilot,1.0,0.0,31440,0.5680797696113586
0.06484274423735983,ordered_edge,725,pilot,1.0,0.0,31440,0.5578400790691376
0.06496174175146163,ordered_edge,750,pilot,1.0,0.0,31440,0.5600087195634842
0.08346548804319372,ordered_edge_temporal,25,pilot,1.0,0.0,31440,1.100717917084694
0.08322606732447942,ordered_edge_temporal,50,pilot,1.0,0.0,31440,1.4481838792562485
0.08282716513848772,ordered_edge_temporal,75,pilot,1.0,0.0,31440,1.3408430516719818
0.08212036003961283,ordered_edge_temporal,100,pilot,1.0,0.0,31440,1.3460520505905151
0.08096229847447545,ordered_edge_temporal,125,pilot,1.0,0.0,31440,1.1599748581647873
0.07898771927198943,ordered_edge_temporal,150,pilot,1.0,0.0,31440,1.0348573178052902
0.07653171273277086,ordered_edge_temporal,175,pilot,1.0,0.0,31440,0.9501165598630905
0.07384153261926829,ordered_edge_temporal,200,pilot,1.0,0.0,31440,0.9072810336947441
0.07157839042152844,ordered_edge_temporal,225,pilot,1.0,0.0,31440,0.8584255948662758
0.06998667183021705,ordered_edge_temporal,250,pilot,1.0,0.0,31440,0.8241469860076904
0.06876453300755397,ordered_edge_temporal,275,pilot,1.0,0.0,31440,0.7983159124851227
0.06786047544914718,ordered_edge_temporal,300,pilot,1.0,0.0,31440,0.7659745663404465
0.06700618851783813,ordered_edge_temporal,325,pilot,1.0,0.0,31440,0.7612798810005188
0.0660256726265538,ordered_edge_temporal,350,pilot,1.0,0.0,31440,0.7341758981347084
0.06528221777475932,ordered_edge_temporal,375,pilot,1.0,0.0,31440,0.7078413143754005
0.06480713886227094,ordered_edge_temporal,400,pilot,1.0,0.0,31440,0.7064133211970329
0.0646997993337173,ordered_edge_temporal,425,pilot,1.0,0.0,31440,0.6943951472640038
0.06449983261671721,ordered_edge_temporal,450,pilot,1.0,0.0,31440,0.6647014394402504
0.06428491116008338,ordered_edge_temporal,475,pilot,1.0,0.0,31440,0.6549703702330589
0.06451554406507343,ordered_edge_temporal,500,pilot,1.0,0.0,31440,0.6613217815756798
0.06449569661316334,ordered_edge_temporal,525,pilot,1.0,0.0,31440,0.6454637795686722
0.0645097995396046,ordered_edge_temporal,550,pilot,1.0,0.0,31440,0.6388627886772156
0.06460247784122533,ordered_edge_temporal,575,pilot,1.0,0.0,31440,0.6246860772371292
0.0647255352095646,ordered_edge_temporal,600,pilot,1.0,0.0,31440,0.622791163623333
0.06463582559908722,ordered_edge_temporal,625,pilot,1.0,0.0,31440,0.6170188561081886
0.0646315270888747,ordered_edge_temporal,650,pilot,1.0,0.0,31440,0.6151094287633896
0.06441630614811883,ordered_edge_temporal,675,pilot,1.0,0.0,31440,0.601683609187603
0.06466049640713369,ordered_edge_temporal,700,pilot,1.0,0.0,31440,0.5978439599275589
0.06481905482417229,ordered_edge_temporal,725,pilot,1.0,0.0,31440,0.5888573080301285
0.06494521566977103,ordered_edge_temporal,750,pilot,1.0,0.0,31440,0.5890331864356995
