bead_xy_mse,final_xy_chamfer,final_xy_chamfer_ci_high,final_xy_chamfer_ci_low,full_state_mse,input_variant,model,robot_proxy_mse,rows,split,subset,training_seed,trajectory_xy_chamfer,trajectory_xy_chamfer_ci_high,trajectory_xy_chamfer_ci_low,visible_seeds
0.006491412874311209,0.047624186917489986,0.05448330314332951,0.04154574297843196,0.03135884925723076,paper_state,deterministic_mlp,0.06196492537856102,304,val,hidden_v2,31401,0.046096800692586766,0.0520083914451021,0.04086730544584851,64
0.012144503183662891,0.04860118031348592,0.060902275445874614,0.040144362436418356,0.04028494283556938,paper_state,deterministic_mlp,0.07491933554410934,304,val,pre_engagement_free,31401,0.04721955396222224,0.058817712622036895,0.0393559717159936,64
0.01792791485786438,0.124556014634436,0.14273376384517178,0.10703033138343017,0.025289075449109077,paper_state,deterministic_mlp,0.03434896096587181,64,val,pre_engagement_hidden_v2,31401,0.12158380374118374,0.13766307954168344,0.10574404445869731,64
0.008435016497969627,0.045064622672761956,0.049305763861997615,0.04149964693895339,0.02659277617931366,paper_state,deterministic_mlp,0.04894077777862549,1208,test,all,31401,0.04473287812961604,0.049360944542978215,0.04100001450248077,128
0.012182802893221378,0.058617901407044995,0.06521887525155366,0.05301947965092747,0.023769710212945938,paper_state,deterministic_mlp,0.03803052008152008,733,test,pre_engagement,31401,0.05867249398019416,0.06590184391458792,0.05303078600595433,128
0.010531855747103691,0.045158096033284155,0.05189150238477892,0.04019063497525662,0.023976344615221024,paper_state,deterministic_mlp,0.040523409843444824,604,test,free,31401,0.04543589260851889,0.0531128756362281,0.040126138770621406,128
0.006338176783174276,0.04497114931223976,0.04814968973130918,0.04202288982220677,0.029209202155470848,paper_state,deterministic_mlp,0.05735815688967705,604,test,hidden_v2,31401,0.04402986365071319,0.04710428365158275,0.04126962711572543,128
0.010531855747103691,0.045158096033284155,0.051950025246870486,0.04018073024606314,0.023976344615221024,paper_state,deterministic_mlp,0.040523409843444824,604,test,pre_engagement_free,31401,0.04543589260851889,0.053310140271850597,0.0401041737059633,128
0.018084587529301643,0.12163900563767714,0.13219075410495398,0.11133923762326324,0.023031027987599373,paper_state,deterministic_mlp,0.029118958860635757,129,test,pre_engagement_hidden_v2,31401,0.12064851900726287,0.13069117033706687,0.11102501399125131,128
0.0097054997459054,0.04830884914324423,0.055806814051296214,0.041899310708481685,0.034199006855487823,paper_state,deterministic_mlp,0.0643448531627655,608,val,all,31402,0.04742579474999761,0.055308253879623584,0.04105155078455315,64
0.01399474497884512,0.061630399061275806,0.07228365934658641,0.05278109412016343,0.03531748801469803,paper_state,deterministic_mlp,0.06156085059046745,368,val,pre_engagement,31402,0.061066447472156775,0.07273794547070711,0.0519410654109691,64
0.013030357658863068,0.04880098733089031,0.060549751377661,0.04034452657654758,0.03814730793237686,paper_state,deterministic_mlp,0.06906046718358994,304,val,free,31402,0.0486164282627757,0.06226362868176277,0.03994645443673825,64
0.006380641832947731,0.04781671095559815,0.05459476514010492,0.041788439163991324,0.030250702053308487,paper_state,deterministic_mlp,0.05962924286723137,304,val,hidden_v2,31402,0.04623516123721952,0.05216642304881252,0.040805366405313834,64
0.013030357658863068,0.04880098733089031,0.06044796812646853,0.04045910724858054,0.03814730793237686,paper_state,deterministic_mlp,0.06906046718358994,304,val,pre_engagement_free,31402,0.0486164282627757,0.0620614649324408,0.039722260383592604,64
0.017511436715722084,0.12257010478060693,0.1402730559784686,0.10557514776010066,0.02499839849770069,paper_state,deterministic_mlp,0.0342131182551384,64,val,pre_engagement_hidden_v2,31402,0.12020403871671684,0.13621565261758706,0.10493874796538875,64
0.007663342170417309,0.04486214323663184,0.04893671101264408,0.04128927766504921,0.02664298005402088,paper_state,deterministic_mlp,0.050002530217170715,1208,test,all,31402,0.04421551919924008,0.048050281776536724,0.040959059687439334,128
0.011001812294125557,0.05852036039747735,0.06498576896932548,0.05314422804152062,0.024172935634851456,paper_state,deterministic_mlp,0.04038354381918907,733,test,pre_engagement,31402,0.0578524105468631,0.06373997816283561,0.052926220135387614,128
0.009107891470193863,0.045026039188135636,0.05179768508803747,0.04013577094442541,0.02460693009197712,paper_state,deterministic_mlp,0.04368266463279724,604,test,free,31402,0.044543303823559574,0.05065284607559419,0.0400769957122799,128
0.0062187896110117435,0.044698247285128036,0.04783773351453286,0.04181731420930869,0.028679031878709793,paper_state,deterministic_mlp,0.05632239952683449,604,test,hidden_v2,31402,0.04388773457492058,0.04681015968996044,0.04116467826486304,128
0.009107891470193863,0.045026039188135636,0.05154662741581962,0.040193963029296176,0.02460693009197712,paper_state,deterministic_mlp,0.04368266463279724,604,test,pre_engagement_free,31402,0.044543303823559574,0.05070865498491918,0.0400046439501363,128
0.017772171646356583,0.12170307365672071,0.13216679695320915,0.11149374147053234,0.022621488198637962,paper_state,deterministic_mlp,0.028589874505996704,129,test,pre_engagement_hidden_v2,31402,0.12016791799550909,0.13009306555792258,0.11058486044618993,128
0.008565874770283699,0.04757307069743738,0.05467026644404733,0.041445214764930745,0.03520003706216812,paper_state,deterministic_mlp,0.06798055022954941,608,val,all,31403,0.04643475912132744,0.05289804054126824,0.0406954778282014,64
0.012211166322231293,0.06062622168278524,0.07056090195171212,0.051937757045203314,0.036880578845739365,paper_state,deterministic_mlp,0.06724292039871216,368,val,pre_engagement,31403,0.059510876332132145,0.06863952758598037,0.0518893300083698,64
0.010726824402809143,0.04735348081234597,0.05807761598948642,0.03959962592125948,0.040116291493177414,paper_state,deterministic_mlp,0.07628793269395828,304,val,free,31403,0.04650218319594595,0.05673787852043162,0.039216405043004804,64
0.00640492420643568,0.04779266058252879,0.05449168624547191,0.0417864374765517,0.030283793807029724,paper_state,deterministic_mlp,0.059673164039850235,304,val,hidden_v2,31403,0.046367335046708924,0.05241370520099903,0.040887194178323996,64
0.010726824402809143,0.04735348081234597,0.05784783607687799,0.03968591243110896,0.040116291493177414,paper_state,deterministic_mlp,0.07628793269395828,304,val,pre_engagement_free,31403,0.04650218319594595,0.056433344460535814,0.039336071013592065,64
0.01762389950454235,0.12367174081737176,0.14145073547406353,0.10644198773952666,0.025081388652324677,paper_state,deterministic_mlp,0.03425983712077141,64,val,pre_engagement_hidden_v2,31403,0.12130216872901656,0.1365570941423357,0.10614889864979583,64
0.006876758299767971,0.044269116722210775,0.04782556570589386,0.041054729139733744,0.024883775040507317,paper_state,deterministic_mlp,0.04704625904560089,1208,test,all,31403,0.0437773090775539,0.047183178389337915,0.04076526723197621,128
0.009758250787854195,0.05736664754413526,0.06284158566449784,0.05256179042968593,0.021370474249124527,paper_state,deterministic_mlp,0.035662438720464706,733,test,pre_engagement,31403,0.05703697873796359,0.0621989328541222,0.05253304029034481,128
0.007531892042607069,0.04367286007734176,0.04890818682805967,0.039504231936765485,0.02104746364057064,paper_state,deterministic_mlp,0.03768201544880867,604,test,free,31403,0.043577916385201435,0.048674444633726624,0.03959841773555646,128
0.006221625488251448,0.04486537336707978,0.048042444124542984,0.04192966941854574,0.028720086440443993,paper_state,deterministic_mlp,0.05641051009297371,604,test,hidden_v2,31403,0.04397670176990637,0.04687727712143644,0.04125982393479945,128
0.007531892042607069,0.04367286007734176,0.04892481550747285,0.03951648224972992,0.02104746364057064,paper_state,deterministic_mlp,0.03768201544880867,604,test,pre_engagement_free,31403,0.043577916385201435,0.04864859901687693,0.03955358594100706,128
