calibrated_chain_validity,calibrated_coordinate_validity,calibrated_sample_validity,calibrated_segment_validity,chamfer_mean,gross_compression_fraction_mean,gross_stretch_fraction_mean,max_segment_ratio_to_train_center_p95,nearest_inversion_rate_mean,ordered_rmse_mean,original_coordinate_validity,original_quaternion_validity,original_sample_validity,original_segment_validity,permutation_gap_mean,repair_config,training_seed
0.0,0.0,0.0,0.0,0.9711149855535112,0.00029305200341005964,0.9470774722932651,89.69593811035156,0.22053939329354932,1.0838858398846258,0.0,1.0,0.0,0.0,0.09056576268345702,epsilon_cosine_cap_0p5,31431
0.0,0.0,0.0,0.0,0.9954379233714267,0.0001731670929241262,0.9493552855924978,86.89208984375,0.23960997442455242,1.1040386893585616,0.0,1.0,0.0,0.0,0.08553007888772032,epsilon_cosine_cap_0p5,31432
0.0,0.0,0.0,0.0,0.9599411021826753,0.00022644927536231882,0.9458919437340153,89.51301956176758,0.23325607416879796,1.0781991070538175,0.0,1.0,0.0,0.0,0.09573513958785757,epsilon_cosine_cap_0p5,31433
0.0,1.0,0.0,0.9926470588235294,0.12388429185375571,0.2724317988064791,0.0,1.3985280394554138,0.13441762574595054,0.11825212482910823,1.0,1.0,0.0,0.0,-0.006881333558874971,sample_cosine,31431
0.0,1.0,0.0,0.9975490196078431,0.12337335752661102,0.27133951406649615,0.0,1.3461072742938995,0.1453537936913896,0.11801868776206438,1.0,1.0,0.0,0.0,-0.007089188050789137,sample_cosine,31432
0.0,1.0,0.0,0.9975490196078431,0.12337451309476997,0.24214087809036658,0.0,1.3801972568035126,0.15219167377095766,0.11816306981970282,1.0,1.0,0.0,0.0,-0.006901710390058511,sample_cosine,31433
0.0,0.6911764705882353,0.0,0.0,0.09899850176902962,0.000399616368286445,0.9197437127024722,56.34607791900635,0.40460713270815574,0.1730632910084929,0.6715686274509803,1.0,0.0,0.0,0.06886172805017993,v_prediction_cosine,31431
0.0,0.6924019607843137,0.0,0.0,0.09982332503697013,0.00035965473145780047,0.9211690110826939,57.32532024383545,0.4052598394430236,0.1739195016413635,0.6899509803921569,1.0,0.0,0.0,0.06908344666875314,v_prediction_cosine,31432
0.0,0.6997549019607843,0.0,0.0,0.09985409041994489,0.00030637254901960784,0.9218883205456097,56.518205642700195,0.4056550156294402,0.17424836022523688,0.6899509803921569,1.0,0.0,0.0,0.06887689490766064,v_prediction_cosine,31433
