bad_segment_constraint_count_max,bad_segment_constraint_count_mean,bad_segment_constraint_count_p50,bad_segment_constraint_count_p90,bad_segment_constraint_count_p95,bad_segment_constraint_count_p99,chain_family_failure_rate,chain_family_score_max,chain_family_score_mean,chain_family_score_p50,chain_family_score_p90,chain_family_score_p95,chain_family_score_p99,chain_ratio_target_max,chain_ratio_target_mean,chain_ratio_target_p50,chain_ratio_target_p90,chain_ratio_target_p95,chain_ratio_target_p99,config,coordinate_failure_rate,edge_vector_rmse_max,edge_vector_rmse_mean,edge_vector_rmse_p50,edge_vector_rmse_p90,edge_vector_rmse_p95,edge_vector_rmse_p99,failed_category_count_max,failed_category_count_mean,failed_category_count_p50,failed_category_count_p90,failed_category_count_p95,failed_category_count_p99,final_ordered_rmse_max,final_ordered_rmse_mean,final_ordered_rmse_p50,final_ordered_rmse_p90,final_ordered_rmse_p95,final_ordered_rmse_p99,gross_compression_fraction_center,gross_stretch_fraction_center,quaternion_failure_rate,quaternion_norm_max,quaternion_norm_mean,quaternion_norm_p50,quaternion_norm_p90,quaternion_norm_p95,quaternion_norm_p99,query_count,query_has_valid_candidate_rate,sample_count,sample_validity_rate,segment_element_score_max,segment_element_score_mean,segment_element_score_p50,segment_element_score_p90,segment_element_score_p95,segment_element_score_p99,segment_family_failure_rate,segment_family_score_max,segment_family_score_mean,segment_family_score_p50,segment_family_score_p90,segment_family_score_p95,segment_family_score_p99,segment_ratio_center_max,segment_ratio_center_mean,segment_ratio_center_p50,segment_ratio_center_p90,segment_ratio_center_p95,segment_ratio_center_p99,segment_ratio_target_max,segment_ratio_target_mean,segment_ratio_target_p50,segment_ratio_target_p90,segment_ratio_target_p95,segment_ratio_target_p99,start_mode,timestep,trajectory_ordered_rmse_max,trajectory_ordered_rmse_mean,trajectory_ordered_rmse_p50,trajectory_ordered_rmse_p90,trajectory_ordered_rmse_p95,trajectory_ordered_rmse_p99
0.0,0.0,0.0,0.0,0.0,0.0,1.0,863.7689819335938,735.9305000305176,725.9299926757812,846.6554565429688,860.3655090332031,863.0882873535156,0.5113446116447449,0.30790565838105977,0.31653106212615967,0.4442977041006088,0.4676740407943724,0.5095877915620803,edge_length,0.0,0.013022941537201405,0.0101241008087527,0.00991642102599144,0.012093055993318558,0.01250269147567451,0.012918891524896026,1.0,1.0,1.0,1.0,1.0,1.0,0.3056109547615051,0.14858608227223158,0.12522000819444656,0.22136887907981873,0.2654077038168907,0.2975703045725822,0.40285326086956524,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.48622131347656,98.25277640767719,99.84620666503906,126.74357147216797,130.84518432617188,136.41070098876952,0.0,140.48622131347656,133.80923748016357,134.2351837158203,139.63528442382812,140.31478881835938,140.45193481445312,0.8330049514770508,0.3053927774048846,0.29420240223407745,0.5221275508403779,0.5725959151983261,0.6734367609024047,1.1828747987747192,0.30957342438056873,0.295617938041687,0.5265064418315888,0.5811220467090606,0.6997491496801376,truth_noised,0,0.3024536073207855,0.14687071274966002,0.12382519990205765,0.2165694162249565,0.2647452801465988,0.29491194188594816
2.0,0.3125,0.0,1.0,1.25,1.8499999999999996,1.0,599.7769775390625,392.1048526763916,377.09039306640625,475.31524658203125,510.53881072998047,581.9293441772461,0.9121523499488831,0.6623762962408364,0.6736429631710052,0.7741214096546173,0.7830930829048156,0.8591643881797788,edge_length,0.0,0.014347672462463379,0.012241809687111527,0.012252256274223328,0.013868209440261126,0.014044772135093808,0.014287092396989465,2.0,1.25,1.0,2.0,2.0,2.0,0.19904476404190063,0.13563096104189754,0.13601886481046677,0.18565218150615692,0.19796891883015633,0.19882959499955177,0.11209239130434782,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,223.70603942871094,61.45254469844108,61.632089614868164,109.51440124511718,119.50223693847659,132.53827865600584,0.25,223.70603942871094,140.956316947937,135.65841674804688,151.04502868652344,169.31445693969727,212.82772293090818,2.5818912982940674,0.656523101892874,0.5951384007930756,1.1492927789688114,1.3618331968784332,1.683847368955612,2.582080364227295,0.6660096404242644,0.6012799739837646,1.1687534809112552,1.3947305619716646,1.837135198116302,pure_noise,99,0.1884656548500061,0.13405299140140414,0.13144508004188538,0.18082339316606522,0.18834229558706284,0.18844098299741746
0.0,0.0,0.0,0.0,0.0,0.0,1.0,878.6089477539062,775.7970581054688,785.8215026855469,850.3360900878906,878.2847595214844,878.5441101074218,0.4014757573604584,0.26344155124388635,0.2583232522010803,0.32617473900318145,0.35876709371805177,0.4009728002548218,edge_length,0.0,0.011287440545856953,0.010197861236520112,0.01028235163539648,0.010893936268985271,0.011011579539626837,0.01123226834461093,1.0,1.0,1.0,1.0,1.0,1.0,0.2493382692337036,0.14583625039085746,0.15078532695770264,0.18752193450927734,0.209996297955513,0.24146987497806546,0.5074728260869565,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.72943115234375,104.50542560867642,106.37643814086914,128.37018737792968,131.7770217895508,138.12451171875,0.0,140.72943115234375,137.5370683670044,138.43384552001953,140.39036560058594,140.5337257385254,140.69029006958007,0.7014800906181335,0.2611952272083094,0.248130664229393,0.44610126614570617,0.5008318036794662,0.6293348574638366,1.1360194683074951,0.2648063721053009,0.24997255206108093,0.45596376359462754,0.5154497474431992,0.6383176869153976,pure_noise,90,0.2481723427772522,0.143186766654253,0.14291701465845108,0.18510638922452927,0.21204789355397224,0.2409474529325962
0.0,0.0,0.0,0.0,0.0,0.0,1.0,928.5255126953125,797.5850791931152,800.7187194824219,915.1224670410156,927.8305358886719,928.3865173339843,0.4311080574989319,0.24986302852630615,0.23956061154603958,0.3476495981216431,0.3815854310989379,0.4308104100823402,edge_length,0.0,0.012109890580177307,0.01022271258989349,0.010123326908797026,0.011546764522790909,0.01179807260632515,0.012047526985406875,1.0,1.0,1.0,1.0,1.0,1.0,0.28998857736587524,0.14842759491875768,0.12910155206918716,0.21407770365476608,0.24985845014452934,0.281962551921606,0.5264945652173914,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,139.57752990722656,106.40572075481,107.5307502746582,127.72511367797851,131.8884246826172,136.42068481445312,0.0,139.57752990722656,134.7775754928589,135.14478302001953,139.04143524169922,139.4576187133789,139.55354766845704,0.7046317458152771,0.24775908939773217,0.23965434730052948,0.4147295504808426,0.47191287875175475,0.5647918564081192,0.9890233874320984,0.25108499210403784,0.24312663823366165,0.41684114634990693,0.4806986600160599,0.5880840498208997,pure_noise,75,0.28733742237091064,0.1467886995524168,0.1255902796983719,0.20923368632793427,0.24960219487547874,0.27979037687182423
0.0,0.0,0.0,0.0,0.0,0.0,1.0,864.8602294921875,725.5975227355957,731.6463928222656,855.0805969238281,863.4748992919922,864.5831634521485,0.5310479998588562,0.31648903898894787,0.30898211896419525,0.48626654148101806,0.5074320659041404,0.5289826613664627,edge_length,0.0,0.013328620232641697,0.01020139580941759,0.009854971896857023,0.012452861294150352,0.012882123934105039,0.013239320972934366,1.0,1.0,1.0,1.0,1.0,1.0,0.30937978625297546,0.14939109655097127,0.1271146982908249,0.22553636133670807,0.2688615545630455,0.30127613991498947,0.40964673913043476,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,139.44180297851562,97.05284988750581,99.2983512878418,125.43966064453126,130.2144859313965,135.9038395690918,0.0,139.44180297851562,132.1007981300354,134.8762969970703,139.11614990234375,139.3400993347168,139.42146224975585,0.8225950598716736,0.31387565163806913,0.29797254502773285,0.545354586839676,0.5986536502838136,0.716291597485542,1.177624225616455,0.31808369254956587,0.3017127960920334,0.5528714537620545,0.6100458055734634,0.7419852298498152,pure_noise,50,0.30637574195861816,0.14787266496568918,0.1249203160405159,0.2205965518951416,0.2685176804661751,0.29880412966012954
0.0,0.0,0.0,0.0,0.0,0.0,1.0,853.9630737304688,735.5221519470215,723.4420776367188,852.0515441894531,852.5771942138672,853.6858978271484,0.4869152307510376,0.30587554816156626,0.2964066118001938,0.4437784105539322,0.47029641270637507,0.4848813599348068,edge_length,0.0,0.012965621426701546,0.010106257657753304,0.009901711251586676,0.01216819602996111,0.012534672161564231,0.012879431573674082,1.0,1.0,1.0,1.0,1.0,1.0,0.30684617161750793,0.14831058075651526,0.12437106668949127,0.2222660779953003,0.26669439673423767,0.2988158166408539,0.4014945652173913,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.2251434326172,98.53789052755937,100.11342239379883,126.24248809814453,129.90714492797852,136.10776489257813,0.0,140.2251434326172,132.21328115463257,135.44779205322266,139.17574310302734,140.17025756835938,140.21416625976562,0.8267710208892822,0.30337732590914646,0.29229365289211273,0.5102079987525941,0.5709518641233445,0.6745645248889922,1.25327730178833,0.3076484589970357,0.2940966486930847,0.5193466484546663,0.5806868523359299,0.699372477531433,pure_noise,25,0.3036496043205261,0.14682831522077322,0.12349330633878708,0.2173955738544464,0.2659558057785034,0.29611084461212156
0.0,0.0,0.0,0.0,0.0,0.0,1.0,868.6487426757812,743.044361114502,730.3341979980469,858.372314453125,865.1747283935547,867.9539398193359,0.4997616410255432,0.30348283099010587,0.3042842298746109,0.44524621665477754,0.4688672602176665,0.4979963907599449,edge_length,0.0,0.012993094511330128,0.01010648679221049,0.009878510609269142,0.012097957544028759,0.01248837960883975,0.012892151530832051,1.0,1.0,1.0,1.0,1.0,1.0,0.30600506067276,0.14853765163570642,0.12484137713909149,0.22159916907548904,0.2658197581768036,0.2979680001735687,0.40964673913043476,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,138.40191650390625,98.87216834918313,100.3987045288086,126.52031021118164,130.968172454834,135.97608276367188,0.0,138.40191650390625,132.49967432022095,131.7916030883789,137.74879455566406,137.94170379638672,138.30987396240235,0.8149260878562927,0.3010139573977896,0.2901254892349243,0.5171783387660981,0.5675401002168656,0.66126109957695,1.1517070531845093,0.3051074599219567,0.2929038554430008,0.5225647449493409,0.5720073312520981,0.6716685044765471,pure_noise,10,0.30275261402130127,0.14687887951731682,0.12360810860991478,0.21677294373512268,0.2650730088353157,0.29521669298410413
0.0,0.0,0.0,0.0,0.0,0.0,1.0,863.7699584960938,735.9297561645508,725.9324951171875,846.6531677246094,860.3658905029297,863.089144897461,0.5113372206687927,0.3079054190311581,0.3165266066789627,0.44430796802043915,0.4676853403449057,0.5095805507898331,edge_length,0.0,0.013023058883845806,0.010124190535861999,0.009916529059410095,0.012093092780560255,0.01250275713391602,0.012918998533859848,1.0,1.0,1.0,1.0,1.0,1.0,0.305619478225708,0.14859233144670725,0.12522763013839722,0.2213742733001709,0.26541484147310257,0.2975785508751869,0.40285326086956524,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.4921875,98.25281200719917,99.84487915039062,126.745849609375,130.84503479003908,136.40966537475586,0.0,140.4921875,133.81011867523193,134.2366485595703,139.6323013305664,140.31071853637695,140.45589370727538,0.8329998850822449,0.30539252523790905,0.29419712722301483,0.522133755683899,0.5726069808006287,0.6734448760747909,1.1828844547271729,0.30957319518695486,0.29562659561634064,0.5265123546123505,0.5811277389526367,0.6997377514839171,pure_noise,0,0.3024619519710541,0.1468766233883798,0.12382962554693222,0.2165747731924057,0.26475250720977783,0.2949200630187988
2.0,0.25,0.0,1.0,1.25,1.8499999999999996,1.0,579.9221801757812,380.94747734069824,362.3756103515625,464.4853973388672,496.78060150146484,563.2938644409179,0.9025120139122009,0.6861827690154314,0.6810355186462402,0.8026575565338135,0.8520947068929671,0.901904177069664,ordered_edge,0.0,0.01491889450699091,0.01229747844627127,0.012131569907069206,0.013494844548404217,0.013876225566491485,0.014710360718891024,2.0,1.1875,1.0,2.0,2.0,2.0,0.22560493648052216,0.14756670035421848,0.15052180737257004,0.18425748497247696,0.19860395416617393,0.2202047400176525,0.10461956521739131,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,226.5142364501953,58.82615940554229,55.561580657958984,108.36038055419922,119.43966293334962,131.49875534057617,0.1875,226.5142364501953,140.96978330612183,133.7232894897461,155.31272888183594,182.99884414672852,217.81115798950194,2.6016459465026855,0.6804873061419525,0.6412201523780823,1.1834100008010866,1.3547416508197787,1.6860741806030273,2.7954390048980713,0.6896295616587969,0.6466071009635925,1.1937449336051942,1.3787816584110262,1.7218472385406494,truth_noised,99,0.22421199083328247,0.14475859981030226,0.14886341989040375,0.17549096792936325,0.19141894578933716,0.2176533818244934
0.0,0.0,0.0,0.0,0.0,0.0,1.0,878.5287475585938,774.9991569519043,786.2563781738281,848.706298828125,876.4027099609375,878.1035400390625,0.40430155396461487,0.26379216834902763,0.25824736058712006,0.3265870213508606,0.3595003649592398,0.40310321003198624,ordered_edge,0.0,0.011312815360724926,0.010199328302405775,0.010281794238835573,0.010876776650547981,0.011007831431925297,0.011251818574965,1.0,1.0,1.0,1.0,1.0,1.0,0.2508622407913208,0.14616181049495935,0.15075206756591797,0.18814291059970856,0.21172508969902992,0.2430348105728626,0.5067934782608695,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.80247497558594,104.45577426319537,106.31093978881836,128.24640502929688,131.39340286254884,138.2264697265625,0.0,140.80247497558594,137.477463722229,138.32766723632812,140.55005645751953,140.6151123046875,140.76500244140624,0.7042345404624939,0.2615462182400971,0.24849814176559448,0.4477067351341248,0.5019549995660783,0.6291634297370909,1.122369408607483,0.26513855919430446,0.24957069754600525,0.45884679257869726,0.5213292449712754,0.6407635867595672,truth_noised,90,0.2496725469827652,0.1435071057640016,0.14302093535661697,0.18595510721206665,0.21367578208446503,0.24247319400310516
0.0,0.0,0.0,0.0,0.0,0.0,1.0,928.3924560546875,797.0466651916504,800.5849304199219,914.2597045898438,927.4522094726562,928.2044067382812,0.4335659444332123,0.2501080515794456,0.2387038618326187,0.350985062122345,0.385772407054901,0.4325822603702545,ordered_edge,0.0,0.012140289880335331,0.01022436551284045,0.010136404074728489,0.011525549460202456,0.011796179926022887,0.012071467889472842,1.0,1.0,1.0,1.0,1.0,1.0,0.29190710186958313,0.1489185648970306,0.12936832010746002,0.21482879668474197,0.2519410699605942,0.28391389548778534,0.5258152173913043,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,139.4073944091797,106.37105137887208,107.44864654541016,127.69719009399414,131.8239730834961,136.39937530517577,0.0,139.4073944091797,134.76296615600586,135.26409912109375,138.97911071777344,139.36366653442383,139.3986488342285,0.7067446708679199,0.24800418802909047,0.24022483080625534,0.41613632142543794,0.4726097702980042,0.5691516155004501,0.9918079376220703,0.25131444021383725,0.24313391000032425,0.4173734366893768,0.48348060548305516,0.5905159097909926,truth_noised,75,0.2892214357852936,0.14726690761744976,0.12727702409029007,0.20998064428567886,0.2515968047082424,0.28169650956988335
0.0,0.0,0.0,0.0,0.0,0.0,1.0,865.2127075195312,725.0317306518555,731.2625732421875,854.1764831542969,862.6228637695312,864.6947387695312,0.5321584939956665,0.3165687914006412,0.3108445554971695,0.48920041024684907,0.5108635038137435,0.5312728178501129,ordered_edge,0.0,0.013354470953345299,0.01020190108101815,0.00986212631687522,0.012435664422810078,0.012882386799901724,0.013260054122656583,1.0,1.0,1.0,1.0,1.0,1.0,0.3111267685890198,0.149974319152534,0.12911347299814224,0.22603773325681686,0.2705596759915352,0.30301335006952285,0.4076086956521739,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.09097290039062,97.04089532857355,99.35658645629883,125.41390609741211,130.3283432006836,135.7941828918457,0.0,140.09097290039062,132.0846905708313,135.02670288085938,139.1424560546875,139.38035202026367,139.94884872436523,0.8269340395927429,0.31396013892093755,0.29756084084510803,0.5442893743515015,0.599324044585228,0.7225614339113233,1.1745895147323608,0.3181433593512654,0.30205748975276947,0.5525578677654267,0.6098736077547073,0.7466176366806029,truth_noised,50,0.3081045150756836,0.14844316011294723,0.12554466351866722,0.22110597044229507,0.27014627307653427,0.3005128666758537
0.0,0.0,0.0,0.0,0.0,0.0,1.0,854.5794067382812,735.1418304443359,724.5140380859375,850.6251525878906,851.7582550048828,854.0151763916016,0.4879470467567444,0.30578866600990295,0.2974798232316971,0.44669246971607207,0.47362057566642757,0.4869505202770233,ordered_edge,0.0,0.012989231385290623,0.010106738976901397,0.009884526953101158,0.01215299079194665,0.012535922694951296,0.012898569647222757,1.0,1.0,1.0,1.0,1.0,1.0,0.3085663914680481,0.14890356874093413,0.12728669494390488,0.22281261533498764,0.2684345543384552,0.3005400240421295,0.4014945652173913,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.5472412109375,98.5489362011785,100.09881210327148,126.36152496337891,129.89781036376954,136.05590591430663,0.0,140.5472412109375,132.27189016342163,135.8538360595703,139.19781494140625,140.33323669433594,140.5044403076172,0.8287967443466187,0.30329921795719594,0.29227569699287415,0.5089876711368562,0.5727910935878754,0.6810855269432068,1.2565546035766602,0.30756233902186225,0.29403701424598694,0.5213957905769351,0.5778762012720109,0.7015086388587951,truth_noised,25,0.3053490221500397,0.14740895247086883,0.12411675974726677,0.21793538331985474,0.2676232159137726,0.2978038609027862
0.0,0.0,0.0,0.0,0.0,0.0,1.0,867.3118286132812,742.5971031188965,731.3028259277344,857.4522705078125,863.3618774414062,866.5218383789063,0.500828206539154,0.3033969886600971,0.3057438135147095,0.4487587928771973,0.47224848121404633,0.5002209705114364,ordered_edge,0.0,0.013017701916396618,0.010106491594342515,0.00989028112962842,0.01208292506635189,0.012489887187257409,0.012912138970568776,1.0,1.0,1.0,1.0,1.0,1.0,0.30774396657943726,0.14912572037428617,0.12768291682004929,0.22215484082698822,0.2675715833902359,0.29970948994159696,0.40828804347826086,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,138.3604736328125,98.88316104075183,100.2788200378418,126.72574234008789,130.99906692504882,135.54805099487305,0.0,138.3604736328125,132.6362009048462,132.1401824951172,138.04457092285156,138.1623420715332,138.32084732055665,0.817387580871582,0.30093623162626854,0.2910527139902115,0.5169416666030884,0.5674476355314255,0.6639997643232345,1.1527925729751587,0.30502114559994487,0.29317358136177063,0.5222795128822326,0.5743723809719086,0.6756238478422164,truth_noised,10,0.3044619858264923,0.14745459565892816,0.12421638146042824,0.21732176840305328,0.2667505741119385,0.29691970348358154
0.0,0.0,0.0,0.0,0.0,0.0,1.0,862.5614013671875,735.5310325622559,726.843017578125,845.946533203125,858.7274932861328,861.7946197509766,0.5123816728591919,0.3078096902463585,0.31800515949726105,0.44664532542228697,0.4711379393935202,0.5118364709615707,ordered_edge,0.0,0.013047538697719574,0.010124061111127958,0.00992060313001275,0.012077853083610535,0.012504135025665164,0.012938857963308691,1.0,1.0,1.0,1.0,1.0,1.0,0.3073631823062897,0.14917850401252508,0.12803667038679123,0.22193405032157898,0.26717012375593185,0.2993245705962181,0.40285326086956524,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.29090881347656,98.26512882113457,99.9953498840332,126.85028076171876,130.98832931518555,136.71464797973633,0.0,140.29090881347656,133.70644664764404,134.13258361816406,139.55152130126953,140.22456741333008,140.27764053344725,0.8364050984382629,0.30530544633865764,0.29297080636024475,0.5243707835674287,0.5737093418836594,0.676066123843193,1.1838747262954712,0.3094740132054658,0.2948524206876755,0.5277021884918214,0.582126122713089,0.7024349009990691,truth_noised,0,0.30417317152023315,0.14745052717626095,0.1244293712079525,0.21712762117385864,0.26643308252096176,0.29662515372037884
2.0,0.25,0.0,1.0,1.25,1.8499999999999996,1.0,579.7940063476562,380.91482162475586,362.4453582763672,464.40093994140625,496.6133346557617,563.1578720092773,0.9025006294250488,0.6862435769289732,0.6809598803520203,0.8025986433029175,0.8521905839443206,0.9020087122917175,ordered_edge,0.0,0.014924662187695503,0.012300905655138195,0.012133920565247536,0.0134967933408916,0.013877471210435033,0.014715223992243408,2.0,1.1875,1.0,2.0,2.0,2.0,0.2258392572402954,0.1477034385316074,0.15071707218885422,0.18438032269477844,0.1987609826028347,0.22042360231280325,0.10461956521739131,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,226.47705078125,58.82103983437359,55.59062194824219,108.4002670288086,119.52083282470704,131.4671434020996,0.1875,226.47705078125,141.00973510742188,133.76536560058594,155.12188720703125,182.8111457824707,217.7438697814941,2.6013829708099365,0.6805476081967556,0.6410919725894928,1.1839526295661928,1.354857635498047,1.686122921705246,2.795551061630249,0.6896912175921581,0.6472050249576569,1.1937543272972106,1.378565275669098,1.7213408505916594,pure_noise,99,0.22443892061710358,0.14489274937659502,0.14900825172662735,0.1756078153848648,0.19156939908862114,0.21786501631140706
0.0,0.0,0.0,0.0,0.0,0.0,1.0,878.5272216796875,774.9977226257324,786.2576904296875,848.7047424316406,876.4014587402344,878.1020690917969,0.4043029844760895,0.2637940845452249,0.2582482546567917,0.32659312784671785,0.35950159281492217,0.40310261279344556,ordered_edge,0.0,0.011312924325466156,0.010199395299423486,0.010281870607286692,0.010876819957047701,0.011007895693182945,0.011251918599009514,1.0,1.0,1.0,1.0,1.0,1.0,0.2508694529533386,0.1461657201871276,0.15075822919607162,0.18814726173877716,0.21173113957047462,0.2430417902767658,0.5067934782608695,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.80435180664062,104.45550733027251,106.31132125854492,128.24852905273437,131.3953239440918,138.2266046142578,0.0,140.80435180664062,137.47740650177002,138.3269500732422,140.55077362060547,140.61488342285156,140.7664581298828,0.7042323350906372,0.2615481074969031,0.2484954446554184,0.4477144658565521,0.5019550859928131,0.6291632646322248,1.1223188638687134,0.26514043531294545,0.2495761290192604,0.45884485542774206,0.5213322520256043,0.640779202580452,pure_noise,90,0.2496795803308487,0.14351085806265473,0.14302657544612885,0.18596042692661285,0.2136816754937172,0.24247999936342238
0.0,0.0,0.0,0.0,0.0,0.0,1.0,928.3876342773438,797.0434265136719,800.5878295898438,914.2549438476562,927.4477996826172,928.1996673583984,0.43356552720069885,0.2501112634781748,0.23870231211185455,0.3509983092546463,0.3857794731855391,0.4325810357928276,ordered_edge,0.0,0.012140421196818352,0.010224443685729057,0.010136502794921398,0.011525592301040888,0.011796253267675638,0.012071587610989809,1.0,1.0,1.0,1.0,1.0,1.0,0.2919156551361084,0.14892402244731784,0.12937354296445847,0.21483402699232101,0.25194838270545006,0.2839222006499767,0.5258152173913043,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,139.40638732910156,106.37060185359871,107.44933700561523,127.6978012084961,131.82253341674806,136.40075103759764,0.0,139.40638732910156,134.7629795074463,135.2655792236328,138.9800796508789,139.36406707763672,139.3979232788086,0.7067447304725647,0.24800736513419036,0.24021998792886734,0.41615185141563416,0.47260557562112815,0.5691725122928619,0.9918298125267029,0.25131762362750876,0.2431444153189659,0.41737705171108247,0.4834949523210526,0.5905162590742109,pure_noise,75,0.2892298102378845,0.14727205131202936,0.12728141993284225,0.2099858745932579,0.25160400569438934,0.2817046493291855
0.0,0.0,0.0,0.0,0.0,0.0,1.0,865.2080688476562,725.0303192138672,731.2625122070312,854.1764526367188,862.6189117431641,864.6902374267578,0.5321518778800964,0.3165697301737964,0.3108396381139755,0.48921393752098086,0.5108762964606284,0.5312630850076675,ordered_edge,0.0,0.013354586437344551,0.01020200373022817,0.009862252045422792,0.01243569701910019,0.012882449198514223,0.013260158989578484,1.0,1.0,1.0,1.0,1.0,1.0,0.3111337721347809,0.1499806079082191,0.12911777943372726,0.22604257613420486,0.27056583017110825,0.3030201837420463,0.4076086956521739,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.0894317626953,97.0407668300297,99.3614730834961,125.41395492553711,130.32694473266602,135.7955024719238,0.0,140.0894317626953,132.08445405960083,135.02725219726562,139.14171600341797,139.38114547729492,139.94777450561523,0.8269253969192505,0.3139610474229456,0.2975263297557831,0.5443013727664947,0.5993228524923325,0.7225761306285856,1.174591064453125,0.31814426515927113,0.3020683079957962,0.5525743246078492,0.6098781615495682,0.7466325652599334,pure_noise,50,0.3081113398075104,0.14844903396442533,0.12554886564612389,0.22111094743013382,0.2701524943113327,0.30051957070827484
0.0,0.0,0.0,0.0,0.0,0.0,1.0,854.5726318359375,735.1415901184082,724.5165710449219,850.6252136230469,851.7605438232422,854.0102142333984,0.4879406690597534,0.30578829045407474,0.2974664568901062,0.4467058092355728,0.47363270521163936,0.4869410634040833,ordered_edge,0.0,0.012989343143999577,0.010106841946253553,0.0098846685141325,0.012153030838817358,0.01253599114716053,0.012898672744631768,1.0,1.0,1.0,1.0,1.0,1.0,0.3085736036300659,0.14890980115160346,0.1272946298122406,0.22281747311353683,0.2684408500790596,0.3005470529198646,0.4014945652173913,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,140.54795837402344,98.54899086122927,100.09879684448242,126.3650733947754,129.9005874633789,136.05587432861327,0.0,140.54795837402344,132.27179765701294,135.85468292236328,139.19795989990234,140.33322143554688,140.50501098632813,0.8287941813468933,0.30329883141593716,0.29228171706199646,0.5089730739593507,0.5728008300065994,0.6811033529043197,1.2565540075302124,0.30756198689651565,0.29405689239501953,0.5214112460613254,0.5778846681118013,0.7015257048606872,pure_noise,25,0.30535608530044556,0.14741480210795999,0.12412115931510925,0.21794039756059647,0.26762960851192474,0.29781078994274135
0.0,0.0,0.0,0.0,0.0,0.0,1.0,867.3146362304688,742.5963096618652,731.305419921875,857.4483947753906,863.3626251220703,866.5242340087891,0.5008224844932556,0.30339671508409083,0.3057308495044708,0.448771595954895,0.47226114273071274,0.5002128264307976,ordered_edge,0.0,0.013017813675105572,0.010106592322699726,0.009890415240079165,0.012082965578883886,0.012489952147006989,0.012912241369485855,1.0,1.0,1.0,1.0,1.0,1.0,0.30775123834609985,0.14913188247010112,0.12769069522619247,0.2221597135066986,0.26757796108722687,0.29971658289432523,0.40828804347826086,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16,0.0,16,0.0,138.361328125,98.88320329526196,100.27771759033203,126.72469711303711,131.0017272949219,135.54782974243165,0.0,138.361328125,132.63763427734375,132.14605712890625,138.0467529296875,138.1628761291504,138.32163772583007,0.8173813819885254,0.300935933419564,0.2910604923963547,0.5169454991817475,0.5674527198076249,0.6640103095769881,1.1528093814849854,0.30502087009169726,0.2931595742702484,0.5222779273986816,0.5743822216987611,0.6756078338623046,pure_noise,10,0.30446910858154297,0.14746038522571325,0.12422071769833565,0.21732677519321442,0.2667570039629936,0.2969266876578331
