config,elapsed_seconds,epoch,prediction_type,schedule_kind,seed,train_objective_mse,val_best4,val_k1,val_physical_validity,val_query_validity,val_z_abs_max,val_z_abs_p99
sample_cosine,2.97541880607605,75,sample,cosine_original,31431,0.144278971478343,0.12336812179316492,0.1234336821910213,0.0,0.0,0.17073747515678406,0.10213149212300776
sample_cosine,3.960686445236206,100,sample,cosine_original,31431,0.12985263485461473,0.12273008122528885,0.12286413101223755,0.0,0.0,0.24657323956489563,0.14985932737588875
sample_cosine,4.9471821784973145,125,sample,cosine_original,31431,0.12361585907638073,0.12157774924793664,0.12187949896735303,0.0,0.0,0.34002387523651123,0.21278916060924527
sample_cosine,5.927145719528198,150,sample,cosine_original,31431,0.1174977021291852,0.11954968042817771,0.1203949122013999,0.0,0.0,0.4607904851436615,0.2925149461627003
sample_cosine,6.911204099655151,175,sample,cosine_original,31431,0.10779187362641096,0.11642913394333686,0.11895951977474432,0.0,0.0,0.6030177474021912,0.398044674694538
sample_cosine,1.0016396045684814,25,sample,cosine_original,31432,0.21378639340400696,0.12335480293076412,0.12337338833101824,0.0,0.0,0.08807336539030075,0.062406826652586435
sample_cosine,1.9959299564361572,50,sample,cosine_original,31432,0.16509384103119373,0.12335783014913984,0.12339828791571598,0.0,0.0,0.12295336276292801,0.07437383294105528
sample_cosine,2.993361234664917,75,sample,cosine_original,31432,0.14033569861203432,0.12314746810086802,0.12323289097962427,0.0,0.0,0.178330197930336,0.10394356772303578
sample_cosine,3.995285987854004,100,sample,cosine_original,31432,0.14331684447824955,0.12268337691385373,0.12285292108415388,0.0,0.0,0.2527958154678345,0.15301294684410094
sample_cosine,5.031545877456665,125,sample,cosine_original,31432,0.12491936702281237,0.12183601266759284,0.12219315988249053,0.0,0.0,0.349933385848999,0.22099783465266226
sample_cosine,6.0371222496032715,150,sample,cosine_original,31432,0.1072115944698453,0.12047438612025158,0.12129971894490368,0.0,0.0,0.46690699458122253,0.3055317416787147
sample_cosine,7.049214124679565,175,sample,cosine_original,31432,0.11339577659964561,0.11784645204669704,0.12013155026543959,0.0,0.0,0.6551772952079773,0.41157438129186613
sample_cosine,0.9941599369049072,25,sample,cosine_original,31433,0.20390942320227623,0.12335743090393496,0.12337635607257777,0.0,0.0,0.09804853796958923,0.06575479641556738
sample_cosine,2.015324592590332,50,sample,cosine_original,31433,0.16214709915220737,0.12329595599907871,0.12333678392072518,0.0,0.0,0.12931838631629944,0.0772367675602436
sample_cosine,3.060685873031616,75,sample,cosine_original,31433,0.1417541904374957,0.1230499675205233,0.12313768691291996,0.0,0.0,0.17423897981643677,0.10155454039573639
sample_cosine,4.080858469009399,100,sample,cosine_original,31433,0.13115243706852198,0.1225884893689962,0.12276733703180856,0.0,0.0,0.23493121564388275,0.14181613773107526
sample_cosine,5.104423522949219,125,sample,cosine_original,31433,0.11136178765445948,0.12183125457708158,0.1222202381593924,0.0,0.0,0.31575411558151245,0.2060645033419132
sample_cosine,6.140811204910278,150,sample,cosine_original,31433,0.1135459216311574,0.12048990887534969,0.12148900373893626,0.0,0.0,0.4797729253768921,0.2948307704925537
sample_cosine,7.180039882659912,175,sample,cosine_original,31433,0.12093166075646877,0.11783468977128174,0.12087955649065621,0.0,0.0,0.7098667621612549,0.40957522779703126
v_prediction_cosine,1.0604608058929443,25,v_prediction,cosine_original,31431,0.6518554612994194,0.08581696359404162,0.10005776368665929,0.0,0.0,4.751996994018555,2.528678793907164
v_prediction_cosine,2.127382755279541,50,v_prediction,cosine_original,31431,0.6425023600459099,0.08567349269401793,0.10005191468871107,0.0,0.0,4.773189067840576,2.529659030437469
v_prediction_cosine,3.2162208557128906,75,v_prediction,cosine_original,31431,0.623523086309433,0.08541844248333398,0.10004630944162023,0.0,0.0,4.800033092498779,2.5342124962806696
v_prediction_cosine,4.2697906494140625,100,v_prediction,cosine_original,31431,0.6260114908218384,0.08503652382276806,0.10012890186672117,0.0,0.0,4.838148593902588,2.5441948342323295
v_prediction_cosine,5.320646286010742,125,v_prediction,cosine_original,31431,0.6127462461590767,0.08442407521400966,0.10024880091933643,0.0,0.0,4.880339622497559,2.5637987399101236
v_prediction_cosine,6.395537853240967,150,v_prediction,cosine_original,31431,0.5879905000329018,0.08386983901408374,0.1006893796079299,0.0,0.0,4.921977996826172,2.5867642140388485
