calibrated_validity,chain_validity,coordinate_validity,final_ordered_rmse,gross_compression_fraction,gross_stretch_fraction,nearest_inversion,quaternion_validity,reference,rows,segment_validity,trajectory_ordered_rmse
0.9761904761904762,0.9781746031746031,1.0,0.0,0.0,0.0,0.0,1.0,train_fit_gt,504,0.9801587301587301,0.0
0.9879032258064516,0.9939516129032258,1.0,0.0,0.0,0.0,0.0,1.0,train_calibration_gt,496,0.9939516129032258,0.0
0.9705882352941176,0.9705882352941176,1.0,0.0,0.0,0.0,0.0,1.0,validation_gt,102,1.0,0.0
1.0,1.0,1.0,0.21262794733047485,0.0,0.00042625745950554135,0.0937766410912191,1.0,validation_last_repeat,102,1.0,0.22649261355400085
0.0,0.0,1.0,0.12232068926095963,0.28005115089514065,0.00031969309462915604,0.07587382779198636,1.0,validation_deterministic_mlp,102,1.0,0.12986482679843903
