visible_seed,condition_a,condition_b,file_a,file_b,initial_chamfer,initial_ordered_l2,action_distance,rgb_mean_abs_diff,rgb_max_abs_diff,depth_mean_abs_diff,depth_max_abs_diff,final_chamfer,final_ordered_l2,trajectory_chamfer,contact_diff,success_a,success_b,success_diff,final_fraction_a,final_fraction_b,final_curve_a,final_curve_b,branch_a,branch_b,visible_pass,action_pass,contact_pass,future_pass,ccda_state,ccda_success,failure_reason
28,free,hidden_pin,000028-4.pkl,000028-1.pkl,3.81417921744287e-05,1.907089608721435e-05,2.3544337388805367e-07,0.0006705729174427688,79.0,2.0796618116492027e-07,0.0096055269241333,0.8849360942840576,0.479251503944397,0.6170307397842407,True,True,False,True,1.0,0.0,0.004319357220083475,0.012049738317728043,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
28,free,hidden_high_friction,000028-4.pkl,000028-5.pkl,9.534330456517637e-05,4.7671652282588184e-05,1.2996479671965535e-07,0.0013758681016042829,58.0,3.9702814547126764e-07,0.01855599880218506,0.01835615187883377,0.013844522647559643,0.016716613434255123,True,True,True,False,1.0,1.0,0.004319357220083475,0.00489048333838582,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
28,hidden_pin,hidden_high_friction,000028-1.pkl,000028-5.pkl,0.00012079439329681918,6.039719664840959e-05,1.6341976794586578e-07,0.0019249131437391043,79.0,5.415935788732895e-07,0.018538236618041992,0.8852406740188599,0.47659435868263245,0.6254575252532959,True,False,True,True,0.0,1.0,0.012049738317728043,0.00489048333838582,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
29,free,hidden_pin,000029-1.pkl,000029-1.pkl,8.000395609997213e-05,4.055288445670158e-05,1.957723961586689e-08,0.00046115450095385313,53.0,1.377483300757376e-07,0.004595577716827393,0.9073922634124756,0.562012791633606,0.9073922634124756,True,True,False,True,1.0,0.0,0.004769280087202787,0.013009755872189999,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
29,free,hidden_high_friction,000029-1.pkl,000029-2.pkl,0.0003891487722285092,0.00019471040286589414,1.2420956149331426e-07,0.0030512153171002865,152.0,1.081218329090916e-06,0.0267789363861084,0.01495344564318657,0.02080804854631424,0.014029229059815407,True,True,True,False,1.0,1.0,0.004769280087202787,0.003501546336337924,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
29,hidden_pin,hidden_high_friction,000029-1.pkl,000029-2.pkl,0.0003705125127453357,0.00018531123350840062,1.3083956526008785e-07,0.0029199218843132257,153.0,1.0470655524841277e-06,0.0267789363861084,0.8606935143470764,0.5440449714660645,0.8658193349838257,True,False,True,True,0.0,1.0,0.013009755872189999,0.003501546336337924,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
30,free,hidden_pin,000030-6.pkl,000030-1.pkl,0.00014410146104637533,7.205073052318767e-05,8.715942858071248e-08,0.0014192708767950535,109.0,4.2065462935170217e-07,0.013761460781097412,0.1168011724948883,0.07788228988647461,0.009516737423837185,True,True,False,True,1.0,0.041666666666666664,0.004732665605843067,0.007078090682625771,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
30,free,hidden_high_friction,000030-6.pkl,000030-9.pkl,0.00039919454138725996,0.00019959727069362998,1.0751799501511933e-07,0.003458116203546524,112.0,1.379246555188729e-06,0.02581113576889038,0.01888994872570038,0.012203249149024487,0.018438672336439293,True,True,True,False,1.0,1.0,0.004732665605843067,0.0033289515413343906,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
30,hidden_pin,hidden_high_friction,000030-1.pkl,000030-9.pkl,0.00030651059933006763,0.00015325529966503382,4.057428609544272e-08,0.002453342080116272,105.0,1.0888986707868753e-06,0.02581113576889038,0.132624089717865,0.08355945348739624,0.01761677674949169,True,False,True,True,0.041666666666666664,1.0,0.007078090682625771,0.0033289515413343906,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
31,free,hidden_pin,000031-5.pkl,000031-1.pkl,6.68404099997133e-05,3.342020499985665e-05,1.8032753726035847e-08,0.00037977431202307343,80.0,1.5328473068620951e-07,0.009786546230316162,0.7229949235916138,0.42605480551719666,0.5208641886711121,True,True,False,True,1.0,0.0,0.005820312071591616,0.01169293001294136,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
31,free,hidden_high_friction,000031-5.pkl,000031-7.pkl,0.00013438750465866178,6.719375232933089e-05,1.0693079068666768e-08,0.0012738715158775449,110.0,3.7493310856007156e-07,0.014519810676574707,0.021969689056277275,0.01611616462469101,0.030387727729976177,True,True,True,False,1.0,1.0,0.005820312071591616,0.0037145414389669895,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
31,hidden_pin,hidden_high_friction,000031-1.pkl,000031-7.pkl,0.00011961560812778771,5.9807804063893855e-05,1.8564115670379614e-08,0.0011371527798473835,110.0,3.4795957049027493e-07,0.014519810676574707,0.7427929639816284,0.4300598204135895,0.6899274587631226,True,False,True,True,0.0,1.0,0.01169293001294136,0.0037145414389669895,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
32,free,hidden_pin,000032-2.pkl,000032-1.pkl,0.0004726598272100091,0.00023632991360500455,8.149673739318167e-08,0.005330946296453476,109.0,2.132940608134959e-06,0.03722137212753296,0.14204904437065125,0.15191423892974854,0.1457298994064331,True,True,False,True,1.0,0.4166666666666667,0.0009037044364959002,0.018102826550602913,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
32,free,hidden_high_friction,000032-2.pkl,000032-4.pkl,0.0013369154185056686,0.0006806734600104392,8.6555304107322e-09,0.015117187052965164,182.0,5.58500050829025e-06,0.03934824466705322,0.02204294502735138,0.014637795276939869,0.0764978788793087,True,True,True,False,1.0,1.0,0.0009037044364959002,0.0041859345510602,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
32,hidden_pin,hidden_high_friction,000032-1.pkl,000032-4.pkl,0.0015273054596036673,0.0007927981787361205,7.736317846657975e-08,0.016810981556773186,182.0,6.81746450936771e-06,0.03962826728820801,0.16413235664367676,0.1608719676733017,0.39436501264572144,True,False,True,True,0.4166666666666667,1.0,0.018102826550602913,0.0041859345510602,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
33,free,hidden_pin,000033-7.pkl,000033-2.pkl,8.287661330541596e-05,4.143830665270798e-05,6.291583150567777e-08,0.0017230903031304479,116.0,3.092618499067612e-07,0.013197124004364014,0.1831328272819519,0.15822015702724457,0.1545487567782402,True,True,False,True,1.0,0.0,0.004992063622921705,0.010012722574174404,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
33,free,hidden_high_friction,000033-7.pkl,000033-8.pkl,0.0002674950228538364,0.0001337475114269182,5.356002959586051e-07,0.0044791665859520435,168.0,1.1320609019094263e-06,0.019681155681610107,0.018316976726055145,0.010963707230985165,0.03637802707297461,True,True,True,False,1.0,1.0,0.004992063622921705,0.002958410419523716,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
33,hidden_pin,hidden_high_friction,000033-2.pkl,000033-8.pkl,0.00031234053312800825,0.00015617026656400412,4.8463126794169e-07,0.005590277723968029,168.0,1.2442294519132702e-06,0.019681155681610107,0.18014037609100342,0.15257994830608368,0.2562702149152756,True,False,True,True,0.0,1.0,0.010012722574174404,0.002958410419523716,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
34,free,hidden_pin,000034-6.pkl,000034-3.pkl,0.00017800416389945894,8.900208194972947e-05,4.079710225750051e-07,0.0008203124743886292,53.0,3.0980174869910115e-07,0.02309870719909668,0.23066717386245728,0.1650974005460739,0.17999427517255148,True,True,False,True,1.0,0.0,0.004040796309709549,0.014802802354097366,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
34,free,hidden_high_friction,000034-6.pkl,000034-3.pkl,0.0002845723938662559,0.00014228619693312794,1.2090866977058642e-06,0.0016330295475199819,103.0,5.49645847058855e-07,0.02309870719909668,0.011863403022289276,0.020456235855817795,0.029763055965304375,True,True,True,False,1.0,1.0,0.004040796309709549,0.0035929360892623663,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
34,hidden_pin,hidden_high_friction,000034-3.pkl,000034-3.pkl,0.00023742819030303508,0.00011871409515151754,8.987409309121212e-07,0.0015874565578997135,103.0,4.652974894270301e-07,0.016127943992614746,0.2334156036376953,0.15826481580734253,0.18494572738806406,True,False,True,True,0.0,1.0,0.014802802354097366,0.0035929360892623663,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
35,free,hidden_pin,000035-3.pkl,000035-1.pkl,8.693713607499376e-05,4.346856803749688e-05,7.274651249066334e-08,0.0006521267350763083,95.0,2.613277558793925e-07,0.023650944232940674,0.21264082193374634,0.17014823853969574,0.16038694977760315,True,True,False,True,1.0,0.0,0.0040726433508098125,0.009937901049852371,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
35,free,hidden_high_friction,000035-3.pkl,000035-5.pkl,0.00029881548834964633,0.00014940774417482316,7.128271029720857e-08,0.0023546006996184587,151.0,7.422171393045573e-07,0.024347126483917236,0.016683515161275864,0.009315441362559795,0.022150905181964237,True,True,True,False,1.0,1.0,0.0040726433508098125,0.0033230262342840433,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
35,hidden_pin,hidden_high_friction,000035-1.pkl,000035-5.pkl,0.00029081819229759276,0.00014540909614879638,1.0314490087434284e-08,0.0025553384330123663,151.0,7.777898076710699e-07,0.024200379848480225,0.21151039004325867,0.16808883845806122,0.20983880758285522,True,False,True,True,0.0,1.0,0.009937901049852371,0.0033230262342840433,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
36,free,hidden_pin,000036-6.pkl,000036-1.pkl,8.902740228222683e-05,4.4513701141113415e-05,1.1073020037396678e-07,0.0005305989761836827,78.0,1.7831975185345073e-07,0.009616553783416748,0.4874659776687622,0.2770434617996216,0.29290029406547546,True,True,False,True,1.0,0.0,0.003413210855796933,0.010712272487580776,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
36,free,hidden_high_friction,000036-6.pkl,000036-6.pkl,0.00027553242398425937,0.00013776621199212968,3.4146624229479486e-07,0.002501085167750716,127.0,6.331631539069349e-07,0.016549408435821533,0.014839807525277138,0.01226151641458273,0.022083694115281105,True,True,True,False,1.0,1.0,0.003413210855796933,0.005941246170550585,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
36,hidden_pin,hidden_high_friction,000036-1.pkl,000036-6.pkl,0.00032414167071692646,0.00016207083535846323,3.756474627578002e-07,0.002814670093357563,127.0,7.542145112893195e-07,0.016692042350769043,0.48676061630249023,0.2782086431980133,0.28873661160469055,True,False,True,True,0.0,1.0,0.010712272487580776,0.005941246170550585,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
37,free,hidden_pin,000037-8.pkl,000037-1.pkl,0.00014467128494288772,7.233564247144386e-05,4.4847594788781813e-07,0.0020909288432449102,171.0,3.369791841123515e-07,0.008793890476226807,0.9354848861694336,0.4924938678741455,0.7915807962417603,True,True,False,True,1.0,0.0,0.0032309105154126883,0.015209052711725235,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
37,free,hidden_high_friction,000037-8.pkl,000037-6.pkl,0.00031917012529447675,0.00015958506264723837,2.7159074708432348e-06,0.006991102360188961,180.0,1.3374208265304333e-06,0.024653613567352295,0.02253962680697441,0.014987991191446781,0.023192143067717552,True,True,True,False,1.0,1.0,0.0032309105154126883,0.005551165901124477,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
37,hidden_pin,hidden_high_friction,000037-1.pkl,000037-6.pkl,0.0002966912288684398,0.0001483456144342199,3.1211885151925024e-06,0.0062890625558793545,180.0,1.2900745787192136e-06,0.024653613567352295,0.945842981338501,0.5020919442176819,0.7772358655929565,True,False,True,True,0.0,1.0,0.015209052711725235,0.005551165901124477,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
38,free,hidden_pin,000038-7.pkl,000038-1.pkl,0.0001529205619590357,7.646028097951785e-05,4.596313669640335e-08,0.0005230034585110843,90.0,2.3384626501865569e-07,0.012341737747192383,0.8977507948875427,0.5332513451576233,0.8412870764732361,True,True,False,True,1.0,0.0,0.005211412440985441,0.016288988292217255,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
38,free,hidden_high_friction,000038-7.pkl,000038-9.pkl,0.0002311348944203928,0.0001155674472101964,1.396947836483732e-07,0.001117621548473835,105.0,4.4195826376380865e-07,0.030603766441345215,0.01678137108683586,0.010471038520336151,0.014427343250385352,True,True,True,False,1.0,1.0,0.005211412440985441,0.0026854262687265873,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
38,hidden_pin,hidden_high_friction,000038-1.pkl,000038-9.pkl,0.00022567478299606591,0.00011283739149803296,1.270531498306951e-07,0.0010959201026707888,105.0,4.466919847345707e-07,0.030603766441345215,0.8945987224578857,0.5349658131599426,0.8410651087760925,True,False,True,True,0.0,1.0,0.016288988292217255,0.0026854262687265873,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
39,free,hidden_pin,000039-4.pkl,000039-1.pkl,3.9194408600451425e-05,1.9597204300225712e-05,7.528270343046441e-08,0.000442708347691223,52.0,1.368054682870934e-07,0.007176339626312256,0.30600231885910034,0.2539235055446625,0.3321334719657898,True,True,False,True,1.0,0.0,0.004739312455058098,0.0122140534222126,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
39,free,hidden_high_friction,000039-4.pkl,000039-6.pkl,9.849685011431575e-05,4.9248425057157874e-05,1.9375858590303158e-07,0.0007986110867932439,108.0,2.5146164261968806e-07,0.012310147285461426,0.011674532666802406,0.010669301263988018,0.032383959740400314,True,True,True,False,1.0,1.0,0.004739312455058098,0.006098687648773193,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
39,hidden_pin,hidden_high_friction,000039-1.pkl,000039-6.pkl,9.132633567787707e-05,4.5663167838938534e-05,1.6539900559121621e-07,0.0008919271058402956,108.0,2.5615591425776074e-07,0.012297868728637695,0.32312220335006714,0.2578640878200531,0.47121375799179077,True,False,True,True,0.0,1.0,0.0122140534222126,0.006098687648773193,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
40,free,hidden_pin,000040-7.pkl,000040-4.pkl,2.6731775506050326e-05,1.3365887753025163e-05,2.723828437375268e-07,0.0003200954815838486,48.0,7.147298930476609e-08,0.0024490952491760254,0.5916340947151184,0.3432184159755707,0.5608283430337906,True,True,False,True,1.0,0.0,0.003470650175586343,0.01287393644452095,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
40,free,hidden_high_friction,000040-7.pkl,000040-8.pkl,0.00015122347394935787,7.561173697467893e-05,2.884673402197175e-07,0.0015744357369840145,110.0,4.512071711815224e-07,0.013335108757019043,0.01600411720573902,0.01026496384292841,0.01997659115919045,True,True,True,False,1.0,1.0,0.003470650175586343,0.0046601323410868645,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
40,hidden_pin,hidden_high_friction,000040-4.pkl,000040-8.pkl,0.0001501163496868685,7.505817484343424e-05,8.679106550906518e-08,0.0013780381996184587,110.0,4.4824051315117686e-07,0.013335108757019043,0.5870651006698608,0.3442220389842987,0.5415936410427094,True,False,True,True,0.0,1.0,0.01287393644452095,0.0046601323410868645,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
41,free,hidden_pin,000041-8.pkl,000041-20.pkl,6.72938404022716e-05,3.36469202011358e-05,6.428843382262177e-07,0.0014116753591224551,183.0,2.579026272542251e-07,0.015716552734375,0.6061303615570068,0.35449591279029846,0.5409428179264069,True,True,False,True,1.0,0.0,0.003997179679572582,0.013014945201575756,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
41,free,hidden_high_friction,000041-8.pkl,000041-8.pkl,0.00033136698766611516,0.00016568349383305758,5.877612108763839e-07,0.003778211772441864,104.0,1.05900403468695e-06,0.019881010055541992,0.012094354256987572,0.014328920282423496,0.01786932989489287,True,True,True,False,1.0,1.0,0.003997179679572582,0.003165649715811014,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
41,hidden_pin,hidden_high_friction,000041-20.pkl,000041-8.pkl,0.00031651105382479727,0.00015825552691239864,1.1431406306514106e-06,0.00443250872194767,183.0,1.0604367162159178e-06,0.019881010055541992,0.6063030958175659,0.349194198846817,0.527021985501051,True,False,True,True,0.0,1.0,0.013014945201575756,0.003165649715811014,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
42,free,hidden_pin,000042-6.pkl,000042-1.pkl,4.941951556247659e-05,2.4709757781238295e-05,3.074679838178994e-07,0.0005197482532821596,90.0,1.696473930223874e-07,0.020208299160003662,0.5157987475395203,0.2866722643375397,0.29281312227249146,True,True,False,True,1.0,0.0,0.0039416952058672905,0.013591507449746132,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
42,free,hidden_high_friction,000042-6.pkl,000042-8.pkl,0.00014173344243317842,7.086672121658921e-05,2.309528323851961e-07,0.0020844184327870607,90.0,5.201725912229449e-07,0.018342971801757812,0.016607139259576797,0.009739034809172153,0.03149754026283821,True,True,True,False,1.0,1.0,0.0039416952058672905,0.0018902443116530776,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
42,hidden_pin,hidden_high_friction,000042-1.pkl,000042-8.pkl,0.0001389783137710765,6.948915688553825e-05,1.7960565536987496e-07,0.0020659721922129393,85.0,5.491638717103342e-07,0.020769357681274414,0.528267502784729,0.2900833785533905,0.3888711929321289,True,False,True,True,0.0,1.0,0.013591507449746132,0.0018902443116530776,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
43,free,hidden_pin,000043-8.pkl,000043-1.pkl,3.8734677218599245e-05,1.9367338609299622e-05,7.750811294369799e-08,0.0003439670254010707,90.0,1.0486488122296578e-07,0.01088327169418335,0.20448747277259827,0.13937151432037354,0.06145823746919632,True,True,False,True,1.0,0.0,0.0013847359223291278,0.01041453704237938,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
43,free,hidden_high_friction,000043-8.pkl,000043-4.pkl,0.00034997830516658723,0.00017498915258329362,6.905958633234893e-07,0.004128689412027597,110.0,1.3238694691608544e-06,0.0260775089263916,0.01815609633922577,0.014613587409257889,0.03635976370424032,True,True,True,False,1.0,1.0,0.0013847359223291278,0.005030912812799215,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
43,hidden_pin,hidden_high_friction,000043-1.pkl,000043-4.pkl,0.0003364493604749441,0.00016822468023747206,6.593597520674978e-07,0.003901909803971648,110.0,1.2712295074379654e-06,0.0260775089263916,0.1988517940044403,0.13235460221767426,0.08359479904174805,True,False,True,True,0.0,1.0,0.01041453704237938,0.005030912812799215,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
44,free,hidden_pin,000044-6.pkl,000044-1.pkl,0.0002641409810166806,0.0001320704905083403,5.3166703847554425e-08,0.002094184048473835,125.0,6.505860596917046e-07,0.02517169713973999,0.14390894770622253,0.09190990775823593,0.029909327626228333,True,True,False,True,1.0,0.0,0.0047050174325704575,0.008150598965585232,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
44,free,hidden_high_friction,000044-6.pkl,000044-5.pkl,0.0004938470083288848,0.0002469235041644424,5.741236586268846e-05,0.0035427517723292112,128.0,9.601914143786416e-07,0.028078794479370117,0.01842631958425045,0.01452475693076849,0.015296509861946106,True,True,True,False,1.0,1.0,0.0047050174325704575,0.0056275189854204655,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
44,hidden_pin,hidden_high_friction,000044-1.pkl,000044-5.pkl,0.0004392665287014097,0.00021963326435070485,5.7395075919566215e-05,0.0022775607649236917,117.0,7.227177434288024e-07,0.01824367046356201,0.1355711817741394,0.08943281322717667,0.045285675674676895,True,False,True,True,0.0,1.0,0.008150598965585232,0.0056275189854204655,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
45,free,hidden_pin,000045-5.pkl,000045-2.pkl,0.0001370959507767111,6.854797538835555e-05,1.6300486591221257e-06,0.0011523436987772584,89.0,3.8865138662913523e-07,0.016912221908569336,0.7383736371994019,0.40443411469459534,0.5620275884866714,True,True,False,True,1.0,0.0,0.0049662599340081215,0.009387911297380924,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
45,free,hidden_high_friction,000045-5.pkl,000045-5.pkl,0.0003004313912242651,0.00015021569561213255,5.369316544625666e-05,0.0034798176493495703,160.0,1.3484780083672376e-06,0.026049494743347168,0.016215259209275246,0.014592438004910946,0.021896179765462875,True,True,True,False,1.0,1.0,0.0049662599340081215,0.00435287831351161,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
45,hidden_pin,hidden_high_friction,000045-2.pkl,000045-5.pkl,0.00030531815718859434,0.00015265907859429717,5.440911665171772e-05,0.0034841580782085657,160.0,1.3252821418063832e-06,0.026049494743347168,0.7399300932884216,0.40683117508888245,0.5832881033420563,True,False,True,True,0.0,1.0,0.009387911297380924,0.00435287831351161,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
46,free,hidden_pin,000046-6.pkl,000046-2.pkl,0.00023388471163343638,0.00011694235581671819,1.6162417263590863e-06,0.0024620224721729755,99.0,6.420604563572851e-07,0.018632233142852783,0.5277054309844971,0.34212735295295715,0.42422257363796234,True,True,False,True,1.0,0.0,0.004594330210238695,0.009147475473582745,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
46,free,hidden_high_friction,000046-6.pkl,000046-11.pkl,0.0005566115723922849,0.00027830578619614244,1.7352992602224861e-06,0.0072406684048473835,129.0,2.1530177036765963e-06,0.02203613519668579,0.015183959156274796,0.009884142316877842,0.023535047968228657,True,True,True,False,1.0,1.0,0.004594330210238695,0.004084319341927767,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
46,hidden_pin,hidden_high_friction,000046-2.pkl,000046-11.pkl,0.0005613890825770795,0.00028069454128853977,1.1346041370038089e-06,0.008181423880159855,129.0,2.18930586015631e-06,0.021558403968811035,0.5241794586181641,0.34150052070617676,0.4266616702079773,True,False,True,True,0.0,1.0,0.009147475473582745,0.004084319341927767,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
47,free,hidden_pin,000047-6.pkl,000047-1.pkl,8.240780880441889e-05,4.1203904402209446e-05,1.3013983310907836e-07,0.0007541232625953853,104.0,3.152868259803654e-07,0.02233099937438965,0.7729998230934143,0.4087700843811035,0.4566410779953003,True,True,False,True,1.0,0.0,0.004295551683753729,0.013272687792778015,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
47,free,hidden_high_friction,000047-6.pkl,000047-5.pkl,0.0003425485629122704,0.0001712742814561352,1.3512008435655288e-07,0.003220486221835017,115.0,1.1097453125330503e-06,0.02341514825820923,0.00874336063861847,0.007054625544697046,0.023416153714060785,True,True,True,False,1.0,1.0,0.004295551683753729,0.00331864133477211,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
47,hidden_pin,hidden_high_friction,000047-1.pkl,000047-5.pkl,0.00037107057869434357,0.00018553528934717178,1.1431360949895211e-07,0.0031716579105705023,115.0,1.0460411203894182e-06,0.02341514825820923,0.7717444896697998,0.4075208008289337,0.5418514013290405,True,False,True,True,0.0,1.0,0.013272687792778015,0.00331864133477211,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
48,free,hidden_pin,000048-6.pkl,000048-3.pkl,7.570801972178742e-05,3.785400986089371e-05,2.083161281869299e-06,0.0008669705130159855,56.0,1.988128275343115e-07,0.007868707180023193,0.0672951489686966,0.04718998074531555,0.03305243017772833,True,True,False,True,1.0,0.20833333333333334,0.0013979151844978333,0.003514908952638507,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
48,free,hidden_high_friction,000048-6.pkl,000048-6.pkl,0.0004348047368694097,0.00021740236843470484,6.502267432870803e-06,0.0037424045149236917,140.0,1.1970880677836249e-06,0.018797338008880615,0.0287038441747427,0.02772231586277485,0.021071158659954865,True,True,True,False,1.0,1.0,0.0013979151844978333,0.005278938915580511,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
48,hidden_pin,hidden_high_friction,000048-3.pkl,000048-6.pkl,0.0004141817626077682,0.0002070908813038841,5.506469668554408e-06,0.0034201389644294977,140.0,1.1566824014153099e-06,0.018797338008880615,0.08091814815998077,0.04513612389564514,0.04153879111011823,True,False,True,True,0.20833333333333334,1.0,0.003514908952638507,0.005278938915580511,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
49,free,hidden_pin,000049-6.pkl,000049-20.pkl,7.39952884032391e-05,3.699764420161955e-05,1.1138180017549931e-07,0.0016558159841224551,108.0,4.2966703972524556e-07,0.020480096340179443,0.7228461503982544,0.48254942893981934,0.7243942121664683,True,True,False,True,1.0,0.0,0.005672586150467396,0.01032391469925642,success_line,pinned_bend,True,True,True,True,True,True,ccda_state
49,free,hidden_high_friction,000049-6.pkl,000049-3.pkl,0.00032654826645739377,0.00016327413322869688,1.9069269107497456e-07,0.0029134114738553762,116.0,1.1070372920585214e-06,0.027747631072998047,0.015702199190855026,0.013955333270132542,0.02438402610520522,True,True,True,False,1.0,1.0,0.005672586150467396,0.005514457356184721,success_line,weak_contact_success,True,True,True,False,False,False,future_not_different
49,hidden_pin,hidden_high_friction,000049-20.pkl,000049-3.pkl,0.0003113503917120397,0.00015567519585601985,1.9090522935632133e-07,0.0031260850373655558,115.0,1.096911660170008e-06,0.027747631072998047,0.699059247970581,0.47359561920166016,0.6952102979024252,True,False,True,True,0.0,1.0,0.01032391469925642,0.005514457356184721,pinned_bend,weak_contact_success,True,True,True,True,True,True,ccda_state
