balanced_accuracy,feature,paired_accuracy,paired_rows,roc_auc,roc_auc_ci_high,roc_auc_ci_low
0.5011111111111111,paper_x,0.49888392857142855,900,0.5022197530864198,0.5066297609156297,0.4999900350765306
0.5011111111111111,state_action_x,0.49888392857142855,900,0.5022197530864198,0.5066297609156297,0.4999900350765306
