final_chamfer_mean,final_chamfer_median,raw_xy_abs_max,start_timestep,weights,z_abs_max,z_mae,z_mse
0.017152230022475123,0.011460307985544205,0.8955916166305542,10,ema,227.00250244140625,0.19327594339847565,0.7358682155609131
0.026298883953131735,0.01350361155346036,1.3595714569091797,25,ema,193.9584503173828,0.33913975954055786,3.425274610519409
0.0354688685038127,0.017787093296647072,1.7188241481781006,50,ema,153.77597045898438,0.47829607129096985,9.510894775390625
0.04802083573304117,0.03916134499013424,1.0994991064071655,75,ema,132.4769744873047,0.6402627825737,16.004751205444336
21.53482037782669,18.29775619506836,118.87443542480469,99,ema,1588.9688720703125,193.60498046875,63322.00390625
0.018810794746968895,0.012263353914022446,0.8928911685943604,10,raw,225.8640594482422,0.20381183922290802,0.7876179814338684
0.028556160628795624,0.015664117410779,1.4590717554092407,25,raw,191.6460418701172,0.3566800057888031,3.6260735988616943
0.03438551223371178,0.017634154297411442,1.8352686166763306,50,raw,150.59646606445312,0.4970385730266571,9.866090774536133
0.04604637250304222,0.034958360716700554,1.2211198806762695,75,raw,129.42054748535156,0.6496747136116028,16.360837936401367
21.660836696624756,19.31747055053711,108.75642395019531,99,raw,1202.298095703125,192.70706176757812,61903.9609375
