diverged,eligible,final_fraction_abs_diff,future_final_xy_chamfer,normalized_prefix_mae,split,success_diff,visible_seed,window_t
False,False,0.9583333134651184,0.11258584260940552,0.07323348967216221,train,True,400038,5
False,False,0.9583333134651184,0.11258584260940552,0.07089401873191467,train,True,400038,6
True,True,0.125,0.0034298859536647797,0.0,train,True,400039,0
True,True,0.125,0.003706748364493251,0.0006291726318587698,train,True,400039,1
True,True,0.125,0.003976723644882441,0.0012651698485123231,train,True,400039,2
True,True,0.125,0.003976723644882441,0.0022318204784164816,train,True,400039,3
True,True,0.125,0.003976723644882441,0.002610943577622159,train,True,400039,4
True,True,0.125,0.003976723644882441,0.002759776529697092,train,True,400039,5
True,True,1.0,0.0030526816844940186,0.0,train,False,400040,0
True,True,1.0,0.0032831912394613028,0.000510376017456273,train,False,400040,1
True,True,1.0,0.0032831912394613028,0.0011441064104842948,train,False,400040,2
True,True,1.0,0.0032831912394613028,0.0017301071122691628,train,False,400040,3
True,True,1.0,0.0032831912394613028,0.002117215202482709,train,False,400040,4
True,True,0.375,0.03191467002034187,0.0,train,True,400041,0
True,True,0.375,0.03191467002034187,0.007237761398132086,train,True,400041,1
True,True,0.875,0.11468593031167984,0.0,train,True,400042,0
True,True,0.875,0.11825686693191528,0.0016305417326652983,train,True,400042,1
True,True,0.875,0.11825686693191528,0.040170807403489536,train,True,400042,2
False,False,0.875,0.11825686693191528,0.07366872563894629,train,True,400042,3
False,False,0.875,0.11825686693191528,0.10428986367916045,train,True,400042,4
False,True,0.0,0.002202077070251107,0.0,train,False,400043,0
False,True,0.0,0.002202077070251107,0.0005564654277681534,train,False,400043,1
True,True,0.0,0.004554199054837227,0.0,train,False,400044,0
True,True,0.0,0.004554199054837227,0.0010669466608009064,train,False,400044,1
True,True,0.0,0.004554199054837227,0.0017397119364328788,train,False,400044,2
True,True,0.0,0.004554199054837227,0.0027767081969727386,train,False,400044,3
True,True,0.7916666865348816,0.06883610039949417,0.0,train,True,400045,0
True,True,0.7916666865348816,0.06516192108392715,0.005654980920293287,train,True,400045,1
True,True,0.7916666865348816,0.0683150440454483,0.03329459894104553,train,True,400045,2
False,False,0.7916666865348816,0.0683150440454483,0.055263300021850925,train,True,400045,3
False,False,0.7916666865348816,0.0683150440454483,0.07179351022354279,train,True,400045,4
False,False,0.7916666865348816,0.0683150440454483,0.06811212334879628,train,True,400045,5
True,True,0.04166668653488159,0.00520519632846117,0.0,train,True,400046,0
True,True,0.04166668653488159,0.00520519632846117,0.0016629982520997432,train,True,400046,1
True,True,0.0,0.0031064851209521294,0.0,train,False,400047,0
True,True,0.0,0.005525369197130203,0.0,train,False,400048,0
True,True,0.0,0.003910777624696493,0.0009468068640835321,train,False,400048,1
True,True,0.0,0.004707701504230499,0.0015896404654721036,train,False,400048,2
True,True,0.0,0.004707701504230499,0.0024190234564481043,train,False,400048,3
True,True,0.0,0.004707701504230499,0.0028215924590465533,train,False,400048,4
True,True,0.0,0.004707701504230499,0.0030845769775885066,train,False,400048,5
True,True,0.7083333730697632,0.07296145707368851,0.0,train,True,400049,0
True,True,0.7083333730697632,0.07518036663532257,0.0031859495089737984,train,True,400049,1
True,True,0.7083333730697632,0.07777470350265503,0.03296883924927556,train,True,400049,2
False,False,0.7083333730697632,0.07797591388225555,0.05358962586758763,train,True,400049,3
False,False,0.7083333730697632,0.07797591388225555,0.07199796782340362,train,True,400049,4
False,False,0.7083333730697632,0.07797591388225555,0.06375922909550301,train,True,400049,5
False,False,0.7083333730697632,0.07797591388225555,0.06755918789366411,train,True,400049,6
True,True,0.1666666865348816,0.00486148614436388,0.0,train,True,400050,0
True,True,0.1666666865348816,0.009450654499232769,0.0006532352862254122,train,True,400050,1
True,True,0.1666666865348816,0.009450654499232769,0.0012276218295996517,train,True,400050,2
True,True,0.1666666865348816,0.009450654499232769,0.0017949715442282601,train,True,400050,3
True,True,0.1666666865348816,0.009450654499232769,0.002526920386497538,train,True,400050,4
True,True,1.0,0.0051971906796097755,0.0,train,False,400051,0
True,True,1.0,0.004588489420711994,0.0006809512527107162,train,False,400051,1
True,True,1.0,0.004588489420711994,0.002087450516497628,train,False,400051,2
True,True,1.0,0.004588489420711994,0.0030590406478276048,train,False,400051,3
True,True,1.0,0.004588489420711994,0.0038194927033652795,train,False,400051,4
False,True,0.0,0.002932460280135274,0.0,train,False,400052,0
False,True,0.0,0.002932460280135274,0.000625898607493925,train,False,400052,1
False,True,0.0,0.002932460280135274,0.0011434624095866778,train,False,400052,2
False,True,0.0,0.002932460280135274,0.0017416368052568037,train,False,400052,3
