window_idx,condition,visible_seed,window_t,source_value,prefix_source,prefix_detail,motion_timeout,test_type,prefix_actions_requested,prefix_actions_executed,prefix_had_failure,prefix_reached_done_or_success,prefix_state_l2_error,prefix_state_mean_abs_error,primitive,has_params,action_valid,pose0_x,pose0_y,pose0_z,pose1_x,pose1_y,pose1_z,pose0_quat_norm,pose1_quat_norm,success,env_done,reward,final_fraction_before,final_fraction_after,delta_final_fraction,failure_reason,action_repr,primary_hidden_condition,diagnostic_hidden_condition,primary_pair,diagnostic_pair,scope
9,hidden_pin,1000,2,000000-3.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large/train/hidden-contact-cable-line/hidden_pin/action/000000-3.pkl,15.0,matched_gt_y_action,2,1,0,1,2.1092662811279297,0.09651340544223785,pick_place,True,True,0.625,0.49687498807907104,0.012593133375048637,0.44353920221328735,0.026303932070732117,-0.004436430521309376,1.0,1.0,0,0,0.0,0.0,0.0,0.0,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.625, 0.49687498807907104, 0.012593133375048637], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.44353920221328735, 0.026303932070732117, -0.004436430521309376], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
9,hidden_pin,1000,2,000000-3.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large/train/hidden-contact-cable-line/hidden_pin/action/000000-3.pkl,15.0,same_state_oracle,2,1,0,1,2.1487784385681152,0.09910935163497925,None,True,False,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": null}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
2,hidden_high_friction,1000,0,000000-5.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/train/hidden-contact-cable-line/free/action/000000-5.pkl,15.0,matched_gt_y_action,0,0,0,0,0.09269452840089798,0.003938810899853706,pick_place,True,True,0.671875,0.40625,0.036113280802965164,0.3974373936653137,-0.014007208868861198,-0.007233931217342615,1.0,1.0,0,0,0.5,0.0,0.5,0.5,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.671875, 0.40625, 0.036113280802965164], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.3974373936653137, -0.014007208868861198, -0.007233931217342615], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
2,hidden_high_friction,1000,0,000000-5.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/train/hidden-contact-cable-line/free/action/000000-5.pkl,15.0,same_state_oracle,0,0,0,0,0.09257811307907104,0.003907704725861549,None,True,False,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": null}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
6,hidden_high_friction,1000,1,000000-5.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/train/hidden-contact-cable-line/free/action/000000-5.pkl,15.0,matched_gt_y_action,1,1,0,1,0.8654336333274841,0.0402228944003582,pick_place,True,True,0.6000000238418579,0.24687500298023224,0.013311483897268772,0.6214526891708374,0.1858459711074829,0.0033436266239732504,1.0,1.0,1,1,0.0,nan,nan,nan,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.6000000238418579, 0.24687500298023224, 0.013311483897268772], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.6214526891708374, 0.1858459711074829, 0.0033436266239732504], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
6,hidden_high_friction,1000,1,000000-5.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/train/hidden-contact-cable-line/free/action/000000-5.pkl,15.0,same_state_oracle,1,1,0,1,0.8883886933326721,0.0415702685713768,None,True,False,nan,nan,nan,nan,nan,nan,nan,nan,1,1,0.0,nan,nan,nan,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": null}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
10,hidden_high_friction,1000,2,000000-5.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/train/hidden-contact-cable-line/free/action/000000-5.pkl,15.0,matched_gt_y_action,2,1,0,1,1.4482641220092773,0.05535679683089256,pick_place,True,True,0.550000011920929,0.17812499403953552,0.01353535708039999,0.5663213729858398,0.1223711147904396,0.0027659526094794273,1.0,1.0,1,1,0.0,nan,nan,nan,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.550000011920929, 0.17812499403953552, 0.01353535708039999], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.5663213729858398, 0.1223711147904396, 0.0027659526094794273], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
10,hidden_high_friction,1000,2,000000-5.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/train/hidden-contact-cable-line/free/action/000000-5.pkl,15.0,same_state_oracle,2,2,0,0,0.848918080329895,0.03966986760497093,pick_place,True,True,0.459375,0.028125000000000067,0.01347059104591608,0.621444582939148,0.1877477914094925,6.330423639155924e-05,1.0,1.0,0,0,-0.08333333333333326,0.9166666666666666,0.8333333333333334,-0.08333333333333326,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.459375, 0.028125000000000067, 0.01347059104591608], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.621444582939148, 0.1877477914094925, 6.330423639155924e-05], [0, 0, 0, 1]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
3,hidden_breakaway_pin,1000,0,000000-4.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/heldout/hidden-contact-cable-line/free/action/000000-4.pkl,15.0,matched_gt_y_action,0,0,0,0,0.09246854484081268,0.003830804256722331,pick_place,True,True,0.671875,0.40625,0.03601432591676712,0.3977108895778656,-0.014461454004049301,-0.007450219243764877,1.0,1.0,0,0,0.625,0.0,0.625,0.625,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.671875, 0.40625, 0.03601432591676712], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.3977108895778656, -0.014461454004049301, -0.007450219243764877], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
3,hidden_breakaway_pin,1000,0,000000-4.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/heldout/hidden-contact-cable-line/free/action/000000-4.pkl,15.0,same_state_oracle,0,0,0,0,0.09253906458616257,0.003824494080618024,None,True,False,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": null}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
7,hidden_breakaway_pin,1000,1,000000-4.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/heldout/hidden-contact-cable-line/free/action/000000-4.pkl,15.0,matched_gt_y_action,1,1,0,0,1.8510112762451172,0.09086871892213821,pick_place,True,True,0.609375,0.22812500596046448,0.013410571962594986,0.6213554739952087,0.1864524483680725,0.004288728814572096,1.0,1.0,0,0,0.0,0.0,0.0,0.0,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.609375, 0.22812500596046448, 0.013410571962594986], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.6213554739952087, 0.1864524483680725, 0.004288728814572096], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
7,hidden_breakaway_pin,1000,1,000000-4.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/heldout/hidden-contact-cable-line/free/action/000000-4.pkl,15.0,same_state_oracle,1,1,0,0,1.8510174751281738,0.09083515405654907,pick_place,True,True,0.696875,0.37812500000000004,0.0138496533036232,0.38456103205680847,-0.027784371748566628,0.008863486349582672,1.0,1.0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.696875, 0.37812500000000004, 0.0138496533036232], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.38456103205680847, -0.027784371748566628, 0.008863486349582672], [0, 0, 0, 1]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
11,hidden_breakaway_pin,1000,2,000000-4.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/heldout/hidden-contact-cable-line/free/action/000000-4.pkl,15.0,matched_gt_y_action,2,2,0,0,2.009777784347534,0.10075942426919937,pick_place,True,True,0.565625011920929,0.171875,0.013295394368469715,0.5789891481399536,0.13196823000907898,0.0042389617301523685,1.0,1.0,0,0,0.0,0.0,0.0,0.0,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.565625011920929, 0.171875, 0.013295394368469715], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.5789891481399536, 0.13196823000907898, 0.0042389617301523685], [0.0, 0.0, 0.0, 1.0]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
11,hidden_breakaway_pin,1000,2,000000-4.pkl,raw_action_file_high_confidence,/data/state_diff2/external/deformable-ravens/data/phase3_ccda_large_interrupted_20260704_152238/heldout/hidden-contact-cable-line/free/action/000000-4.pkl,15.0,same_state_oracle,2,2,0,0,2.0092525482177734,0.10075753927230835,pick_place,True,True,0.696875,0.37812500000000004,0.013836146332323551,0.3844492435455322,-0.027804343029856682,0.00883843470364809,1.0,1.0,0,0,0.375,0.0,0.375,0.375,,"{""camera_config"": [{""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [1.0, 0, 0.75], ""rotation"": [0.6532814824381883, 0.6532814824381884, -0.2705980500730986, -0.27059805007309845], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, 0.5, 0.75], ""rotation"": [-0.3596047974904982, 0.8681627791959909, -0.3159854101251621, 0.1308854423858669], ""zrange"": [0.01, 10.0], ""noise"": false}, {""image_size"": [480, 640], ""intrinsics"": [450.0, 0, 320.0, 0, 450.0, 240.0, 0, 0, 1], ""position"": [0, -0.5, 0.75], ""rotation"": [-0.8681627791959909, 0.3596047974904982, -0.13088544238586683, 0.3159854101251621], ""zrange"": [0.01, 10.0], ""noise"": false}], ""primitive"": ""pick_place"", ""params"": {""pose0"": [[0.696875, 0.37812500000000004, 0.013836146332323551], [0.0, 0.0, 0.0, 1.0]], ""pose1"": [[0.3844492435455322, -0.027804343029856682, 0.00883843470364809], [0, 0, 0, 1]]}}",hidden_breakaway_pin,hidden_pin,free_vs_hidden_breakaway_pin,free_vs_hidden_pin,phase3_6_matched_state_replay_no_phase4_no_cps
