chain_length_ratio_to_target,condition,final_chamfer,final_ordered_rmse,final_reverse_ordered_rmse,gross_compression_fraction,gross_stretch_fraction,max_segment_ratio_to_target,max_segment_ratio_to_train_center,min_segment_ratio_to_target,min_segment_ratio_to_train_center,nearest_index_backward_rate,nearest_index_inversion_rate,nearest_index_mean_abs_jump,nearest_index_unique_fraction,pair_key,permutation_gap,repair_config,row_index,sample_index,training_seed,visible_seed
28.382177570048952,free,1.3081376552581787,1.323717713356018,1.2549355030059814,0.0,0.9891304347826086,92.79273223876953,92.80229187011719,1.7274868488311768,1.7290951013565063,0.2608695652173913,0.6739130434782609,1.0434782608695652,0.2916666666666667,val|410000|0,-0.053202152252197266,epsilon_cosine_cap_0p5,2440,0,31431,410000
25.38456476802014,hidden_slack_breakaway_pin_v2,1.6579396724700928,1.4926738739013672,1.4465469121932983,0.0,0.967391304347826,60.02391815185547,60.022377014160156,1.1232863664627075,1.1231296062469482,0.2608695652173913,0.7427536231884058,2.391304347826087,0.25,val|410000|0,-0.21139276027679443,epsilon_cosine_cap_0p5,2744,0,31431,410000
11.275237131575565,free,0.3920063376426697,0.6457063555717468,0.6980087757110596,0.0,0.9239130434782609,40.049678802490234,40.04739761352539,0.6671015024185181,0.6679332256317139,0.08695652173913043,0.010869565217391304,1.3478260869565217,0.25,val|410001|0,0.25370001792907715,epsilon_cosine_cap_0p5,2446,0,31431,410001
10.723591873480197,hidden_slack_breakaway_pin_v2,0.6621943116188049,0.61505126953125,0.6303499937057495,0.0,0.8695652173913043,43.765480041503906,43.78178024291992,1.3333090543746948,1.3344846963882446,0.30434782608695654,0.11231884057971014,1.1304347826086956,0.3333333333333333,val|410001|0,-0.04714304208755493,epsilon_cosine_cap_0p5,2750,0,31431,410001
19.61328978215056,free,0.652023196220398,1.018328070640564,0.9953555464744568,0.0,0.9456521739130435,63.38466262817383,46.54952621459961,0.6623449921607971,0.5908830761909485,0.2608695652173913,0.6666666666666666,1.6521739130434783,0.25,val|410005|0,0.34333235025405884,epsilon_cosine_cap_0p5,2458,0,31431,410005
20.729548584040067,hidden_slack_breakaway_pin_v2,0.7173205018043518,0.8239324688911438,0.7873102426528931,0.0,0.967391304347826,48.05906677246094,48.0261116027832,1.7346364259719849,1.7347679138183594,0.13043478260869565,0.6811594202898551,1.0,0.16666666666666666,val|410005|0,0.06998974084854126,epsilon_cosine_cap_0p5,2762,0,31431,410005
15.185533304778636,free,1.7515077590942383,1.649011254310608,1.5948325395584106,0.0,0.9891304347826086,45.906986236572266,37.16140365600586,1.5852102041244507,1.5842398405075073,0.043478260869565216,0.08333333333333333,0.30434782608695654,0.08333333333333333,val|410006|0,-0.15667521953582764,epsilon_cosine_cap_0p5,2464,0,31431,410006
20.315954758147743,hidden_slack_breakaway_pin_v2,0.7935543060302734,1.1137354373931885,1.1566612720489502,0.0,0.9565217391304348,54.56487274169922,44.177127838134766,2.3600945472717285,2.0117733478546143,0.0,0.0,0.6086956521739131,0.16666666666666666,val|410006|0,0.32018113136291504,epsilon_cosine_cap_0p5,2768,0,31431,410006
17.77066535170964,free,0.8045616745948792,0.974043607711792,0.9922347068786621,0.0,0.9347826086956522,51.05046844482422,51.08382797241211,0.43701159954071045,0.4372652471065521,0.08695652173913043,0.4746376811594203,0.13043478260869565,0.125,val|410007|0,0.16948193311691284,epsilon_cosine_cap_0p5,2471,0,31431,410007
20.102104031808686,hidden_slack_breakaway_pin_v2,0.792086660861969,0.9349560737609863,0.8550270795822144,0.0,0.9782608695652174,72.20816040039062,72.21992492675781,1.0299904346466064,1.0323998928070068,0.17391304347826086,0.5289855072463768,1.0,0.20833333333333334,val|410007|0,0.06294041872024536,epsilon_cosine_cap_0p5,2775,0,31431,410007
