best_of_k_final_chamfer,elapsed_seconds,epoch,family,input_variant,k1_final_chamfer,pool_diversity,train_noise_mse,training_seed
13.984705906288296,24.75227165222168,425,mlp_ddpm,paper_state,25.870084164189358,25.980224554779152,0.2024820651859045,31422
13.6615851205938,26.21248173713684,450,mlp_ddpm,paper_state,25.770608668233834,26.405169139556197,0.2214722353965044,31422
13.349851697098975,27.671168327331543,475,mlp_ddpm,paper_state,25.627092249253216,26.768697391037183,0.19895009510219097,31422
13.127046454186534,29.10533046722412,500,mlp_ddpm,paper_state,25.55358843242421,27.0592669019846,0.2107670195400715,31422
13.01290246552112,30.543516159057617,525,mlp_ddpm,paper_state,25.47055020986819,27.30237346887589,0.2024251464754343,31422
12.938795286066393,32.00554299354553,550,mlp_ddpm,paper_state,25.413201921126422,27.479479202202388,0.20546776801347733,31422
12.862847314161414,33.471073389053345,575,mlp_ddpm,paper_state,25.354312910753137,27.63380309613813,0.21408584900200367,31422
12.814490813834995,34.92261719703674,600,mlp_ddpm,paper_state,25.32916988578497,27.774031555953144,0.19806850142776966,31422
12.757404977200078,36.383599281311035,625,mlp_ddpm,paper_state,25.291203293145873,27.877555028731088,0.19087395444512367,31422
12.708306565004236,37.83828282356262,650,mlp_ddpm,paper_state,25.272620266559077,27.947679355197916,0.21527515724301338,31422
12.663892077464684,39.27586245536804,675,mlp_ddpm,paper_state,25.259942648457546,28.030119730310947,0.2093599047511816,31422
12.638445868211633,40.73232078552246,700,mlp_ddpm,paper_state,25.264922048531325,28.10451470127627,0.213974729180336,31422
12.564489472146128,42.18748950958252,725,mlp_ddpm,paper_state,25.24802663747002,28.162270943490736,0.20081296563148499,31422
12.485679878908044,43.61909246444702,750,mlp_ddpm,paper_state,25.208626938801185,28.226135017908586,0.19174092821776867,31422
143.78237159579407,1.4670453071594238,25,mlp_ddpm,paper_state,180.810957291547,98.2339791383396,0.6500014364719391,31423
134.27620068718406,3.0096566677093506,50,mlp_ddpm,paper_state,166.7633981891707,91.1930010231937,0.5062876753509045,31423
119.55697168088427,4.46232533454895,75,mlp_ddpm,paper_state,150.41690063476562,81.41442835965412,0.4083484336733818,31423
100.93731061150046,5.911778211593628,100,mlp_ddpm,paper_state,129.71763326607498,70.57656808794381,0.3559904843568802,31423
84.36896312938018,7.349351406097412,125,mlp_ddpm,paper_state,108.60940102969899,59.85699590447904,0.30012714862823486,31423
68.06973352619246,8.763212442398071,150,mlp_ddpm,paper_state,88.53360348121792,49.81848288450588,0.2583481576293707,31423
54.72846154605641,10.18748950958252,175,mlp_ddpm,paper_state,71.76776156705968,41.21132202108367,0.2292534839361906,31423
42.84402319964241,11.604193449020386,200,mlp_ddpm,paper_state,57.18235180424709,34.370280339938255,0.22916912846267223,31423
34.449239712135466,13.06803035736084,225,mlp_ddpm,paper_state,47.225970978830375,29.487180950928796,0.21297281794250011,31423
27.460196532455146,14.522932529449463,250,mlp_ddpm,paper_state,39.68769286660587,26.34620998319792,0.20818154141306877,31423
22.341314138150683,15.978376388549805,275,mlp_ddpm,paper_state,35.022199593338314,24.655665328522694,0.20219366624951363,31423
18.99905688154931,17.429033994674683,300,mlp_ddpm,paper_state,31.845498636657116,24.203167623164603,0.21433150582015514,31423
16.705000727784398,18.878686666488647,325,mlp_ddpm,paper_state,29.83902744218415,24.35807836489851,0.21568278782069683,31423
15.313639940000048,20.3308527469635,350,mlp_ddpm,paper_state,28.8094386399961,24.8205909259847,0.23326550982892513,31423
14.398296519821765,21.842734575271606,375,mlp_ddpm,paper_state,28.29939032535927,25.332858811907407,0.2190822921693325,31423
13.850192850711299,23.342965364456177,400,mlp_ddpm,paper_state,27.95556048785939,25.790748339741167,0.21173891425132751,31423
13.498319265889187,24.788536548614502,425,mlp_ddpm,paper_state,27.7367023860707,26.167865874052712,0.2062754649668932,31423
13.086022087171965,26.239150047302246,450,mlp_ddpm,paper_state,27.571005353740617,26.521624016077247,0.19714363291859627,31423
12.858187876495661,27.71622943878174,475,mlp_ddpm,paper_state,27.52444334591136,26.842726641175464,0.20043719559907913,31423
12.794366621503643,29.160732746124268,500,mlp_ddpm,paper_state,27.519818595811433,27.11912396207911,0.20548782497644424,31423
12.686271101820703,30.618690967559814,525,mlp_ddpm,paper_state,27.5603752042733,27.37137737870216,0.21442861668765545,31423
12.546856412700578,32.09368896484375,550,mlp_ddpm,paper_state,27.546392627790862,27.570760299261213,0.19581265561282635,31423
12.448638869266883,33.55147051811218,575,mlp_ddpm,paper_state,27.50036117142322,27.717550428224214,0.20302374474704266,31423
12.394965167139091,35.02238702774048,600,mlp_ddpm,paper_state,27.5160569116181,27.83447387405471,0.2023545615375042,31423
12.394700849757475,36.479297161102295,625,mlp_ddpm,paper_state,27.556412809035358,27.922372061665317,0.19917497225105762,31423
12.414739192700853,37.92428922653198,650,mlp_ddpm,paper_state,27.57513001385857,28.010431476834775,0.21273433417081833,31423
12.414966756222295,39.36568331718445,675,mlp_ddpm,paper_state,27.575152902042163,28.094677870263574,0.21070736274123192,31423
12.39911381403605,40.81395244598389,700,mlp_ddpm,paper_state,27.56959223279766,28.176754124525214,0.2226627878844738,31423
12.377207223106833,42.26183009147644,725,mlp_ddpm,paper_state,27.550635562223547,28.237269912113323,0.19755002856254578,31423
12.343730402927772,43.716464042663574,750,mlp_ddpm,paper_state,27.541072957655963,28.279001279538416,0.20763780921697617,31423
142.0593376159668,1.4647831916809082,25,mlp_ddpm,state_action,176.08425334855622,97.60314946214693,0.6594864726066589,31421
132.04701644299078,2.9368796348571777,50,mlp_ddpm,state_action,165.97412184172987,90.64419975467757,0.5057010799646378,31421
117.8743916679831,4.416339159011841,75,mlp_ddpm,state_action,150.79275759528664,81.1133800260827,0.4181121662259102,31421
102.38059997558594,5.8819420337677,100,mlp_ddpm,state_action,131.34832920747644,70.60205954463542,0.3586532324552536,31421
84.76188270718444,7.401393175125122,125,mlp_ddpm,state_action,110.69210419000363,59.922481828043104,0.3141017332673073,31421
69.49118367363425,8.883429765701294,150,mlp_ddpm,state_action,90.15594396404191,50.19505385925122,0.2745414674282074,31421
56.58121860728544,10.433205604553223,175,mlp_ddpm,state_action,74.12572756000594,41.68751349636153,0.2395215593278408,31421
45.00964815476362,11.924386739730835,200,mlp_ddpm,state_action,60.302989024741976,34.78348319002894,0.23469771258533,31421
35.77593904383042,13.403550624847412,225,mlp_ddpm,state_action,50.03776954202091,29.603976568588024,0.2173377051949501,31421
28.56522735894895,14.884944915771484,250,mlp_ddpm,state_action,41.52126961128384,26.269951734222282,0.21100244671106339,31421
23.262808416403978,16.365108489990234,275,mlp_ddpm,state_action,36.201228403577616,24.59823344234659,0.20387198589742184,31421
19.980180684257956,17.864885330200195,300,mlp_ddpm,state_action,32.769205897462136,24.13628650012136,0.2349154483526945,31421
17.778350783329383,19.375354051589966,325,mlp_ddpm,state_action,30.726598159939634,24.38243473294069,0.2173389233648777,31421
15.897431934581084,20.906810522079468,350,mlp_ddpm,state_action,29.459274039548987,24.94198343783868,0.20901034958660603,31421
14.817819810381122,22.429094552993774,375,mlp_ddpm,state_action,28.634849791433297,25.543056140092904,0.20526609010994434,31421
14.072083655525656,24.003398180007935,400,mlp_ddpm,state_action,28.28471409105787,26.089231692108452,0.20656675100326538,31421
13.683166845172059,25.446926593780518,425,mlp_ddpm,state_action,28.13462511698405,26.550199371593003,0.20582991279661655,31421
13.309239808250876,26.918999195098877,450,mlp_ddpm,state_action,28.043021202087402,26.96244643816426,0.20934253744781017,31421
13.042578739278456,28.468656301498413,475,mlp_ddpm,state_action,27.95524030573228,27.316087164130867,0.21105270832777023,31421
12.907394684997259,29.915995597839355,500,mlp_ddpm,state_action,27.97968104306389,27.620282951523276,0.20820276997983456,31421
12.781804584989361,31.36290192604065,525,mlp_ddpm,state_action,27.994582821341123,27.8588300339815,0.21752575412392616,31421
12.638802070243687,32.8276801109314,550,mlp_ddpm,state_action,28.001907030741375,28.050011824826896,0.21158797480165958,31421
12.54423136804618,34.28881621360779,575,mlp_ddpm,state_action,28.036381955240287,28.218489748757094,0.20214061811566353,31421
12.456090300690894,35.75089478492737,600,mlp_ddpm,state_action,28.035703369215422,28.38536083364353,0.20958743803203106,31421
12.419383030311733,37.24633526802063,625,mlp_ddpm,state_action,28.03450767666686,28.549044171468214,0.21545949764549732,31421
12.353464687571806,38.72928237915039,650,mlp_ddpm,state_action,28.00262971017875,28.668903031436006,0.20961709506809711,31421
12.317884758406995,40.20854187011719,675,mlp_ddpm,state_action,27.982689988379384,28.7619186975375,0.21247517131268978,31421
12.308572694367053,41.67141079902649,700,mlp_ddpm,state_action,27.97433677374148,28.83505566489129,0.2087550964206457,31421
12.318360553068274,43.124261140823364,725,mlp_ddpm,state_action,27.966771490433636,28.879733794960984,0.20452720299363136,31421
12.319477997574152,44.58550667762756,750,mlp_ddpm,state_action,27.949399616204055,28.903916391504914,0.2105412259697914,31421
144.6248883266075,1.4892187118530273,25,mlp_ddpm,state_action,181.77907397700292,98.18363349444391,0.6736518144607544,31422
136.23100602393058,2.9674408435821533,50,mlp_ddpm,state_action,170.80178399179496,92.02834904026916,0.5021774210035801,31422
123.23194630940755,4.452357053756714,75,mlp_ddpm,state_action,152.8970656301461,82.83679404779645,0.4133218564093113,31422
108.06456599516027,5.946725130081177,100,mlp_ddpm,state_action,130.57530945422602,72.0815819745638,0.36160366982221603,31422
89.20898310343425,7.434067487716675,125,mlp_ddpm,state_action,110.30361190496707,61.19343687239147,0.3050128109753132,31422
72.11247833102357,8.922209739685059,150,mlp_ddpm,state_action,88.18952605303596,51.088708995771015,0.27965330705046654,31422
58.22253193574793,10.395178318023682,175,mlp_ddpm,state_action,73.06006439059388,42.43478300324341,0.2518340237438679,31422
46.99197469973097,11.881269216537476,200,mlp_ddpm,state_action,59.489488003300686,35.57296721875167,0.24470341950654984,31422
37.49899983873554,13.35666275024414,225,mlp_ddpm,state_action,48.05944895276836,30.384177957930156,0.22413181699812412,31422
29.709396231408213,14.819024324417114,250,mlp_ddpm,state_action,39.49643643697103,26.69913185577767,0.22872516885399818,31422
24.28108357448204,16.28269934654236,275,mlp_ddpm,state_action,33.98022373049867,24.593217682771655,0.21942338161170483,31422
19.98419377383064,17.74651789665222,300,mlp_ddpm,state_action,30.21338986415489,23.774002672243512,0.20962782576680183,31422
17.545656643661797,19.210408687591553,325,mlp_ddpm,state_action,28.14419288261264,23.84473364560211,0.21610708720982075,31422
15.804532555972829,20.6890652179718,350,mlp_ddpm,state_action,26.89116709840064,24.253775867761345,0.21106281876564026,31422
14.841316452213363,22.15858483314514,375,mlp_ddpm,state_action,26.270548338983573,24.748607409267525,0.20735646598041058,31422
14.172024418325986,23.622583866119385,400,mlp_ddpm,state_action,26.017052561629054,25.277529042475024,0.21697818860411644,31422
13.61921576425141,25.085278034210205,425,mlp_ddpm,state_action,25.70407522425932,25.7528193564642,0.20317214541137218,31422
13.20807933807373,26.608715772628784,450,mlp_ddpm,state_action,25.38824295062645,26.163006606222204,0.22239747643470764,31422
12.932899863112207,28.073705673217773,475,mlp_ddpm,state_action,25.172278352812224,26.52654660466005,0.19918343983590603,31422
12.688285706089992,29.526649475097656,500,mlp_ddpm,state_action,25.103420196794996,26.830573174132024,0.21101476438343525,31422
12.534388406603943,30.998440742492676,525,mlp_ddpm,state_action,25.054626132927687,27.067866623318164,0.2037939801812172,31422
12.495963124667897,32.47258734703064,550,mlp_ddpm,state_action,25.030148113475125,27.2532886866094,0.20538529008626938,31422
12.431582722009397,33.93096089363098,575,mlp_ddpm,state_action,25.018769226822197,27.401475223506537,0.2139094229787588,31422
12.397225880155377,35.40291428565979,600,mlp_ddpm,state_action,25.0258680044436,27.529010842327303,0.19851327314972878,31422
12.334472829220342,36.890470027923584,625,mlp_ddpm,state_action,24.999374001633885,27.62587433327146,0.19106337241828442,31422
12.255731643414965,38.36393475532532,650,mlp_ddpm,state_action,24.951027052075254,27.695737418757773,0.2152028027921915,31422
12.206174415700575,39.829625844955444,675,mlp_ddpm,state_action,24.948388997246237,27.783117682326075,0.20931162498891354,31422
12.212301520740285,41.29194521903992,700,mlp_ddpm,state_action,24.926472126268873,27.862817219075033,0.21395703963935375,31422
12.204399941014309,42.74778175354004,725,mlp_ddpm,state_action,24.898920003105612,27.918120524963406,0.20104186981916428,31422
12.215311901242126,44.20707321166992,750,mlp_ddpm,state_action,24.871133182563035,27.97897846266336,0.191307807341218,31422
143.4732353360045,1.4517149925231934,25,mlp_ddpm,state_action,177.8891736198874,98.02529746277327,0.6601886451244354,31423
135.07552285287895,2.9002420902252197,50,mlp_ddpm,state_action,163.93528231452493,91.18109864413903,0.5128192082047462,31423
118.71331495397231,4.3858537673950195,75,mlp_ddpm,state_action,147.56283427219765,81.417280286634,0.4171164222061634,31423
101.13451310700061,6.591281890869141,100,mlp_ddpm,state_action,126.75225560805377,70.49698551696221,0.35855448618531227,31423
84.59002412534228,8.058254480361938,125,mlp_ddpm,state_action,106.74103688258751,59.85224624708589,0.303612120449543,31423
68.96856599695542,9.51904559135437,150,mlp_ddpm,state_action,87.73610294566436,50.18153127501993,0.26037922874093056,31423
55.94254033705767,10.999298572540283,175,mlp_ddpm,state_action,71.50307105569279,41.94356361290319,0.23166652768850327,31423
45.50656939487831,12.486255645751953,200,mlp_ddpm,state_action,58.80602357901779,35.09960798789807,0.230605473741889,31423
36.76407941182455,13.955542087554932,225,mlp_ddpm,state_action,48.60165453892128,30.016345273212895,0.21316108480095863,31423
29.566913941327265,15.435520887374878,250,mlp_ddpm,state_action,40.76175229689654,26.615771464273045,0.20980287715792656,31423
24.240788983363732,16.912538766860962,275,mlp_ddpm,state_action,35.66268101860495,24.80957540911453,0.202887998893857,31423
20.46098545485852,18.37744641304016,300,mlp_ddpm,state_action,32.18515530754538,24.25400171827535,0.21569065935909748,31423
17.863014090294932,19.867755651474,325,mlp_ddpm,state_action,30.146218337264717,24.362138657843698,0.21830689162015915,31423
16.339850837109136,21.33454704284668,350,mlp_ddpm,state_action,29.153150184481753,24.853583702520165,0.23399640247225761,31423
15.184667540531532,22.802798986434937,375,mlp_ddpm,state_action,28.57576577803668,25.46371858043163,0.21942109242081642,31423
14.456559087715897,24.264959573745728,400,mlp_ddpm,state_action,28.259090975219127,25.999125494175598,0.2126147225499153,31423
13.907044831444235,25.74904155731201,425,mlp_ddpm,state_action,28.131236310098686,26.429746633484243,0.20799354650080204,31423
13.502515236536661,27.234411001205444,450,mlp_ddpm,state_action,28.056742158590577,26.794245904567198,0.19814093224704266,31423
13.245479349996529,28.69318413734436,475,mlp_ddpm,state_action,27.952115432888853,27.084185776423347,0.20327985659241676,31423
13.051587726555619,30.228740453720093,500,mlp_ddpm,state_action,27.90414359990288,27.32781953788271,0.20821315608918667,31423
12.894719951293048,31.710916757583618,525,mlp_ddpm,state_action,27.86060590837516,27.536005581460415,0.21718370728194714,31423
12.75053934022492,33.19604444503784,550,mlp_ddpm,state_action,27.847657932954675,27.69616201411442,0.19856532849371433,31423
12.63151561980154,34.680816650390625,575,mlp_ddpm,state_action,27.78595407336366,27.81494121391233,0.20539186522364616,31423
12.567069020925784,36.14147472381592,600,mlp_ddpm,state_action,27.7678799348719,27.904836791904028,0.20466795936226845,31423
12.530237740161372,37.62704801559448,625,mlp_ddpm,state_action,27.770945923001157,27.973646486089336,0.20099798031151295,31423
12.491190765418258,39.10952019691467,650,mlp_ddpm,state_action,27.78764669567931,28.05475357617317,0.2136103380471468,31423
12.453419666664272,40.59913182258606,675,mlp_ddpm,state_action,27.7697852452596,28.15594969977852,0.2132542748004198,31423
12.43732707640704,42.07180643081665,700,mlp_ddpm,state_action,27.787435947680006,28.30385407563351,0.22343066707253456,31423
12.380598456251855,43.603816986083984,725,mlp_ddpm,state_action,27.850427169425814,28.463377359200596,0.1982414908707142,31423
12.350478653814278,45.08109140396118,750,mlp_ddpm,state_action,27.90849610403472,28.594294401443975,0.20779725164175034,31423
146.26309047025794,14.931512355804443,25,temporal_unet_ddpm,paper_state,181.5998301038555,99.96343342863881,0.8749912157654762,31421
144.4375549765194,29.568252086639404,50,temporal_unet_ddpm,paper_state,178.91009528964173,98.45992442673328,0.6171964928507805,31421
141.28775016934264,44.392900228500366,75,temporal_unet_ddpm,paper_state,171.96230076808556,95.78856923934124,0.504371888935566,31421
133.0574945936016,59.1069769859314,100,temporal_unet_ddpm,paper_state,162.44255305271523,91.6404464064526,0.435008741915226,31421
124.54720089482326,73.66370487213135,125,temporal_unet_ddpm,paper_state,152.70571166393805,86.64130638694228,0.3791135549545288,31421
115.34842128379672,88.30572056770325,150,temporal_unet_ddpm,paper_state,142.38858802645814,81.11873847630177,0.34225834161043167,31421
106.416041579901,102.78614377975464,175,temporal_unet_ddpm,paper_state,130.57227998621323,75.64294478338974,0.3123725466430187,31421
96.47103440527822,117.3116569519043,200,temporal_unet_ddpm,paper_state,119.65573150036381,70.46601696441822,0.2991200052201748,31421
87.2061450434666,132.06281161308289,225,temporal_unet_ddpm,paper_state,110.26216192806469,65.94601365230999,0.2802937738597393,31421
79.7206704008813,146.54633808135986,250,temporal_unet_ddpm,paper_state,101.78676537906422,62.06942122857443,0.2631222791969776,31421
72.80395795784744,161.10048460960388,275,temporal_unet_ddpm,paper_state,95.26756653131223,58.993853585058915,0.2522451337426901,31421
67.09006518943637,175.79800748825073,300,temporal_unet_ddpm,paper_state,90.14507589153214,56.40871870617907,0.24921634793281555,31421
61.50154891668581,190.72925686836243,325,temporal_unet_ddpm,paper_state,84.98275165931851,54.24487785999181,0.23509656451642513,31421
56.7961851755778,205.61970496177673,350,temporal_unet_ddpm,paper_state,79.99052096348183,52.647772392305015,0.23243460431694984,31421
52.379675771675856,220.26592206954956,375,temporal_unet_ddpm,paper_state,75.5430196874282,51.61525693861376,0.22509637475013733,31421
49.04259490966797,234.86179494857788,400,temporal_unet_ddpm,paper_state,72.4616081013399,51.09328581171544,0.21901477873325348,31421
46.01577496996113,249.6501533985138,425,temporal_unet_ddpm,paper_state,69.8611785664278,51.00359359308452,0.21903176605701447,31421
43.15001145531149,264.4794886112213,450,temporal_unet_ddpm,paper_state,67.42537128224092,51.42828299084297,0.21577012352645397,31421
40.81640323938108,279.56447291374207,475,temporal_unet_ddpm,paper_state,65.39189888449276,52.19609580921525,0.20971433259546757,31421
39.31494024688122,294.40293645858765,500,temporal_unet_ddpm,paper_state,63.62885675243303,53.243665674487424,0.20826229266822338,31421
37.715875569511866,309.48126554489136,525,temporal_unet_ddpm,paper_state,62.21542414496927,54.458289666336135,0.20987599156796932,31421
36.432837935055005,324.6369743347168,550,temporal_unet_ddpm,paper_state,61.69412940156226,55.644775210976256,0.19855358451604843,31421
35.4738031836117,339.5283782482147,575,temporal_unet_ddpm,paper_state,61.729139047510486,56.73223421086116,0.19042485021054745,31421
34.3607660742367,354.01955366134644,600,temporal_unet_ddpm,paper_state,61.58058402117561,57.664881424075745,0.18520079739391804,31421
33.3610980276968,368.775297164917,625,temporal_unet_ddpm,paper_state,61.03403861849916,58.45495207870709,0.1922525390982628,31421
32.473937791936535,383.4306025505066,650,temporal_unet_ddpm,paper_state,60.541645461437746,59.126465930658235,0.18733903393149376,31421
31.481481608222513,398.2185089588165,675,temporal_unet_ddpm,paper_state,59.96090548646216,59.82360745578252,0.18744949996471405,31421
30.255524625965194,413.01205682754517,700,temporal_unet_ddpm,paper_state,59.26938675899132,60.578626807330366,0.1855917703360319,31421
29.25343445235608,427.7034180164337,725,temporal_unet_ddpm,paper_state,58.88267313265333,61.44835824959751,0.18277460522949696,31421
28.717554092407227,442.5433280467987,750,temporal_unet_ddpm,paper_state,58.76241354848824,62.37500034293541,0.18107224255800247,31421
150.24773167628868,14.957480192184448,25,temporal_unet_ddpm,paper_state,186.48848350375306,100.46306109495188,0.8757289499044418,31422
148.07442945592544,29.866212129592896,50,temporal_unet_ddpm,paper_state,182.91616484698127,99.03012090570788,0.6191900372505188,31422
143.59520302566827,44.83181691169739,75,temporal_unet_ddpm,paper_state,176.47102131563074,96.36373434013349,0.501915130764246,31422
135.3289986404718,59.77817440032959,100,temporal_unet_ddpm,paper_state,168.49404578115426,92.19338062697764,0.43676476180553436,31422
127.26961838965322,74.62365460395813,125,temporal_unet_ddpm,paper_state,158.0190034754136,87.28629113045059,0.38309962302446365,31422
118.65526752845913,89.27484345436096,150,temporal_unet_ddpm,paper_state,147.7044329175762,82.04160055192577,0.35012761875987053,31422
109.89802880380668,104.04614233970642,175,temporal_unet_ddpm,paper_state,136.8172975427964,76.79293488521202,0.32419971004128456,31422
100.68244694728477,118.84573984146118,200,temporal_unet_ddpm,paper_state,126.31639862060547,71.91251395730413,0.3046335428953171,31422
90.96988303988587,133.86787605285645,225,temporal_unet_ddpm,paper_state,116.91747119379978,67.43109060469128,0.28567511960864067,31422
82.42344078363156,148.8059937953949,250,temporal_unet_ddpm,paper_state,108.05094240225998,63.56196013218214,0.27167263627052307,31422
75.3342035330978,163.46118259429932,275,temporal_unet_ddpm,paper_state,99.40721160290288,60.28692948450896,0.2599010802805424,31422
69.12865059048522,178.48223757743835,300,temporal_unet_ddpm,paper_state,92.89192592396455,57.635681892977374,0.2505497429519892,31422
63.542071435965745,192.9236559867859,325,temporal_unet_ddpm,paper_state,86.78815800535912,55.58427918858888,0.2401501890271902,31422
59.508653341555124,207.60442566871643,350,temporal_unet_ddpm,paper_state,81.15174132702397,54.02022286222763,0.23103771172463894,31422
55.04990921768488,222.40067982673645,375,temporal_unet_ddpm,paper_state,76.83848960726868,52.883086818940825,0.22393515333533287,31422
51.25481740166159,237.1885108947754,400,temporal_unet_ddpm,paper_state,73.5612024419448,52.07612008540904,0.22229842841625214,31422
47.834519274094525,251.83824491500854,425,temporal_unet_ddpm,paper_state,70.84726688908596,51.635229299048426,0.21829214692115784,31422
44.5805440790513,266.76571702957153,450,temporal_unet_ddpm,paper_state,68.97804439769072,51.56355910541631,0.2161464709788561,31422
42.262448011660105,281.5539810657501,475,temporal_unet_ddpm,paper_state,67.30256239573161,51.80680254393933,0.2038399539887905,31422
40.424139209822116,296.13969230651855,500,temporal_unet_ddpm,paper_state,65.5946309706744,52.38930264507689,0.20338219217956066,31422
