comparison,horizon,feature,repeat,fold,train_groups,test_groups,accuracy,balanced_accuracy,roc_auc,average_precision,tp,tn,fp,fn
free_a_vs_hidden_unarmed,0,full_state,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,full_state,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,full_state,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,full_state,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,full_state,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,full_state,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,full_state,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,full_state,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,full_state,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,full_state,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,full_state,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,full_state,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,0,model_x,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,0,model_x,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,1,xy,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,1,xy_velocity,0,0,102,26,0.9615384615384616,0.9615384615384616,0.992603550295858,0.9933925049309664,24,26,0,2
free_a_vs_hidden_armed,1,xy_velocity,0,1,102,26,0.9423076923076923,0.9423076923076923,0.9704142011834319,0.9804068111044855,24,25,1,2
free_a_vs_hidden_armed,1,xy_velocity,0,2,102,26,0.9423076923076923,0.9423076923076923,0.9674556213017751,0.9804285891242414,24,25,1,2
free_a_vs_hidden_armed,1,xy_velocity,0,3,103,25,0.94,0.94,0.968,0.9600131769413638,23,24,1,2
free_a_vs_hidden_armed,1,xy_velocity,0,4,103,25,0.94,0.94,0.992,0.9922934472934473,23,24,1,2
free_a_vs_hidden_armed,1,xy_velocity,1,0,102,26,0.9807692307692307,0.9807692307692308,0.9940828402366864,0.9948717948717949,25,26,0,1
free_a_vs_hidden_armed,1,xy_velocity,1,1,102,26,0.9807692307692307,0.9807692307692308,0.992603550295858,0.9937965260545906,25,26,0,1
free_a_vs_hidden_armed,1,xy_velocity,1,2,102,26,0.9230769230769231,0.9230769230769231,0.9748520710059172,0.9740143456855327,23,25,1,3
free_a_vs_hidden_armed,1,xy_velocity,1,3,103,25,0.96,0.96,0.9808,0.9771278696560566,24,24,1,1
free_a_vs_hidden_armed,1,xy_velocity,1,4,103,25,0.94,0.94,0.8816,0.9391663048198002,22,25,0,3
free_a_vs_hidden_armed,1,xy_velocity,2,0,102,26,0.9038461538461539,0.9038461538461539,0.9718934911242604,0.9678198721242702,25,22,4,1
free_a_vs_hidden_armed,1,xy_velocity,2,1,102,26,0.9807692307692307,0.9807692307692308,0.9866863905325444,0.9847558201901627,26,25,1,0
free_a_vs_hidden_armed,1,xy_velocity,2,2,102,26,0.9423076923076923,0.9423076923076923,0.9866863905325444,0.9878064975645621,24,25,1,2
free_a_vs_hidden_armed,1,xy_velocity,2,3,103,25,0.96,0.96,0.9664,0.9817391304347827,23,25,0,2
free_a_vs_hidden_armed,1,xy_velocity,2,4,103,25,0.98,0.98,0.976,0.985,24,25,0,1
free_a_vs_hidden_armed,1,xy_velocity,3,0,102,26,0.9615384615384616,0.9615384615384616,0.9763313609467456,0.9853479853479854,25,25,1,1
free_a_vs_hidden_armed,1,xy_velocity,3,1,102,26,0.9615384615384616,0.9615384615384616,0.9970414201183432,0.9972527472527474,24,26,0,2
free_a_vs_hidden_armed,1,xy_velocity,3,2,102,26,0.9423076923076923,0.9423076923076923,0.9511834319526628,0.9671718227424749,23,26,0,3
free_a_vs_hidden_armed,1,xy_velocity,3,3,103,25,0.98,0.98,0.9904,0.9897327976371454,25,24,1,0
free_a_vs_hidden_armed,1,xy_velocity,3,4,103,25,0.98,0.98,0.9936,0.9934557413600891,25,24,1,0
free_a_vs_hidden_armed,1,xy_velocity,4,0,102,26,1.0,1.0,1.0,1.0,26,26,0,0
free_a_vs_hidden_armed,1,xy_velocity,4,1,102,26,1.0,1.0,1.0,1.0,26,26,0,0
free_a_vs_hidden_armed,1,xy_velocity,4,2,102,26,0.9230769230769231,0.9230769230769231,0.9319526627218935,0.8960700932396832,24,24,2,2
free_a_vs_hidden_armed,1,xy_velocity,4,3,103,25,0.9,0.8999999999999999,0.9168,0.9501904761904763,21,24,1,4
free_a_vs_hidden_armed,1,xy_velocity,4,4,103,25,0.94,0.94,0.9888,0.9887361350404827,24,23,2,1
free_a_vs_hidden_armed,1,full_state,0,0,102,26,0.9615384615384616,0.9615384615384616,0.9970414201183432,0.9970962086346702,24,26,0,2
free_a_vs_hidden_armed,1,full_state,0,1,102,26,0.9423076923076923,0.9423076923076923,0.9674556213017751,0.9793732193732192,24,25,1,2
free_a_vs_hidden_armed,1,full_state,0,2,102,26,0.9423076923076923,0.9423076923076923,0.9674556213017751,0.9771320061992459,25,24,2,1
free_a_vs_hidden_armed,1,full_state,0,3,103,25,0.94,0.94,0.9504,0.941716984245171,24,23,2,1
free_a_vs_hidden_armed,1,full_state,0,4,103,25,0.94,0.94,0.992,0.992447619047619,23,24,1,2
free_a_vs_hidden_armed,1,full_state,1,0,102,26,0.9807692307692307,0.9807692307692308,0.9881656804733728,0.9909502262443439,25,26,0,1
free_a_vs_hidden_armed,1,full_state,1,1,102,26,0.9615384615384616,0.9615384615384616,0.9940828402366864,0.9948717948717949,25,25,1,1
free_a_vs_hidden_armed,1,full_state,1,2,102,26,0.9423076923076923,0.9423076923076923,0.9704142011834319,0.9697968680335198,24,25,1,2
free_a_vs_hidden_armed,1,full_state,1,3,103,25,0.94,0.94,0.9808,0.9783051183333051,24,23,2,1
free_a_vs_hidden_armed,1,full_state,1,4,103,25,0.92,0.9199999999999999,0.8928,0.942312925170068,22,24,1,3
free_a_vs_hidden_armed,1,full_state,2,0,102,26,0.8846153846153846,0.8846153846153846,0.9763313609467456,0.9731738059397425,25,21,5,1
free_a_vs_hidden_armed,1,full_state,2,1,102,26,0.9615384615384616,0.9615384615384616,0.9792899408284024,0.9740659245737966,26,24,2,0
free_a_vs_hidden_armed,1,full_state,2,2,102,26,0.9230769230769231,0.9230769230769231,0.9940828402366864,0.9942349957734573,23,25,1,3
free_a_vs_hidden_armed,1,full_state,2,3,103,25,0.96,0.96,0.968,0.9811272727272727,23,25,0,2
free_a_vs_hidden_armed,1,full_state,2,4,103,25,0.92,0.92,0.968,0.9575262385923565,23,23,2,2
free_a_vs_hidden_armed,1,full_state,3,0,102,26,0.9423076923076923,0.9423076923076923,0.9792899408284024,0.9740659245737966,25,24,2,1
free_a_vs_hidden_armed,1,full_state,3,1,102,26,0.9615384615384616,0.9615384615384616,0.9985207100591716,0.9985754985754985,24,26,0,2
free_a_vs_hidden_armed,1,full_state,3,2,102,26,0.9230769230769231,0.9230769230769231,0.9334319526627219,0.9560627406781251,22,26,0,4
free_a_vs_hidden_armed,1,full_state,3,3,103,25,0.98,0.98,0.9968,0.9968615384615385,25,24,1,0
free_a_vs_hidden_armed,1,full_state,3,4,103,25,0.92,0.9199999999999999,0.9936,0.9934557413600891,25,21,4,0
free_a_vs_hidden_armed,1,full_state,4,0,102,26,1.0,1.0,1.0,1.0,26,26,0,0
free_a_vs_hidden_armed,1,full_state,4,1,102,26,0.9807692307692307,0.9807692307692308,0.9985207100591716,0.9985754985754985,25,26,0,1
free_a_vs_hidden_armed,1,full_state,4,2,102,26,0.9230769230769231,0.9230769230769231,0.9319526627218935,0.8960700932396832,24,24,2,2
free_a_vs_hidden_armed,1,full_state,4,3,103,25,0.92,0.9199999999999999,0.928,0.953593862386932,22,24,1,3
free_a_vs_hidden_armed,1,full_state,4,4,103,25,0.94,0.94,0.9872,0.9872028017071496,24,23,2,1
free_a_vs_hidden_armed,1,model_x,0,0,102,26,0.9615384615384616,0.9615384615384616,0.992603550295858,0.9933925049309664,24,26,0,2
free_a_vs_hidden_armed,1,model_x,0,1,102,26,0.9423076923076923,0.9423076923076923,0.9659763313609467,0.9788901275857798,24,25,1,2
free_a_vs_hidden_armed,1,model_x,0,2,102,26,0.9423076923076923,0.9423076923076923,0.9571005917159763,0.9599520515105802,25,24,2,1
free_a_vs_hidden_armed,1,model_x,0,3,103,25,0.94,0.94,0.9456,0.9243360318642186,24,23,2,1
free_a_vs_hidden_armed,1,model_x,0,4,103,25,0.94,0.94,0.992,0.992447619047619,23,24,1,2
free_a_vs_hidden_armed,1,model_x,1,0,102,26,0.9807692307692307,0.9807692307692308,0.9837278106508875,0.9885654885654885,25,26,0,1
free_a_vs_hidden_armed,1,model_x,1,1,102,26,0.9615384615384616,0.9615384615384616,0.9866863905325444,0.9868309867390135,25,25,1,1
free_a_vs_hidden_armed,1,model_x,1,2,102,26,0.9423076923076923,0.9423076923076923,0.9689349112426036,0.9686047087837968,24,25,1,2
free_a_vs_hidden_armed,1,model_x,1,3,103,25,0.94,0.94,0.9872,0.9869855448898928,24,23,2,1
free_a_vs_hidden_armed,1,model_x,1,4,103,25,0.92,0.9199999999999999,0.8944,0.9428471876555501,22,24,1,3
free_a_vs_hidden_armed,1,model_x,2,0,102,26,0.8846153846153846,0.8846153846153846,0.9763313609467456,0.9745695875774595,25,21,5,1
free_a_vs_hidden_armed,1,model_x,2,1,102,26,0.9615384615384616,0.9615384615384616,0.9704142011834319,0.9535388021235971,26,24,2,0
free_a_vs_hidden_armed,1,model_x,2,2,102,26,0.9230769230769231,0.9230769230769231,0.9955621301775148,0.9955577470962086,23,25,1,3
free_a_vs_hidden_armed,1,model_x,2,3,103,25,0.96,0.96,0.9664,0.9806222222222223,23,25,0,2
free_a_vs_hidden_armed,1,model_x,2,4,103,25,0.92,0.92,0.9648,0.9453133212415079,23,23,2,2
free_a_vs_hidden_armed,1,model_x,3,0,102,26,0.9423076923076923,0.9423076923076923,0.9763313609467456,0.9712760933224268,25,24,2,1
free_a_vs_hidden_armed,1,model_x,3,1,102,26,0.9615384615384616,0.9615384615384616,0.9970414201183432,0.9970962086346702,24,26,0,2
free_a_vs_hidden_armed,1,model_x,3,2,102,26,0.9230769230769231,0.9230769230769231,0.9275147928994083,0.9535464670187941,22,26,0,4
free_a_vs_hidden_armed,1,model_x,3,3,103,25,0.98,0.98,0.9952,0.9951948717948719,25,24,1,0
free_a_vs_hidden_armed,1,model_x,3,4,103,25,0.94,0.94,0.9936,0.9937703703703704,25,22,3,0
free_a_vs_hidden_armed,1,model_x,4,0,102,26,0.9807692307692307,0.9807692307692308,1.0,1.0,26,25,1,0
free_a_vs_hidden_armed,1,model_x,4,1,102,26,0.9615384615384616,0.9615384615384616,0.9985207100591716,0.9985754985754985,25,25,1,1
free_a_vs_hidden_armed,1,model_x,4,2,102,26,0.9230769230769231,0.9230769230769231,0.9319526627218935,0.8960700932396832,24,24,2,2
free_a_vs_hidden_armed,1,model_x,4,3,103,25,0.92,0.9199999999999999,0.9312,0.953654012762872,22,24,1,3
free_a_vs_hidden_armed,1,model_x,4,4,103,25,0.94,0.94,0.984,0.9839752884796362,24,23,2,1
free_a_vs_free_b,1,xy,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,xy_velocity,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,xy_velocity,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,full_state,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,full_state,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,1,model_x,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,1,model_x,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
