comparison,horizon,feature,repeat,fold,train_groups,test_groups,accuracy,balanced_accuracy,roc_auc,average_precision,tp,tn,fp,fn
free_a_vs_hidden_unarmed,1,xy,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,xy_velocity,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,xy_velocity,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,full_state,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,full_state,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,1,model_x,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,1,model_x,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,1,1,102,26,0.5,0.5,0.5007396449704142,0.5004690431519699,19,7,19,7
free_a_vs_hidden_armed,5,xy,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,3,3,103,25,0.5,0.5,0.5008,0.52,15,10,15,10
free_a_vs_hidden_armed,5,xy,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_armed,5,xy,4,2,102,26,0.5,0.5,0.5,0.5,18,8,18,8
free_a_vs_hidden_armed,5,xy,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,5,xy_velocity,0,0,102,26,0.8653846153846154,0.8653846153846154,0.9304733727810651,0.932645777533885,22,23,3,4
free_a_vs_hidden_armed,5,xy_velocity,0,1,102,26,0.8076923076923077,0.8076923076923077,0.8624260355029586,0.8580649552973968,23,19,7,3
free_a_vs_hidden_armed,5,xy_velocity,0,2,102,26,0.9038461538461539,0.9038461538461539,0.9053254437869822,0.9014816963788885,25,22,4,1
free_a_vs_hidden_armed,5,xy_velocity,0,3,103,25,0.96,0.96,0.9696,0.9711622611904481,24,24,1,1
free_a_vs_hidden_armed,5,xy_velocity,0,4,103,25,0.8,0.8,0.9424,0.9269972443867585,18,22,3,7
free_a_vs_hidden_armed,5,xy_velocity,1,0,102,26,0.8846153846153846,0.8846153846153846,0.9186390532544378,0.9228304593192456,23,23,3,3
free_a_vs_hidden_armed,5,xy_velocity,1,1,102,26,0.8846153846153846,0.8846153846153846,0.9363905325443787,0.9350598995852769,24,22,4,2
free_a_vs_hidden_armed,5,xy_velocity,1,2,102,26,0.7692307692307693,0.7692307692307692,0.886094674556213,0.8786613202920067,18,22,4,8
free_a_vs_hidden_armed,5,xy_velocity,1,3,103,25,0.86,0.86,0.888,0.8880260441053229,24,19,6,1
free_a_vs_hidden_armed,5,xy_velocity,1,4,103,25,0.82,0.8200000000000001,0.9136,0.892558370691506,19,22,3,6
free_a_vs_hidden_armed,5,xy_velocity,2,0,102,26,0.8269230769230769,0.8269230769230769,0.9378698224852071,0.9481840698485982,19,24,2,7
free_a_vs_hidden_armed,5,xy_velocity,2,1,102,26,0.8846153846153846,0.8846153846153846,0.9215976331360947,0.9046785354381056,24,22,4,2
free_a_vs_hidden_armed,5,xy_velocity,2,2,102,26,0.8653846153846154,0.8653846153846154,0.9378698224852071,0.9334089324241692,23,22,4,3
free_a_vs_hidden_armed,5,xy_velocity,2,3,103,25,0.86,0.8600000000000001,0.8944,0.8678544680193974,23,20,5,2
free_a_vs_hidden_armed,5,xy_velocity,2,4,103,25,0.74,0.74,0.856,0.817133416016059,16,21,4,9
free_a_vs_hidden_armed,5,xy_velocity,3,0,102,26,0.8846153846153846,0.8846153846153846,0.9571005917159763,0.9397869996274507,25,21,5,1
free_a_vs_hidden_armed,5,xy_velocity,3,1,102,26,0.8269230769230769,0.8269230769230769,0.856508875739645,0.8293587889242328,21,22,4,5
free_a_vs_hidden_armed,5,xy_velocity,3,2,102,26,0.8461538461538461,0.8461538461538463,0.8831360946745562,0.8622465302674219,20,24,2,6
free_a_vs_hidden_armed,5,xy_velocity,3,3,103,25,0.82,0.8200000000000001,0.8912,0.8904669901507917,24,17,8,1
free_a_vs_hidden_armed,5,xy_velocity,3,4,103,25,0.88,0.88,0.928,0.939839928543361,21,23,2,4
free_a_vs_hidden_armed,5,xy_velocity,4,0,102,26,0.9615384615384616,0.9615384615384616,0.9585798816568047,0.936934083312996,25,25,1,1
free_a_vs_hidden_armed,5,xy_velocity,4,1,102,26,0.8653846153846154,0.8653846153846154,0.9334319526627219,0.9214326161063867,23,22,4,3
free_a_vs_hidden_armed,5,xy_velocity,4,2,102,26,0.8461538461538461,0.8461538461538461,0.900887573964497,0.8890776697742637,22,22,4,4
free_a_vs_hidden_armed,5,xy_velocity,4,3,103,25,0.78,0.78,0.8864,0.8764324510298732,19,20,5,6
free_a_vs_hidden_armed,5,xy_velocity,4,4,103,25,0.88,0.88,0.9152,0.9324042069286657,21,23,2,4
free_a_vs_hidden_armed,5,full_state,0,0,102,26,0.8846153846153846,0.8846153846153846,0.9349112426035503,0.9393879199060304,23,23,3,3
free_a_vs_hidden_armed,5,full_state,0,1,102,26,0.8076923076923077,0.8076923076923077,0.871301775147929,0.8658406099588725,23,19,7,3
free_a_vs_hidden_armed,5,full_state,0,2,102,26,0.8846153846153846,0.8846153846153846,0.9142011834319527,0.9148206485605516,25,21,5,1
free_a_vs_hidden_armed,5,full_state,0,3,103,25,0.98,0.98,0.9904,0.9897327976371454,25,24,1,0
free_a_vs_hidden_armed,5,full_state,0,4,103,25,0.82,0.8200000000000001,0.9408,0.9255662870937321,19,22,3,6
free_a_vs_hidden_armed,5,full_state,1,0,102,26,0.8846153846153846,0.8846153846153846,0.9215976331360947,0.9288095688637743,23,23,3,3
free_a_vs_hidden_armed,5,full_state,1,1,102,26,0.8846153846153846,0.8846153846153846,0.9349112426035503,0.9314241790610208,24,22,4,2
free_a_vs_hidden_armed,5,full_state,1,2,102,26,0.7692307692307693,0.7692307692307692,0.8313609467455622,0.8425783362115192,18,22,4,8
free_a_vs_hidden_armed,5,full_state,1,3,103,25,0.86,0.86,0.8672,0.8719206754387848,24,19,6,1
free_a_vs_hidden_armed,5,full_state,1,4,103,25,0.92,0.92,0.936,0.906079120273425,23,23,2,2
free_a_vs_hidden_armed,5,full_state,2,0,102,26,0.8461538461538461,0.8461538461538461,0.9526627218934911,0.9591426010143574,19,25,1,7
free_a_vs_hidden_armed,5,full_state,2,1,102,26,0.8461538461538461,0.8461538461538461,0.9186390532544378,0.9013381525100622,22,22,4,4
free_a_vs_hidden_armed,5,full_state,2,2,102,26,0.9038461538461539,0.9038461538461539,0.9556213017751479,0.9518496325449184,24,23,3,2
free_a_vs_hidden_armed,5,full_state,2,3,103,25,0.86,0.86,0.8944,0.871712945669596,22,21,4,3
free_a_vs_hidden_armed,5,full_state,2,4,103,25,0.8,0.8,0.8928,0.8449725913459061,19,21,4,6
free_a_vs_hidden_armed,5,full_state,3,0,102,26,0.9230769230769231,0.9230769230769231,0.9659763313609467,0.9461298698141344,25,23,3,1
free_a_vs_hidden_armed,5,full_state,3,1,102,26,0.8461538461538461,0.8461538461538461,0.8609467455621301,0.8382968212248023,22,22,4,4
free_a_vs_hidden_armed,5,full_state,3,2,102,26,0.7884615384615384,0.7884615384615384,0.834319526627219,0.8392841550907699,18,23,3,8
free_a_vs_hidden_armed,5,full_state,3,3,103,25,0.84,0.84,0.9104,0.9078941645661306,24,18,7,1
free_a_vs_hidden_armed,5,full_state,3,4,103,25,0.88,0.88,0.9232,0.9382851135139009,21,23,2,4
free_a_vs_hidden_armed,5,full_state,4,0,102,26,0.9423076923076923,0.9423076923076923,0.9571005917159763,0.9355643704048215,24,25,1,2
free_a_vs_hidden_armed,5,full_state,4,1,102,26,0.8846153846153846,0.8846153846153846,0.9260355029585798,0.91915145032336,24,22,4,2
free_a_vs_hidden_armed,5,full_state,4,2,102,26,0.8461538461538461,0.8461538461538461,0.8994082840236687,0.8882283643080668,22,22,4,4
free_a_vs_hidden_armed,5,full_state,4,3,103,25,0.8,0.8,0.88,0.8807619946273197,22,18,7,3
free_a_vs_hidden_armed,5,full_state,4,4,103,25,0.88,0.88,0.9232,0.936010618302819,21,23,2,4
free_a_vs_hidden_armed,5,model_x,0,0,102,26,0.8846153846153846,0.8846153846153846,0.9275147928994083,0.9333165201889311,23,23,3,3
free_a_vs_hidden_armed,5,model_x,0,1,102,26,0.7692307692307693,0.7692307692307692,0.863905325443787,0.8304327502801194,22,18,8,4
free_a_vs_hidden_armed,5,model_x,0,2,102,26,0.8846153846153846,0.8846153846153846,0.9097633136094675,0.9109683722908186,25,21,5,1
free_a_vs_hidden_armed,5,model_x,0,3,103,25,0.96,0.96,0.9872,0.9856275344792508,24,24,1,1
free_a_vs_hidden_armed,5,model_x,0,4,103,25,0.86,0.86,0.9376,0.9183618814696618,21,22,3,4
free_a_vs_hidden_armed,5,model_x,1,0,102,26,0.8461538461538461,0.8461538461538461,0.9142011834319527,0.9219314338549561,21,23,3,5
free_a_vs_hidden_armed,5,model_x,1,1,102,26,0.8653846153846154,0.8653846153846154,0.9378698224852071,0.9365154366319822,23,22,4,3
free_a_vs_hidden_armed,5,model_x,1,2,102,26,0.7692307692307693,0.7692307692307692,0.8224852071005917,0.8297199378735486,18,22,4,8
free_a_vs_hidden_armed,5,model_x,1,3,103,25,0.82,0.8200000000000001,0.8624,0.8682844698851955,23,18,7,2
free_a_vs_hidden_armed,5,model_x,1,4,103,25,0.86,0.86,0.9304,0.8840476437040173,21,22,3,4
free_a_vs_hidden_armed,5,model_x,2,0,102,26,0.8846153846153846,0.8846153846153846,0.9511834319526628,0.9597890439836713,21,25,1,5
free_a_vs_hidden_armed,5,model_x,2,1,102,26,0.8846153846153846,0.8846153846153846,0.9127218934911243,0.8829069567508779,23,23,3,3
free_a_vs_hidden_armed,5,model_x,2,2,102,26,0.8846153846153846,0.8846153846153846,0.9541420118343196,0.9498406495793902,23,23,3,3
free_a_vs_hidden_armed,5,model_x,2,3,103,25,0.86,0.86,0.8912,0.8808667103664547,22,21,4,3
free_a_vs_hidden_armed,5,model_x,2,4,103,25,0.78,0.78,0.8888,0.8677878292555712,18,21,4,7
free_a_vs_hidden_armed,5,model_x,3,0,102,26,0.9423076923076923,0.9423076923076923,0.9637573964497042,0.9181489426952762,25,24,2,1
free_a_vs_hidden_armed,5,model_x,3,1,102,26,0.8461538461538461,0.8461538461538461,0.8594674556213018,0.8362338147403563,22,22,4,4
free_a_vs_hidden_armed,5,model_x,3,2,102,26,0.7692307692307693,0.7692307692307692,0.8224852071005917,0.8243148504266493,17,23,3,9
free_a_vs_hidden_armed,5,model_x,3,3,103,25,0.88,0.88,0.9264,0.9242257403399498,24,20,5,1
free_a_vs_hidden_armed,5,model_x,3,4,103,25,0.88,0.88,0.9104,0.9319181089215414,21,23,2,4
free_a_vs_hidden_armed,5,model_x,4,0,102,26,0.9038461538461539,0.9038461538461539,0.9437869822485208,0.9248045205966735,24,23,3,2
free_a_vs_hidden_armed,5,model_x,4,1,102,26,0.8846153846153846,0.8846153846153846,0.908284023668639,0.894698104794422,24,22,4,2
free_a_vs_hidden_armed,5,model_x,4,2,102,26,0.8269230769230769,0.8269230769230769,0.8905325443786982,0.8751837982306936,21,22,4,5
free_a_vs_hidden_armed,5,model_x,4,3,103,25,0.8,0.8,0.8784,0.8803292727771254,22,18,7,3
free_a_vs_hidden_armed,5,model_x,4,4,103,25,0.86,0.8600000000000001,0.9184,0.9294020447308321,20,23,2,5
free_a_vs_free_b,5,xy,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,xy_velocity,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,xy_velocity,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
