family,experiment,evaluation,source_id,gate_pass,row_count,z_mse,z_max_abs,ordered_rmse_p95,segment_relative_error_p95,chain_relative_error_p95
diffusion,balanced_anchor_prior,true_condition,0,False,24,0.054806407113108406,3.836531639099121,0.04008864489554713,0.5073197099450502,0.2490136964811282
diffusion,balanced_anchor_prior,true_condition,1,False,24,0.0019794965388218056,0.2554321587085724,0.006646092929595538,0.4378364674381042,0.07387108554501541
diffusion,balanced_anchor_prior,true_condition,2,False,24,0.003263229225372889,0.4561856985092163,0.014992594379628285,0.1776451273885978,0.1163891797476842
diffusion,balanced_anchor_prior,true_condition,3,False,24,0.005745478599130689,0.6284270286560059,0.012067171994927227,0.21064690056132732,0.11052147825111162
diffusion,balanced_anchor_prior,true_condition,4,False,24,0.09050843577583315,4.839064314961433,0.061691185123404914,0.4935227857030521,0.14902383965857474
diffusion,balanced_anchor_prior,true_condition,5,False,24,0.002971761426115149,0.341835618019104,0.00831979572365088,0.17064027165509818,0.10358866741655333
diffusion,balanced_anchor_prior,true_condition,6,False,24,0.008213015119958839,0.30693507194519043,0.00936906509722271,0.2671037835568811,0.10140384929735981
diffusion,balanced_anchor_prior,true_condition,7,False,24,0.04179241860356075,0.6124782711267471,0.025236554424488467,0.5419938997671659,0.17751270116080864
diffusion,balanced_anchor_prior,true_condition,8,True,24,0.0006888931149424054,0.1466153860092163,0.004390938295474474,0.14324035483400513,0.043956528295862524
diffusion,balanced_anchor_prior,true_condition,9,False,24,0.0025354857758131738,0.39853453636169434,0.010716156350056441,0.34407195633566173,0.16304480105532881
diffusion,balanced_anchor_prior,true_condition,10,False,24,0.006295706243557242,0.4177814722061157,0.02421035516363682,0.2394170805150192,0.1304172214044658
diffusion,balanced_anchor_prior,true_condition,11,True,24,0.0010675936834173012,0.21218597888946533,0.00869863176814719,0.1816565475671089,0.06678676658851848
diffusion,balanced_anchor_prior,true_condition,12,False,24,0.003759582349817067,0.2878912687301636,0.01695690781330846,0.16997937854490153,0.09123999235298094
