family,experiment,evaluation,source_id,gate_pass,row_count,z_mse,z_max_abs,ordered_rmse_p95,segment_relative_error_p95,chain_relative_error_p95
direct_condition,rows_16_width_512,condition_to_x0,3,True,1,6.636357265163285e-06,0.011340975761413574,0.00030035005561279606,0.0167647297889948,0.002686523753663835
direct_condition,rows_16_width_512,condition_to_x0,4,True,1,1.0551157858739878e-05,0.01763230562210083,0.0002498633924047467,0.017181246853192743,0.002994788666830715
direct_condition,rows_16_width_512,condition_to_x0,5,True,1,5.6684349155900435e-06,0.007052242755889893,0.00028151797682363756,0.020898900242165924,0.002417556604451063
direct_condition,rows_16_width_512,condition_to_x0,6,True,1,1.8741491410281497e-06,0.006192564964294434,0.00013360509476514467,0.014765217254834356,0.0012986430965390154
direct_condition,rows_16_width_512,condition_to_x0,7,True,1,7.455755807283664e-05,0.03266209363937378,0.001092831905832035,0.033966560173681784,0.00835216348050951
direct_condition,rows_16_width_512,condition_to_x0,8,True,1,5.246395515683868e-05,0.02856314182281494,0.00063253407691789,0.04956255551371489,0.007262703370483161
direct_condition,rows_16_width_512,condition_to_x0,9,True,1,1.618263166537576e-05,0.019266605377197266,0.0003717180279903294,0.05969655126048382,0.003934973801997539
direct_condition,rows_16_width_512,condition_to_x0,10,True,1,1.7865617940173866e-05,0.011298954486846924,0.00047610599476337643,0.028090215516019767,0.006201594579843058
direct_condition,rows_16_width_512,condition_to_x0,11,True,1,1.6824698883286326e-05,0.014364242553710938,0.0004631886421987467,0.0463152070054131,0.005825675136252517
direct_condition,rows_16_width_512,condition_to_x0,12,True,1,6.893335696379054e-05,0.01464064046740532,0.0011048160878047721,0.027730845832481484,0.005249390950534222
direct_condition,rows_16_width_512,condition_to_x0,13,False,1,3.17541358521935e-05,0.023636221885681152,0.0005981744673036137,0.1073744032822339,0.0033067497258580073
direct_condition,rows_16_width_512,condition_to_x0,14,True,1,6.01518737200477e-05,0.02518787980079651,0.0010634635140461077,0.031632509018944883,0.005585398083968607
direct_condition,rows_16_width_512,condition_to_x0,15,True,1,2.7815196885298243e-05,0.030039608478546143,0.0005727006185409327,0.027052904218578283,0.0029866809539448565
direct_condition,rows_2_width_512,condition_to_x0,0,True,1,2.624011466374742e-07,0.0015411376953125,6.114364313178003e-05,0.013943833190110957,0.0007983904790595873
direct_condition,rows_2_width_512,condition_to_x0,1,True,1,6.239300806405856e-08,0.000951722264289856,2.696029103919975e-05,0.004575652212247523,0.0002276029592606021
direct_condition,rows_4_width_512,condition_to_x0,0,True,1,2.4765843458129382e-14,7.152557373046875e-07,1.8032322498177983e-08,3.9139135703728595e-06,1.8619628334518533e-07
direct_condition,rows_4_width_512,condition_to_x0,1,True,1,1.1458868668839621e-14,4.76837158203125e-07,1.4923978199932858e-08,4.052573597381328e-06,2.0006818689385817e-07
direct_condition,rows_4_width_512,condition_to_x0,2,True,1,1.439412611873937e-14,3.8743019104003906e-07,1.4377029582139145e-08,4.043386723431215e-06,1.1713829445765201e-07
direct_condition,rows_4_width_512,condition_to_x0,3,True,1,1.3911326698518485e-14,4.76837158203125e-07,1.6694676950261932e-08,3.1176550574527105e-06,1.8685187005761962e-07
direct_condition,rows_8_width_512,condition_to_x0,0,True,1,1.463149070506214e-05,0.022889137268066406,0.00028965976272200117,0.025367621791762884,0.003260274852109809
direct_condition,rows_8_width_512,condition_to_x0,1,True,1,7.671808668702129e-06,0.007388114929199219,0.0003272411579898004,0.023228840267994034,0.0018015611737819475
direct_condition,rows_8_width_512,condition_to_x0,2,True,1,3.1173686110370587e-06,0.006103992462158203,0.00019594642205055055,0.022629117793924784,0.0008643263083798549
direct_condition,rows_8_width_512,condition_to_x0,3,True,1,9.929307256020095e-06,0.01906275749206543,0.0003491070172550713,0.04547611292183555,0.0044067713526347516
direct_condition,rows_8_width_512,condition_to_x0,4,True,1,7.06543345640933e-06,0.012997046113014221,0.0002818381614264826,0.024165268847546936,0.0015628934212626627
direct_condition,rows_8_width_512,condition_to_x0,5,True,1,7.532867450630322e-06,0.014560461044311523,0.0002840660681485179,0.03746351847090368,0.001907109362004499
direct_condition,rows_8_width_512,condition_to_x0,6,True,1,1.2401071824248834e-06,0.006641030311584473,0.00013449673515072015,0.008816839077485088,0.0014641585233932072
direct_condition,rows_8_width_512,condition_to_x0,7,True,1,4.77584129568042e-06,0.009809300303459167,0.00025036269560868384,0.019140644699959918,0.0022673087846681937
