comparison,step,feature,repeat,fold,train_groups,test_groups,accuracy,balanced_accuracy,roc_auc,tp,tn,fp,fn,paired_accuracy,paired_positive,paired_negative,paired_ties,paired_margin_mean,paired_margin_median,paired_sign_p
primary_step_1,1,model_x_v2_s10,0,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,0,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,0,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,0,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,0,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,1,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,1,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,1,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,1,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,1,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,2,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,2,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,2,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,2,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,2,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,3,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,3,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,3,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,3,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,3,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,4,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,4,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,4,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,4,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,model_x_v2_s10,4,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_1,1,privileged_model_x_v1_s10,0,0,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686274,0.4901960784313726,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,0,1,102,26,0.9230769230769231,0.9230769230769231,0.9837278106508875,24,24,2,2,1.0,26,0,0,0.49321266968325794,0.47058823529411764,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,0,2,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686274,0.4901960784313726,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,0,3,103,25,1.0,1.0,1.0,25,25,0,0,1.0,25,0,0,0.5102040816326531,0.510204081632653,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,0,4,103,25,0.92,0.92,0.9488,23,23,2,2,0.96,24,1,0,0.45795918367346933,0.4489795918367347,1.5497207641601562e-06
primary_step_1,1,privileged_model_x_v1_s10,1,0,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686275,0.5098039215686274,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,1,1,102,26,0.9230769230769231,0.9230769230769231,0.9452662721893491,24,24,2,2,0.9615384615384616,25,1,0,0.45399698340874806,0.45098039215686275,8.046627044677734e-07
primary_step_1,1,privileged_model_x_v1_s10,1,2,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686275,0.5,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,1,3,103,25,1.0,1.0,1.0,25,25,0,0,1.0,25,0,0,0.510204081632653,0.489795918367347,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,1,4,103,25,0.96,0.96,0.9968,24,24,1,1,1.0,25,0,0,0.506938775510204,0.48979591836734687,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,2,0,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686274,0.5196078431372548,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,2,1,102,26,0.9230769230769231,0.9230769230769231,0.9526627218934911,24,24,2,2,0.9615384615384616,25,1,0,0.46153846153846156,0.47058823529411764,8.046627044677734e-07
primary_step_1,1,privileged_model_x_v1_s10,2,2,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686274,0.5392156862745098,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,2,3,103,25,1.0,1.0,1.0,25,25,0,0,1.0,25,0,0,0.510204081632653,0.510204081632653,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,2,4,103,25,0.96,0.96,0.9952,24,24,1,1,1.0,25,0,0,0.5053061224489795,0.4693877551020408,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,3,0,102,26,0.9615384615384616,0.9615384615384616,0.9600591715976331,25,25,1,1,0.9615384615384616,25,1,0,0.469079939668175,0.4607843137254901,8.046627044677734e-07
primary_step_1,1,privileged_model_x_v1_s10,3,1,102,26,0.9615384615384616,0.9615384615384616,0.9970414201183432,25,25,1,1,1.0,26,0,0,0.5067873303167421,0.4901960784313726,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,3,2,102,26,0.9230769230769231,0.9230769230769231,0.9911242603550295,24,24,2,2,1.0,26,0,0,0.5007541478129713,0.47058823529411764,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,3,3,103,25,1.0,1.0,1.0,25,25,0,0,1.0,25,0,0,0.510204081632653,0.5306122448979591,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,3,4,103,25,0.96,0.96,0.9936,24,24,1,1,1.0,25,0,0,0.503673469387755,0.5306122448979591,5.960464477539063e-08
primary_step_1,1,privileged_model_x_v1_s10,4,0,102,26,0.9615384615384616,0.9615384615384616,0.9896449704142012,25,25,1,1,1.0,26,0,0,0.4992458521870287,0.5294117647058822,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,4,1,102,26,1.0,1.0,1.0,26,26,0,0,1.0,26,0,0,0.5098039215686274,0.5098039215686274,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,4,2,102,26,0.9230769230769231,0.9230769230769231,0.9940828402366864,24,24,2,2,1.0,26,0,0,0.5037707390648567,0.47058823529411764,2.9802322387695312e-08
primary_step_1,1,privileged_model_x_v1_s10,4,3,103,25,0.92,0.92,0.9552,23,23,2,2,0.96,24,1,0,0.46448979591836737,0.510204081632653,1.5497207641601562e-06
primary_step_1,1,privileged_model_x_v1_s10,4,4,103,25,1.0,1.0,1.0,25,25,0,0,1.0,25,0,0,0.5102040816326531,0.4489795918367347,5.960464477539063e-08
primary_step_1,1,model_x_v2_s5_noise_00025m,0,0,102,26,0.46153846153846156,0.46153846153846156,0.4393491124260355,12,12,14,14,0.46153846153846156,12,14,0,-0.061840120663650064,-0.029411764705882346,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_00025m,0,1,102,26,0.46153846153846156,0.46153846153846156,0.46597633136094674,12,12,14,14,0.5,13,13,0,-0.034690799396681744,-0.009803921568627444,1.0
primary_step_1,1,model_x_v2_s5_noise_00025m,0,2,102,26,0.5,0.5,0.5162721893491125,13,13,13,13,0.46153846153846156,12,14,0,0.016591251885369536,-0.02941176470588234,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_00025m,0,3,103,25,0.48,0.48,0.4864,12,12,13,13,0.4,10,15,0,-0.013877551020408154,-0.02040816326530609,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_00025m,0,4,103,25,0.52,0.52,0.5664,13,13,12,12,0.68,17,8,0,0.06775510204081632,0.061224489795918324,0.10775214433670044
primary_step_1,1,model_x_v2_s5_noise_00025m,1,0,102,26,0.5,0.5,0.4171597633136095,13,13,13,13,0.38461538461538464,10,16,0,-0.08446455505279034,-0.0784313725490196,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_00025m,1,1,102,26,0.5384615384615384,0.5384615384615384,0.5,14,14,12,12,0.38461538461538464,10,16,0,1.0675221390626506e-18,-0.04901960784313723,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_00025m,1,2,102,26,0.38461538461538464,0.38461538461538464,0.39201183431952663,10,10,16,16,0.38461538461538464,10,16,0,-0.11010558069381597,-0.05882352941176472,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_00025m,1,3,103,25,0.44,0.44,0.4544,11,11,14,14,0.4,10,15,0,-0.046530612244897955,-0.020408163265306145,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_00025m,1,4,103,25,0.52,0.52,0.504,13,13,12,12,0.48,12,13,0,0.004081632653061233,-0.020408163265306034,1.0
primary_step_1,1,model_x_v2_s5_noise_00025m,2,0,102,26,0.5384615384615384,0.5384615384615384,0.5473372781065089,14,14,12,12,0.6538461538461539,17,9,0,0.048265460030165894,0.08823529411764702,0.16863754391670227
primary_step_1,1,model_x_v2_s5_noise_00025m,2,1,102,26,0.46153846153846156,0.46153846153846156,0.5059171597633136,12,12,14,14,0.46153846153846156,12,14,0,0.006033182503770747,-0.04901960784313722,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_00025m,2,2,102,26,0.46153846153846156,0.46153846153846156,0.47781065088757396,12,12,14,14,0.5384615384615384,14,12,0,-0.02262443438914027,0.03921568627450972,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_00025m,2,3,103,25,0.52,0.52,0.4784,13,13,12,12,0.44,11,14,0,-0.02204081632653061,-0.04081632653061218,0.6900379657745361
primary_step_1,1,model_x_v2_s5_noise_00025m,2,4,103,25,0.48,0.48,0.4816,12,12,13,13,0.4,10,15,0,-0.01877551020408164,-0.04081632653061218,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_00025m,3,0,102,26,0.46153846153846156,0.46153846153846156,0.48520710059171596,12,12,14,14,0.5769230769230769,15,11,0,-0.015082956259426848,0.039215686274509776,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_00025m,3,1,102,26,0.5769230769230769,0.5769230769230769,0.6094674556213018,15,15,11,11,0.6538461538461539,17,9,0,0.11161387631975866,0.06862745098039216,0.16863754391670227
primary_step_1,1,model_x_v2_s5_noise_00025m,3,2,102,26,0.5384615384615384,0.5384615384615384,0.4970414201183432,14,14,12,12,0.5384615384615384,14,12,0,-0.0030165912518853736,0.01960784313725491,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_00025m,3,3,103,25,0.48,0.48,0.3872,12,12,13,13,0.36,9,16,0,-0.11510204081632654,-0.10204081632653064,0.2295229434967041
primary_step_1,1,model_x_v2_s5_noise_00025m,3,4,103,25,0.44,0.44,0.4464,11,11,14,14,0.4,10,15,0,-0.054693877551020405,-0.061224489795918324,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_00025m,4,0,102,26,0.5384615384615384,0.5384615384615384,0.5029585798816568,14,14,12,12,0.34615384615384615,9,17,0,0.003016591251885378,-0.029411764705882373,0.16863754391670227
primary_step_1,1,model_x_v2_s5_noise_00025m,4,1,102,26,0.46153846153846156,0.46153846153846156,0.4393491124260355,12,12,14,14,0.2692307692307692,7,19,0,-0.06184012066365008,-0.03921568627450983,0.028959274291992188
primary_step_1,1,model_x_v2_s5_noise_00025m,4,2,102,26,0.5,0.5,0.4630177514792899,13,13,13,13,0.46153846153846156,12,14,0,-0.037707390648567124,-0.039215686274509776,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_00025m,4,3,103,25,0.56,0.56,0.5168,14,14,11,11,0.48,12,13,0,0.017142857142857154,-0.020408163265306145,1.0
primary_step_1,1,model_x_v2_s5_noise_00025m,4,4,103,25,0.52,0.52,0.5616,13,13,12,12,0.56,14,11,0,0.06285714285714285,0.061224489795918324,0.6900379657745361
primary_step_1,1,model_x_v2_s5_noise_0005m,0,0,102,26,0.46153846153846156,0.46153846153846156,0.3831360946745562,12,12,14,14,0.3076923076923077,8,18,0,-0.1191553544494721,-0.196078431372549,0.07551869750022888
primary_step_1,1,model_x_v2_s5_noise_0005m,0,1,102,26,0.5,0.5,0.4526627218934911,13,13,13,13,0.38461538461538464,10,16,0,-0.048265460030165894,-0.12745098039215683,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_0005m,0,2,102,26,0.5769230769230769,0.5769230769230769,0.5295857988165681,15,15,11,11,0.5,13,13,0,0.030165912518853706,0.02941176470588236,1.0
primary_step_1,1,model_x_v2_s5_noise_0005m,0,3,103,25,0.48,0.48,0.448,12,12,13,13,0.4,10,15,0,-0.053061224489795916,-0.061224489795918324,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_0005m,0,4,103,25,0.48,0.48,0.4112,12,12,13,13,0.4,10,15,0,-0.09061224489795919,-0.1428571428571429,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_0005m,1,0,102,26,0.4230769230769231,0.4230769230769231,0.46005917159763315,11,11,15,15,0.34615384615384615,9,17,0,-0.04072398190045248,-0.05882352941176472,0.16863754391670227
primary_step_1,1,model_x_v2_s5_noise_0005m,1,1,102,26,0.46153846153846156,0.46153846153846156,0.4467455621301775,12,12,14,14,0.46153846153846156,12,14,0,-0.05429864253393667,-0.10784313725490197,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_0005m,1,2,102,26,0.4230769230769231,0.4230769230769231,0.45710059171597633,11,11,15,15,0.46153846153846156,12,14,0,-0.04374057315233786,-0.019607843137254895,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_0005m,1,3,103,25,0.48,0.48,0.472,12,12,13,13,0.4,10,15,0,-0.028571428571428584,-0.04081632653061229,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_0005m,1,4,103,25,0.48,0.48,0.3952,12,12,13,13,0.28,7,18,0,-0.10693877551020407,-0.12244897959183676,0.043285250663757324
primary_step_1,1,model_x_v2_s5_noise_0005m,2,0,102,26,0.4230769230769231,0.4230769230769231,0.42159763313609466,11,11,15,15,0.38461538461538464,10,16,0,-0.07993966817496229,-0.03921568627450979,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_0005m,2,1,102,26,0.4230769230769231,0.4230769230769231,0.47928994082840237,11,11,15,15,0.38461538461538464,10,16,0,-0.021116138763197588,-0.08823529411764705,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_0005m,2,2,102,26,0.5384615384615384,0.5384615384615384,0.5369822485207101,14,14,12,12,0.5769230769230769,15,11,0,0.03770739064856711,0.04901960784313725,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_0005m,2,3,103,25,0.52,0.52,0.4896,13,13,12,12,0.32,8,17,0,-0.010612244897959205,-0.14285714285714288,0.10775214433670044
primary_step_1,1,model_x_v2_s5_noise_0005m,2,4,103,25,0.56,0.56,0.472,14,14,11,11,0.44,11,14,0,-0.028571428571428577,-0.020408163265306145,0.6900379657745361
primary_step_1,1,model_x_v2_s5_noise_0005m,3,0,102,26,0.4230769230769231,0.4230769230769231,0.4511834319526627,11,11,15,15,0.38461538461538464,10,16,0,-0.0497737556561086,-0.03921568627450983,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_0005m,3,1,102,26,0.4230769230769231,0.4230769230769231,0.46597633136094674,11,11,15,15,0.34615384615384615,9,17,0,-0.03469079939668174,-0.11764705882352938,0.16863754391670227
primary_step_1,1,model_x_v2_s5_noise_0005m,3,2,102,26,0.4230769230769231,0.4230769230769231,0.36538461538461536,11,11,15,15,0.38461538461538464,10,16,0,-0.1372549019607843,-0.16666666666666669,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_0005m,3,3,103,25,0.4,0.4,0.4128,10,10,15,15,0.36,9,16,0,-0.08897959183673469,-0.10204081632653061,0.2295229434967041
primary_step_1,1,model_x_v2_s5_noise_0005m,3,4,103,25,0.52,0.52,0.496,13,13,12,12,0.48,12,13,0,-0.004081632653061209,-0.04081632653061218,1.0
primary_step_1,1,model_x_v2_s5_noise_0005m,4,0,102,26,0.5384615384615384,0.5384615384615384,0.4718934911242604,14,14,12,12,0.5,13,13,0,-0.028657616892910995,5.551115123125783e-17,1.0
primary_step_1,1,model_x_v2_s5_noise_0005m,4,1,102,26,0.5384615384615384,0.5384615384615384,0.5059171597633136,14,14,12,12,0.46153846153846156,12,14,0,0.00603318250377075,-0.019607843137254895,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_0005m,4,2,102,26,0.5,0.5,0.44970414201183434,13,13,13,13,0.38461538461538464,10,16,0,-0.05128205128205129,-0.06862745098039219,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_0005m,4,3,103,25,0.56,0.56,0.544,14,14,11,11,0.48,12,13,0,0.044897959183673466,-0.020408163265306145,1.0
primary_step_1,1,model_x_v2_s5_noise_0005m,4,4,103,25,0.4,0.4,0.3584,10,10,15,15,0.32,8,17,0,-0.14448979591836733,-0.12244897959183676,0.10775214433670044
primary_step_1,1,model_x_v2_s5_noise_001m,0,0,102,26,0.5769230769230769,0.5769230769230769,0.5458579881656804,15,15,11,11,0.5,13,13,0,0.046757164404223235,0.009803921568627472,1.0
primary_step_1,1,model_x_v2_s5_noise_001m,0,1,102,26,0.5,0.5,0.45710059171597633,13,13,13,13,0.5769230769230769,15,11,0,-0.04374057315233785,0.029411764705882387,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,0,2,102,26,0.4230769230769231,0.4230769230769231,0.4526627218934911,11,11,15,15,0.4230769230769231,11,15,0,-0.048265460030165915,-0.06862745098039214,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,0,3,103,25,0.6,0.6,0.6336,15,15,10,10,0.68,17,8,0,0.13632653061224492,0.10204081632653061,0.10775214433670044
primary_step_1,1,model_x_v2_s5_noise_001m,0,4,103,25,0.52,0.52,0.5792,13,13,12,12,0.56,14,11,0,0.08081632653061226,0.020408163265306145,0.6900379657745361
primary_step_1,1,model_x_v2_s5_noise_001m,1,0,102,26,0.5384615384615384,0.5384615384615384,0.5621301775147929,14,14,12,12,0.5384615384615384,14,12,0,0.06334841628959276,0.04901960784313722,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_001m,1,1,102,26,0.46153846153846156,0.46153846153846156,0.5443786982248521,12,12,14,14,0.5769230769230769,15,11,0,0.045248868778280535,0.03921568627450983,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,1,2,102,26,0.5769230769230769,0.5769230769230769,0.5857988165680473,15,15,11,11,0.5769230769230769,15,11,0,0.08748114630467571,0.1568627450980392,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,1,3,103,25,0.52,0.52,0.5536,13,13,12,12,0.6,15,10,0,0.054693877551020405,0.061224489795918324,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_001m,1,4,103,25,0.44,0.44,0.4448,11,11,14,14,0.4,10,15,0,-0.0563265306122449,-0.10204081632653061,0.42435622215270996
primary_step_1,1,model_x_v2_s5_noise_001m,2,0,102,26,0.5,0.5,0.5384615384615384,13,13,13,13,0.5769230769230769,15,11,0,0.03921568627450981,0.08823529411764708,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,2,1,102,26,0.5384615384615384,0.5384615384615384,0.5710059171597633,14,14,12,12,0.5384615384615384,14,12,0,0.07239819004524886,0.0392156862745098,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_001m,2,2,102,26,0.46153846153846156,0.46153846153846156,0.4378698224852071,12,12,14,14,0.4230769230769231,11,15,0,-0.06334841628959277,-0.14705882352941174,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,2,3,103,25,0.52,0.52,0.4528,13,13,12,12,0.52,13,12,0,-0.04816326530612248,0.04081632653061218,1.0
primary_step_1,1,model_x_v2_s5_noise_001m,2,4,103,25,0.56,0.56,0.5984,14,14,11,11,0.56,14,11,0,0.10040816326530613,0.020408163265306145,0.6900379657745361
primary_step_1,1,model_x_v2_s5_noise_001m,3,0,102,26,0.46153846153846156,0.46153846153846156,0.4718934911242604,12,12,14,14,0.5,13,13,0,-0.028657616892911002,-0.019607843137254916,1.0
primary_step_1,1,model_x_v2_s5_noise_001m,3,1,102,26,0.5384615384615384,0.5384615384615384,0.5784023668639053,14,14,12,12,0.6153846153846154,16,10,0,0.0799396681749623,0.12745098039215688,0.32693958282470703
primary_step_1,1,model_x_v2_s5_noise_001m,3,2,102,26,0.46153846153846156,0.46153846153846156,0.4896449704142012,12,12,14,14,0.5384615384615384,14,12,0,-0.010558069381598785,0.0490196078431373,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_001m,3,3,103,25,0.32,0.32,0.3376,8,8,17,17,0.24,6,19,0,-0.16571428571428573,-0.22448979591836737,0.01463329792022705
primary_step_1,1,model_x_v2_s5_noise_001m,3,4,103,25,0.48,0.48,0.4736,12,12,13,13,0.56,14,11,0,-0.026938775510204085,0.020408163265306145,0.6900379657745361
primary_step_1,1,model_x_v2_s5_noise_001m,4,0,102,26,0.5,0.5,0.5088757396449705,13,13,13,13,0.5384615384615384,14,12,0,0.009049773755656113,0.049019607843137275,0.8450189828872681
primary_step_1,1,model_x_v2_s5_noise_001m,4,1,102,26,0.46153846153846156,0.46153846153846156,0.47337278106508873,12,12,14,14,0.4230769230769231,11,15,0,-0.02714932126696834,-0.07843137254901965,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,4,2,102,26,0.4230769230769231,0.4230769230769231,0.507396449704142,11,11,15,15,0.5769230769230769,15,11,0,0.0075414781297134205,0.08823529411764702,0.557197093963623
primary_step_1,1,model_x_v2_s5_noise_001m,4,3,103,25,0.48,0.48,0.448,12,12,13,13,0.52,13,12,0,-0.053061224489795916,0.02040816326530612,1.0
primary_step_1,1,model_x_v2_s5_noise_001m,4,4,103,25,0.48,0.48,0.5664,12,12,13,13,0.68,17,8,0,0.06775510204081633,0.12244897959183675,0.10775214433670044
primary_step_5,5,xy_single,0,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,0,1,102,26,0.5,0.5,0.5133136094674556,13,13,13,13,0.8461538461538461,22,4,0,0.013574660633484167,0.019607843137254888,0.0005335211753845215
primary_step_5,5,xy_single,0,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,0,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,0,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,1,0,102,26,0.5,0.5,0.5103550295857988,13,13,13,13,0.7692307692307693,20,6,0,0.010558069381598784,0.019607843137254888,0.009355306625366211
primary_step_5,5,xy_single,1,1,102,26,0.5,0.5,0.5118343195266272,13,13,13,13,0.8076923076923077,21,5,0,0.012066365007541475,0.019607843137254888,0.002493917942047119
primary_step_5,5,xy_single,1,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,1,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,1,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,2,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,2,1,102,26,0.5,0.5,0.5088757396449705,13,13,13,13,0.7307692307692307,19,7,0,0.00904977375565612,0.019607843137254888,0.028959274291992188
primary_step_5,5,xy_single,2,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,2,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,2,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,3,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,3,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,3,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,3,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,3,4,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,4,0,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,4,1,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,4,2,102,26,0.5,0.5,0.5,26,0,26,0,0.5,0,0,26,0.0,0.0,1.0
primary_step_5,5,xy_single,4,3,103,25,0.5,0.5,0.5,25,0,25,0,0.5,0,0,25,0.0,0.0,1.0
primary_step_5,5,xy_single,4,4,103,25,0.52,0.52,0.5072,13,13,12,12,0.68,17,8,0,0.007346938775510217,0.02040816326530612,0.10775214433670044
primary_step_5,5,sim_velocity_only,0,0,102,26,0.9615384615384616,0.9615384615384616,0.9718934911242604,25,25,1,1,0.9615384615384616,25,1,0,0.48114630467571645,0.4607843137254902,8.046627044677734e-07
primary_step_5,5,sim_velocity_only,0,1,102,26,0.7692307692307693,0.7692307692307693,0.8594674556213018,20,20,6,6,0.8076923076923077,21,5,0,0.3665158371040723,0.4117647058823529,0.002493917942047119
primary_step_5,5,sim_velocity_only,0,2,102,26,0.9615384615384616,0.9615384615384616,0.9748520710059172,25,25,1,1,0.9615384615384616,25,1,0,0.4841628959276018,0.5,8.046627044677734e-07
primary_step_5,5,sim_velocity_only,0,3,103,25,0.8,0.8,0.8992,20,20,5,5,1.0,25,0,0,0.40734693877551015,0.4081632653061224,5.960464477539063e-08
