epoch,input_variant,model,train_masked_standardized_mse,training_seed,val_pre_engagement_final_xy_chamfer
75,state_action,deterministic_mlp,0.2802417814731598,31402,0.06115318068718214
80,state_action,deterministic_mlp,0.27692409604787827,31402,0.06113712712945214
85,state_action,deterministic_mlp,0.27850647568702697,31402,0.06165861774934456
90,state_action,deterministic_mlp,0.27906249910593034,31402,0.0606729695662026
95,state_action,deterministic_mlp,0.27510775476694105,31402,0.061616017651470865
100,state_action,deterministic_mlp,0.27642048746347425,31402,0.061670712552175086
105,state_action,deterministic_mlp,0.27159163951873777,31402,0.060045241308651624
110,state_action,deterministic_mlp,0.2697343170642853,31402,0.06130476640132458
115,state_action,deterministic_mlp,0.2716214194893837,31402,0.06152642859429445
120,state_action,deterministic_mlp,0.269111143052578,31402,0.06081154731699549
125,state_action,deterministic_mlp,0.2628617867827415,31402,0.0607101919367383
130,state_action,deterministic_mlp,0.26681929379701613,31402,0.060427382201179054
135,state_action,deterministic_mlp,0.2655050575733185,31402,0.06081094888150287
140,state_action,deterministic_mlp,0.26372349709272386,31402,0.060876653600565114
145,state_action,deterministic_mlp,0.25936376601457595,31402,0.06079395136380892
150,state_action,deterministic_mlp,0.26090276837348936,31402,0.06159279412341952
155,state_action,deterministic_mlp,0.2561998009681702,31402,0.06148630830347943
5,state_action,deterministic_mlp,0.39620775580406187,31403,0.07174831854797009
10,state_action,deterministic_mlp,0.33311540484428404,31403,0.06366862845100948
15,state_action,deterministic_mlp,0.3215428709983826,31403,0.06303643905709538
20,state_action,deterministic_mlp,0.3141046315431595,31403,0.06252468123262667
25,state_action,deterministic_mlp,0.310932120680809,31403,0.06230324640763802
30,state_action,deterministic_mlp,0.30467551946640015,31403,0.06196644397973812
35,state_action,deterministic_mlp,0.3022622048854828,31403,0.061570319931690945
40,state_action,deterministic_mlp,0.2968530297279358,31403,0.06110537808094903
45,state_action,deterministic_mlp,0.29808019399642943,31403,0.06363410670209028
50,state_action,deterministic_mlp,0.2922631621360779,31403,0.06149268756195417
55,state_action,deterministic_mlp,0.28809720277786255,31403,0.06290713345895158
60,state_action,deterministic_mlp,0.2889145851135254,31403,0.06073498339189783
65,state_action,deterministic_mlp,0.2877648398280144,31403,0.06108094995800892
70,state_action,deterministic_mlp,0.2857963189482689,31403,0.06143211912105629
75,state_action,deterministic_mlp,0.2828546822071075,31403,0.061687839560403045
80,state_action,deterministic_mlp,0.283353316783905,31403,0.06200796340809851
85,state_action,deterministic_mlp,0.2791794940829277,31403,0.06139686269022565
90,state_action,deterministic_mlp,0.27936882376670835,31403,0.06194758117983482
95,state_action,deterministic_mlp,0.275494784116745,31403,0.061323851025562086
100,state_action,deterministic_mlp,0.27476641088724135,31403,0.061624879403414365
105,state_action,deterministic_mlp,0.27144256234169006,31403,0.06130913415361884
110,state_action,deterministic_mlp,0.2686870709061623,31403,0.0612681901219058
