idm_policy,future_source,future_source_uses_condition_label,condition,visible_seed,episode_idx,step_idx,fraction_before,fraction_after,fraction_delta,done_after,reward,model_x_ood_l2,model_x_ood_mean_abs,input_nn_l2,future_std_mean,future_norm,future_nn_l2,future_nn_mae,future_nearest_condition,future_condition_match,chosen_sample_idx,retrieval_index,action_ood,clip_frac,pose0_x,pose0_y,pose1_x,pose1_y,pull_len,pose0_step_delta,pose1_step_delta,scope
phase39b_xy_only_high_weight,ddpm_mean,0,free,311002,2,10,0.0,0.0,0.0,0,0.0,nan,nan,0.05079636350274086,0.0364624448120594,0.4568403959274292,0.05473201349377632,0.024304121732711792,hidden_high_friction,0,-1,-1,0.24332831799983978,0.0,0.5048686861991882,0.036759622395038605,0.4862782955169678,0.043365463614463806,0.019729159772396088,0.053751569241285324,0.08064091205596924,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,free,311002,2,11,0.0,0.0,0.0,0,0.0,nan,nan,0.05143224075436592,0.03900429606437683,0.4585244953632355,0.049354083836078644,0.021056197583675385,hidden_high_friction,0,-1,-1,0.1904241442680359,0.0,0.5250452756881714,0.005927713587880135,0.5391356348991394,-0.03156139329075813,0.040049612522125244,0.03684699907898903,0.09169477224349976,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,free,311002,2,12,0.0,0.0,0.0,0,0.0,nan,nan,0.051495857536792755,0.03880022466182709,0.46106860041618347,0.05165279656648636,0.022717103362083435,hidden_high_friction,0,-1,-1,0.1920624077320099,0.0,0.5188809633255005,0.01254083402454853,0.49963441491127014,-0.006255500018596649,0.02690226398408413,0.009040581062436104,0.04691198840737343,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,free,311002,2,13,0.0,0.0,0.0,0,0.0,nan,nan,0.05074028670787811,0.03826586529612541,0.45610588788986206,0.044884566217660904,0.020970871672034264,hidden_high_friction,0,-1,-1,0.2307468056678772,0.0,0.5308730006217957,0.034958310425281525,0.4896143972873688,0.053474463522434235,0.04522300511598587,0.025423457846045494,0.060564588755369186,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,free,311002,2,14,0.0,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,nan,nan,0.05305735766887665,0.037035778164863586,0.4607624411582947,0.05512551590800285,0.028553415089845657,hidden_breakaway_pin,0,-1,-1,0.1527530401945114,0.0,0.5105507969856262,-0.01654631271958351,0.49540242552757263,-0.047152552753686905,0.0341498926281929,0.055368926376104355,0.10079334676265717,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,free,311002,2,15,0.08333333333333333,0.08333333333333333,0.0,0,0.0,nan,nan,0.051294442266225815,0.03537420928478241,0.46085691452026367,0.05752363055944443,0.02599438838660717,hidden_high_friction,0,-1,-1,0.2537420690059662,0.0,0.5051414966583252,0.008000483736395836,0.4683593511581421,-0.00413019023835659,0.03873085975646973,0.025135746225714684,0.05081586167216301,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,0,0.0,0.0,0.0,0,0.0,nan,nan,0.016875244677066803,0.040221210569143295,0.457337349653244,0.04449659213423729,0.01917632855474949,hidden_high_friction,0,-1,-1,0.46063584089279175,0.0,0.6249753832817078,-0.13717584311962128,0.5388282537460327,0.0022923611104488373,0.16392897069454193,nan,nan,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,1,0.0,0.0,0.0,0,0.0,nan,nan,0.06712061166763306,0.03984887897968292,0.45777514576911926,0.04598744586110115,0.01999470591545105,hidden_high_friction,0,-1,-1,0.2577563524246216,0.0,0.588560163974762,-0.06527859717607498,0.5349259376525879,0.006848301738500595,0.08988281339406967,0.08059331029653549,0.005998722277581692,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,2,0.0,0.0,0.0,0,0.0,nan,nan,0.057953327894210815,0.03969944640994072,0.45614907145500183,0.04402361810207367,0.023380784317851067,hidden_breakaway_pin,1,-1,-1,0.22822843492031097,0.0,0.5738295316696167,-0.02871817536652088,0.520232617855072,-0.014210199937224388,0.0555257610976696,0.039416443556547165,0.025677891448140144,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,3,0.0,0.0,0.0,0,0.0,nan,nan,0.048960067331790924,0.03990589454770088,0.4587115943431854,0.04690122231841087,0.024405203759670258,hidden_breakaway_pin,1,-1,-1,0.1874597668647766,0.0,0.5504851937294006,-0.004717666655778885,0.5060082674026489,-0.02811804786324501,0.050257086753845215,0.03348107635974884,0.019893726333975792,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,4,0.0,0.0,0.0,0,0.0,nan,nan,0.04738135635852814,0.03985549509525299,0.4589373767375946,0.04546116665005684,0.023916294798254967,hidden_breakaway_pin,1,-1,-1,0.2097623497247696,0.0,0.5626798868179321,-0.0017019491642713547,0.5069911479949951,-0.018310721963644028,0.05811271071434021,0.012562049552798271,0.009856454096734524,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,5,0.0,0.0,0.0,0,0.0,nan,nan,0.04655597731471062,0.04024094343185425,0.45762500166893005,0.04165470600128174,0.0179901085793972,hidden_high_friction,0,-1,-1,0.2067972719669342,0.0,0.566022515296936,0.010184751823544502,0.5027955174446106,0.014243144541978836,0.06335711479187012,0.012347745709121227,0.032823123037815094,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,6,0.0,0.0,0.0,0,0.0,nan,nan,0.04788171872496605,0.04039750248193741,0.4589136838912964,0.04463166743516922,0.01908157579600811,hidden_high_friction,0,-1,-1,0.2360822558403015,0.0,0.5624673962593079,-0.005128141492605209,0.5032286643981934,-0.0036288779228925705,0.05925770103931427,0.01572016440331936,0.01787726953625679,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,7,0.0,0.0,0.0,0,0.0,nan,nan,0.047792986035346985,0.04027644544839859,0.4562861919403076,0.04267677664756775,0.018567459657788277,hidden_high_friction,0,-1,-1,0.2081352323293686,0.0,0.5761073231697083,0.008617125451564789,0.5262618064880371,0.02394074946641922,0.0521477609872818,0.01936439983546734,0.035925060510635376,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,8,0.0,0.0,0.0,0,0.0,nan,nan,0.047483719885349274,0.04052210971713066,0.4598429501056671,0.0433463379740715,0.019641049206256866,hidden_high_friction,0,-1,-1,0.18724830448627472,0.0,0.5533155798912048,-0.00907048024237156,0.48753196001052856,-0.023150227963924408,0.06727350503206253,0.028849869966506958,0.060971807688474655,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,9,0.0,0.0,0.0,0,0.0,nan,nan,0.04817606136202812,0.04044872522354126,0.458503782749176,0.04462713003158569,0.01941516622900963,hidden_high_friction,0,-1,-1,0.2250346839427948,0.0,0.5571764707565308,0.006857667118310928,0.500695526599884,-0.0009159687906503677,0.057013388723134995,0.016389397904276848,0.025838764384388924,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,10,0.0,0.0,0.0,0,0.0,nan,nan,0.045923978090286255,0.03990749642252922,0.45450860261917114,0.04277535527944565,0.01887843757867813,hidden_high_friction,0,-1,-1,0.2230747640132904,0.0,0.5759809017181396,0.008785264566540718,0.5244219899177551,0.012723173946142197,0.05170907452702522,0.018902968615293503,0.02736734040081501,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_breakaway_pin,311000,0,11,0.0,0.0,0.0,0,0.0,nan,nan,0.04848649725317955,0.04031648859381676,0.4593676030635834,0.04407145455479622,0.018376242369413376,hidden_high_friction,0,-1,-1,0.22694364190101624,0.0,0.5647249221801758,-0.01525922678411007,0.516029417514801,-0.03464715927839279,0.0524132065474987,0.0265487227588892,0.048108041286468506,phase3_11_future_source_swap_no_phase4_no_cps
