idm_policy,future_source,future_source_uses_condition_label,condition,visible_seed,episode_idx,step_idx,fraction_before,fraction_after,fraction_delta,done_after,reward,model_x_ood_l2,model_x_ood_mean_abs,input_nn_l2,future_std_mean,future_norm,future_nn_l2,future_nn_mae,future_nearest_condition,future_condition_match,chosen_sample_idx,retrieval_index,action_ood,clip_frac,pose0_x,pose0_y,pose1_x,pose1_y,pull_len,pose0_step_delta,pose1_step_delta,scope
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_high_friction,311002,2,14,0.0,0.0,0.0,0,0.0,nan,nan,0.04650554060935974,0.038411207497119904,0.459587424993515,0.050748080015182495,0.023011231794953346,hidden_high_friction,1,-1,-1,0.10450923442840576,0.0,0.511385440826416,-0.011104188859462738,0.5075035095214844,-0.007288187742233276,0.005443459842354059,0.04088347405195236,0.048965130001306534,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_mean,0,hidden_high_friction,311002,2,15,0.0,0.0,0.0,0,0.0,nan,nan,0.04411371797323227,0.034663282334804535,0.4607953131198883,0.058052316308021545,0.026905450969934464,hidden_high_friction,1,-1,-1,0.09856558591127396,0.0,0.512992799282074,-0.02396497130393982,0.4968757629394531,0.014467008411884308,0.041674643754959106,0.01296083815395832,0.024212341755628586,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,0,0.0,0.0,0.0,0,0.0,nan,nan,0.02432607114315033,0.03877915441989899,0.4653639495372772,0.06721343100070953,0.03286810964345932,hidden_breakaway_pin,0,8,-1,0.6183412075042725,0.0,0.36158686876296997,-0.31870102882385254,0.6053221821784973,0.06858933717012405,0.45760324597358704,nan,nan,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,1,0.0,0.0,0.0,0,0.0,nan,nan,0.10839980095624924,0.0384431891143322,0.46174851059913635,0.06724674999713898,0.03341437503695488,hidden_high_friction,0,22,-1,0.4804813265800476,0.0,0.37731990218162537,-0.2639302909374237,0.5359222292900085,0.06258480995893478,0.36299699544906616,0.056985631585121155,0.06965922564268112,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,2,0.0,0.0,0.0,0,0.0,nan,nan,0.10468634217977524,0.038859572261571884,0.46434369683265686,0.06792560964822769,0.03396689519286156,hidden_breakaway_pin,0,22,-1,0.4981966018676758,0.0,0.40377119183540344,-0.2598140239715576,0.4597840905189514,-0.08986979722976685,0.17893709242343903,0.02676965482532978,0.17040957510471344,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,3,0.0,0.0,0.0,0,0.0,nan,nan,0.10767822712659836,0.03958924487233162,0.46548980474472046,0.06785360723733902,0.03384669870138168,free,1,28,-1,0.5937404036521912,0.0,0.45067092776298523,-0.15503406524658203,0.48443347215652466,-0.05448930338025093,0.10606204718351364,0.11479732394218445,0.043120428919792175,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,4,0.0,0.0,0.0,0,0.0,nan,nan,0.10102323442697525,0.03933044895529747,0.45941293239593506,0.07047988474369049,0.0375923216342926,hidden_high_friction,0,11,-1,0.43993687629699707,0.0,0.4610680341720581,-0.12379059940576553,0.5843820571899414,0.057545870542526245,0.21929264068603516,0.03292801231145859,0.15013860166072845,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,5,0.0,0.0,0.0,0,0.0,nan,nan,0.09960617125034332,0.0399894043803215,0.45504045486450195,0.06973829865455627,0.03479129821062088,hidden_high_friction,0,23,-1,0.42761439085006714,0.0,0.4039793014526367,-0.19933965802192688,0.4518664479255676,0.03394240140914917,0.23814637959003448,0.09469310194253922,0.13460130989551544,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,6,0.0,0.0,0.0,0,0.0,nan,nan,0.10020709037780762,0.03999398276209831,0.46434715390205383,0.07045570015907288,0.03407051041722298,hidden_high_friction,0,15,-1,0.5697541832923889,0.0,0.435072124004364,-0.23526906967163086,0.6069631576538086,-0.02626478485763073,0.27060917019844055,0.04751511290669441,0.16637276113033295,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,7,0.0,0.0,0.0,0,0.0,nan,nan,0.09975824505090714,0.03956722095608711,0.4656158983707428,0.06932394951581955,0.03507084399461746,hidden_high_friction,0,27,-1,0.439103364944458,0.0,0.41125616431236267,-0.2332371324300766,0.48496291041374207,-0.07648192346096039,0.17321915924549103,0.02390248328447342,0.1319311261177063,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,8,0.0,0.0,0.0,0,0.0,nan,nan,0.10302014648914337,0.03965555876493454,0.47658753395080566,0.06706485152244568,0.03358783572912216,free,1,17,-1,0.41033124923706055,0.0,0.42125338315963745,-0.22667963802814484,0.46181583404541016,-0.10764667391777039,0.12575435638427734,0.011955966241657734,0.03882046788930893,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,9,0.0,0.0,0.0,0,0.0,nan,nan,0.10163479298353195,0.039695486426353455,0.4528823792934418,0.06976471841335297,0.034952834248542786,hidden_breakaway_pin,0,28,-1,0.3803088665008545,0.0,0.4485848546028137,-0.18998664617538452,0.563709557056427,0.020469654351472855,0.23988653719425201,0.04575352370738983,0.16369521617889404,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,10,0.0,0.0,0.0,0,0.0,nan,nan,0.100003182888031,0.03962273523211479,0.47231733798980713,0.06638937443494797,0.03512442857027054,hidden_high_friction,0,17,-1,0.4671626091003418,0.0,0.44552040100097656,-0.15892285108566284,0.5517935156822205,0.049054838716983795,0.2335566133260727,0.031214583665132523,0.030969416722655296,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,11,0.0,0.0,0.0,0,0.0,nan,nan,0.10026011615991592,0.03940480574965477,0.4593645930290222,0.0711173340678215,0.036256272345781326,hidden_high_friction,0,8,-1,0.5542528033256531,0.0,0.43703731894493103,-0.18842758238315582,0.47380828857421875,0.05747756361961365,0.24863918125629425,0.03070002980530262,0.07843875139951706,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,12,0.0,0.0,0.0,0,0.0,nan,nan,0.1014527902007103,0.0396861657500267,0.45397713780403137,0.0672936961054802,0.03494682163000107,hidden_high_friction,0,8,-1,0.5443326830863953,0.0,0.4201338589191437,-0.23030105233192444,0.5369110703468323,-0.04171590507030487,0.2218136042356491,0.04515655338764191,0.11756404489278793,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,13,0.0,0.0,0.0,0,0.0,nan,nan,0.10066717863082886,0.040162768214941025,0.44696488976478577,0.06842795759439468,0.03534810245037079,hidden_high_friction,0,26,-1,0.4145047962665558,0.0,0.45329907536506653,-0.1865742951631546,0.5406755805015564,0.07274438440799713,0.2736436128616333,0.05488133430480957,0.11452218145132065,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,14,0.0,0.0,0.0,0,0.0,nan,nan,0.1004553958773613,0.039522409439086914,0.4550515115261078,0.06754694879055023,0.03379097953438759,hidden_breakaway_pin,0,6,-1,0.4314095079898834,0.0,0.4106697738170624,-0.2524636387825012,0.5315732359886169,-0.1375163495540619,0.1668248325586319,0.0784771516919136,0.2104576677083969,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311000,0,15,0.0,0.0,0.0,0,0.0,nan,nan,0.10339523106813431,0.039373043924570084,0.46519574522972107,0.0665445476770401,0.03367319330573082,hidden_high_friction,0,22,-1,0.4552982747554779,0.0,0.4604663550853729,-0.17919132113456726,0.6069138050079346,0.028995070606470108,0.2545357048511505,0.08859194070100784,0.18276283144950867,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,0,0.0,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,nan,nan,0.02925141714513302,0.03927595913410187,0.45604294538497925,0.0669185072183609,0.0320565402507782,hidden_high_friction,0,31,-1,0.6326677799224854,0.0,0.5356475114822388,-0.36903396248817444,0.5397024154663086,-0.0679975152015686,0.30106374621391296,nan,nan,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,1,0.08333333333333333,0.16666666666666666,0.08333333333333333,0,0.08333333333333333,nan,nan,0.10271147638559341,0.03779928386211395,0.46486642956733704,0.06589283794164658,0.033832937479019165,hidden_breakaway_pin,0,22,-1,0.2872253954410553,0.0,0.5358453989028931,-0.210127055644989,0.46337631344795227,-0.03493323177099228,0.189590722322464,0.15890702605247498,0.08318004757165909,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,2,0.16666666666666666,0.125,-0.04166666666666666,0,-0.04166666666666666,nan,nan,0.08724407106637955,0.03789684921503067,0.4657130837440491,0.06714086979627609,0.03292492777109146,hidden_high_friction,0,23,-1,0.19943098723888397,0.0,0.495166152715683,-0.13834796845912933,0.5000891089439392,-0.08215828984975815,0.056404925882816315,0.08250477910041809,0.05981668084859848,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,3,0.125,0.08333333333333333,-0.04166666666666667,0,-0.04166666666666667,nan,nan,0.04649787023663521,0.03665352612733841,0.4548054039478302,0.07177583128213882,0.035751618444919586,hidden_high_friction,0,11,-1,0.33659541606903076,0.0,0.5493319630622864,0.022030794993042946,0.6095362305641174,0.06586800515651703,0.07447317987680435,0.16927871108055115,0.18409360945224762,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,4,0.08333333333333333,0.08333333333333333,0.0,0,0.0,nan,nan,0.04813697189092636,0.03878571093082428,0.4529655873775482,0.0713595449924469,0.03536924347281456,free,1,13,-1,0.1224033534526825,0.0,0.5166887640953064,-0.025315770879387856,0.5038194060325623,-0.018072236329317093,0.01476784236729145,0.0575089193880558,0.1349889189004898,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,5,0.08333333333333333,0.08333333333333333,0.0,0,0.0,nan,nan,0.04663440212607384,0.03816213831305504,0.4646628499031067,0.0734945610165596,0.03533945977687836,hidden_high_friction,0,15,-1,0.3137335181236267,0.0,0.5403600335121155,-0.033867307007312775,0.5977787375450134,-0.05943368747830391,0.0628533810377121,0.025168586522340775,0.10266024619340897,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,6,0.08333333333333333,0.08333333333333333,0.0,0,0.0,nan,nan,0.03806421160697937,0.039965998381376266,0.46573445200920105,0.0698026791214943,0.036068394780159,hidden_high_friction,0,27,-1,0.1227097138762474,0.0,0.5051134824752808,-0.041801534593105316,0.4723680019378662,-0.06941770017147064,0.04283595457673073,0.036128539592027664,0.125807523727417,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,7,0.08333333333333333,0.0,-0.08333333333333333,0,-0.08333333333333333,nan,nan,0.04163135960698128,0.04019036144018173,0.46881741285324097,0.06876546144485474,0.03369155898690224,hidden_breakaway_pin,0,29,-1,0.22386695444583893,0.0,0.4773563742637634,-0.034932881593704224,0.44910675287246704,-0.11884435266256332,0.08853912353515625,0.028594326227903366,0.05462672933936119,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,8,0.0,0.0,0.0,0,0.0,nan,nan,0.03726641461253166,0.03950341045856476,0.45444434881210327,0.07094971835613251,0.03493119776248932,hidden_breakaway_pin,0,28,-1,0.2573279142379761,0.0,0.5410200953483582,-0.04025854170322418,0.5600369572639465,0.036234915256500244,0.07882188260555267,0.06388608366250992,0.19067011773586273,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,9,0.0,0.0,0.0,0,0.0,nan,nan,0.040378425270318985,0.03800075501203537,0.4557294547557831,0.0694500133395195,0.03518077731132507,hidden_high_friction,0,21,-1,0.30979806184768677,0.0,0.46603062748908997,-0.02772529423236847,0.4884053170681,-0.14330539107322693,0.11772589385509491,0.07602961361408234,0.19330239295959473,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,10,0.0,0.0,0.0,0,0.0,nan,nan,0.03992099687457085,0.03834257647395134,0.4459720253944397,0.0721730962395668,0.037576980888843536,hidden_high_friction,0,19,-1,0.2703074812889099,0.0,0.5326528549194336,0.00829211063683033,0.5493846535682678,0.07748904079198837,0.07119107246398926,0.07573489844799042,0.22906039655208588,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,11,0.0,0.0,0.0,0,0.0,nan,nan,0.03763527423143387,0.03925950825214386,0.47304481267929077,0.06954129785299301,0.033284902572631836,free,1,4,-1,0.24133329093456268,0.0,0.49628663063049316,-0.04836583137512207,0.44559720158576965,-0.04850710183382034,0.05068962648510933,0.06732477247714996,0.16323867440223694,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,12,0.0,0.0,0.0,0,0.0,nan,nan,0.040954966098070145,0.0403396412730217,0.4471909701824188,0.0667034238576889,0.035193901509046555,hidden_high_friction,0,26,-1,0.2463637888431549,0.0,0.5156741142272949,-0.031143154948949814,0.5057116150856018,0.08546903729438782,0.11703698337078094,0.025932511314749718,0.14684462547302246,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,13,0.0,0.0,0.0,0,0.0,nan,nan,0.03532293066382408,0.04025966674089432,0.4566878080368042,0.06706401705741882,0.0327993743121624,hidden_breakaway_pin,0,6,-1,0.2838861048221588,0.0,0.48865488171577454,-0.09638120234012604,0.48231416940689087,-0.1312447190284729,0.035435426980257034,0.07061190903186798,0.21797314286231995,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,14,0.0,0.0,0.0,0,0.0,nan,nan,0.03409462794661522,0.03417639806866646,0.4674752354621887,0.07408128678798676,0.038417261093854904,free,1,28,-1,0.26929306983947754,0.0,0.5293900966644287,-0.034488495439291,0.6010037064552307,-0.006464645266532898,0.07690153270959854,0.0740949735045433,0.1722128689289093,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311001,1,15,0.0,0.0,0.0,0,0.0,nan,nan,0.037300724536180496,0.032451096922159195,0.4714554250240326,0.07512550801038742,0.0376698300242424,hidden_high_friction,0,25,-1,0.24239403009414673,0.0,0.49589627981185913,-0.0726117193698883,0.4791918992996216,-0.06931273639202118,0.017027026042342186,0.05074658617377281,0.13706931471824646,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,0,0.0,0.0,0.0,0,0.0,nan,nan,0.030155979096889496,0.03985843062400818,0.466229110956192,0.06518148630857468,0.03300312161445618,hidden_breakaway_pin,0,22,-1,0.8300519585609436,0.0,0.5111149549484253,0.32450973987579346,0.4503766596317291,-0.1368948519229889,0.4653851389884949,nan,nan,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,1,0.0,0.0,0.0,0,0.0,nan,nan,0.08346295356750488,0.039662234485149384,0.4640514552593231,0.06863817572593689,0.03329121321439743,free,1,28,-1,0.5312793254852295,0.0,0.5103384852409363,0.347158282995224,0.5298883318901062,-0.0964866355061531,0.44407546520233154,0.022661849856376648,0.08919041603803635,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,2,0.0,0.0,0.0,0,0.0,nan,nan,0.08107519149780273,0.03917773813009262,0.4702235758304596,0.07019320875406265,0.03513333201408386,free,1,25,-1,0.7121894955635071,0.0,0.4932350814342499,0.332250714302063,0.6088773012161255,-0.14618290960788727,0.49221116304397583,0.0226883664727211,0.09332189708948135,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,3,0.0,0.0,0.0,0,0.0,nan,nan,0.0808129757642746,0.03982796147465706,0.4547256529331207,0.07060939818620682,0.034589894115924835,hidden_high_friction,0,23,-1,0.7010992765426636,0.0,0.5313611626625061,0.2864910960197449,0.4194042384624481,0.07917255908250809,0.23561692237854004,0.05956123396754265,0.2944234013557434,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,4,0.0,0.0,0.0,0,0.0,nan,nan,0.07879328727722168,0.03988419473171234,0.46417900919914246,0.06945756077766418,0.0333169624209404,hidden_high_friction,0,15,-1,0.6621674299240112,0.0,0.4809991121292114,0.3157801628112793,0.5875323414802551,-0.0032194573432207108,0.3363184332847595,0.058259639889001846,0.1872311532497406,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,5,0.0,0.0,0.0,0,0.0,nan,nan,0.07811668515205383,0.03972302004694939,0.4560956656932831,0.06851233541965485,0.03318021818995476,free,1,17,-1,0.6497983336448669,0.0,0.529983401298523,0.3553682267665863,0.5894409418106079,0.06284617632627487,0.29850348830223083,0.06298155337572098,0.06609319895505905,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,6,0.0,0.0,0.0,0,0.0,nan,nan,0.07536903768777847,0.040209535509347916,0.4666955769062042,0.06847769767045975,0.03388548269867897,hidden_breakaway_pin,0,29,-1,0.7102835178375244,0.0,0.5363651514053345,0.2984049618244171,0.4137420654296875,-0.030504759401082993,0.3510242700576782,0.05731963366270065,0.19895851612091064,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,7,0.0,0.0,0.0,0,0.0,nan,nan,0.0758344903588295,0.03899191692471504,0.4430532455444336,0.06871303170919418,0.03452741727232933,hidden_high_friction,0,12,-1,0.7925722599029541,0.0,0.5478529334068298,0.3130871057510376,0.5417150855064392,0.05202620476484299,0.2611330449581146,0.018642276525497437,0.15227755904197693,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,8,0.0,0.0,0.0,0,0.0,nan,nan,0.07614877820014954,0.03949349746108055,0.4682023227214813,0.06596984714269638,0.03461466357111931,hidden_high_friction,0,17,-1,0.6004693508148193,0.0,0.5092949867248535,0.2952759861946106,0.5285540223121643,0.09121786057949066,0.20496495068073273,0.042472947388887405,0.041342463344335556,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,9,0.0,0.0,0.0,0,0.0,nan,nan,0.0753004401922226,0.03875879943370819,0.4443400800228119,0.07112185657024384,0.03580418974161148,hidden_high_friction,0,19,-1,0.680691123008728,0.0,0.518165647983551,0.3312324583530426,0.5504341721534729,0.09678943455219269,0.23665331304073334,0.0370345301926136,0.02257838286459446,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,10,0.0,0.0,0.0,0,0.0,nan,nan,0.07509744167327881,0.03998061269521713,0.4729074537754059,0.06861484050750732,0.03466833010315895,hidden_high_friction,0,16,-1,0.6700100898742676,0.0,0.4870915412902832,0.34662795066833496,0.43782901763916016,0.07544878870248795,0.2756173610687256,0.034678831696510315,0.11460952460765839,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,11,0.0,0.0,0.0,0,0.0,nan,nan,0.07889522612094879,0.04022948071360588,0.445107638835907,0.06695494055747986,0.03535804525017738,hidden_high_friction,0,26,-1,0.6556023359298706,0.0,0.5249475836753845,0.2349296510219574,0.5320801138877869,0.13391143083572388,0.10126970708370209,0.11793892830610275,0.11091054975986481,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,12,0.0,0.0,0.0,0,0.0,nan,nan,0.07156388461589813,0.04004286602139473,0.4548436105251312,0.06626778095960617,0.03233643248677254,hidden_breakaway_pin,0,6,-1,0.42075127363204956,0.0,0.4686128497123718,0.13202637434005737,0.538611114025116,-0.13367754220962524,0.2747696042060852,0.11731448024511337,0.2676686644554138,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,13,0.0,0.125,0.125,0,0.125,nan,nan,0.057946428656578064,0.039852552115917206,0.4624830186367035,0.0672888234257698,0.033565521240234375,hidden_high_friction,0,22,-1,0.49495336413383484,0.0,0.45889437198638916,0.17349018156528473,0.6125890016555786,0.0505247637629509,0.19683124125003815,0.042587511241436005,0.19850243628025055,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,14,0.125,0.041666666666666664,-0.08333333333333334,0,-0.08333333333333334,nan,nan,0.06324829906225204,0.03950554132461548,0.46435800194740295,0.06803085654973984,0.034528736025094986,hidden_high_friction,0,2,-1,0.41003289818763733,0.0,0.5348187685012817,0.0776100903749466,0.5173385739326477,0.005511011928319931,0.07418783009052277,0.122300885617733,0.10535122454166412,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,free,311002,2,15,0.041666666666666664,0.041666666666666664,0.0,0,0.0,nan,nan,0.05267637223005295,0.039587486535310745,0.45926833152770996,0.06432943046092987,0.03224436938762665,hidden_breakaway_pin,0,11,-1,0.4309340715408325,0.0,0.5528578162193298,0.11423159390687943,0.5264671444892883,-0.010468954220414162,0.12746252119541168,0.04082329943776131,0.018403535708785057,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,0,0.0,0.125,0.125,0,0.125,nan,nan,0.02013455517590046,0.040287621319293976,0.4607733190059662,0.06401535868644714,0.03215702250599861,hidden_high_friction,0,22,-1,0.34280452132225037,0.0,0.6061999201774597,-0.0378093384206295,0.4079173505306244,0.04255880415439606,0.2139509618282318,nan,nan,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,1,0.125,0.125,0.0,0,0.0,nan,nan,0.0539918914437294,0.024346383288502693,0.4538692533969879,0.0848158448934555,0.043158240616321564,hidden_high_friction,0,29,-1,0.3614669442176819,0.0,0.5571243166923523,0.028849104419350624,0.44868871569633484,0.09644350409507751,0.12777826189994812,0.08277537673711777,0.06757118552923203,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,2,0.125,0.20833333333333334,0.08333333333333334,0,0.08333333333333334,nan,nan,0.05081481114029884,0.02860925905406475,0.4666585326194763,0.08170319348573685,0.04167964309453964,hidden_breakaway_pin,1,22,-1,0.2781480550765991,0.0,0.518315315246582,-0.04319744557142258,0.5036121606826782,-0.09049324691295624,0.04952853545546532,0.08183424174785614,0.19483822584152222,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,3,0.20833333333333334,0.20833333333333334,0.0,0,0.0,nan,nan,0.045365553349256516,0.02457777038216591,0.44979217648506165,0.08250824362039566,0.040546733886003494,hidden_high_friction,0,9,-1,0.4200514256954193,0.0,0.5872114896774292,0.010145558044314384,0.5606905817985535,0.1248229593038559,0.11770414561033249,0.0871329978108406,0.22275325655937195,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,4,0.20833333333333334,0.20833333333333334,0.0,0,0.0,nan,nan,0.04721856489777565,0.03976847976446152,0.4712202548980713,0.06943461298942566,0.03521968796849251,free,0,25,-1,0.34904757142066956,0.0,0.5614426136016846,-0.034630656242370605,0.5803913474082947,-0.13773959875106812,0.1048356294631958,0.05166183039546013,0.2633006274700165,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,5,0.20833333333333334,0.20833333333333334,0.0,0,0.0,nan,nan,0.052171263843774796,0.04009842872619629,0.4555016756057739,0.06965019553899765,0.03426561877131462,hidden_high_friction,0,23,-1,0.4142630696296692,0.0,0.4454222023487091,0.06386368721723557,0.4114232659339905,0.07619283348321915,0.03616539016366005,0.15219025313854218,0.2726120054721832,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,6,0.20833333333333334,0.16666666666666666,-0.041666666666666685,0,-0.041666666666666685,nan,nan,0.03555475175380707,0.04034620523452759,0.4487038552761078,0.06934322416782379,0.033883724361658096,free,0,4,-1,0.3219621181488037,0.0,0.48508161306381226,0.023752285167574883,0.43983715772628784,0.13126666843891144,0.11664649099111557,0.0564073882997036,0.06197157874703407,phase3_11_future_source_swap_no_phase4_no_cps
phase39b_xy_only_high_weight,ddpm_best_of_k_by_train_nn,0,hidden_breakaway_pin,311000,0,7,0.16666666666666666,0.16666666666666666,0.0,0,0.0,nan,nan,0.03409820795059204,0.04012947902083397,0.4618423879146576,0.06942889839410782,0.03407558053731918,hidden_high_friction,0,17,-1,0.352216899394989,0.0,0.546013355255127,0.011320380493998528,0.6083060503005981,0.037590883672237396,0.06760561466217041,0.06218705326318741,0.19276130199432373,phase3_11_future_source_swap_no_phase4_no_cps
