selector,uses_condition_label,condition,visible_seed,seed_cohort,episode_idx,step_idx,fraction_before,fraction_after,fraction_delta,done_after,reward,future_std_mean,future_nn_l2,future_nn_mae,future_nearest_condition,future_condition_match,selected_train_index,selected_window_idx,selected_condition,selected_context_l2,selected_proxy_distance,selected_score,action_ood,clip_frac,pull_len,source_pull_len,action_mae_to_source,action_l2_to_source,scope
ddpm_mean,0,free,312500,phase312b_seed_block,4,1,0.0,0.0,0.0,0,0.0,0.040001463145017624,0.04311571270227432,0.022545550018548965,hidden_breakaway_pin,0,-1,-1,,nan,nan,nan,0.4406028985977173,0.0,0.2437964826822281,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,2,0.0,0.0,0.0,0,0.0,0.03988521546125412,0.043761905282735825,0.018977250903844833,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.5706472992897034,0.0,0.16892161965370178,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,3,0.0,0.0,0.0,0,0.0,0.04043932631611824,0.042357832193374634,0.017291903495788574,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.43849462270736694,0.0,0.14444580674171448,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,4,0.0,0.0,0.0,0,0.0,0.03995263949036598,0.04247669875621796,0.018830515444278717,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.2833468019962311,0.0,0.10026200115680695,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,5,0.0,0.0,0.0,0,0.0,0.040765803307294846,0.04419943317770958,0.019023921340703964,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.31541356444358826,0.0,0.07359570264816284,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,6,0.0,0.0,0.0,0,0.0,0.039623260498046875,0.045961905270814896,0.019800659269094467,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.20445029437541962,0.0,0.05212573707103729,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,7,0.0,0.0,0.0,0,0.0,0.039847735315561295,0.03983816131949425,0.01794534921646118,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.2365625649690628,0.0,0.04687999561429024,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,8,0.0,0.0,0.0,0,0.0,0.039738815277814865,0.044705651700496674,0.02316833846271038,hidden_breakaway_pin,0,-1,-1,,nan,nan,nan,0.20980407297611237,0.0,0.0448254719376564,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,9,0.0,0.0,0.0,0,0.0,0.03894968330860138,0.046573519706726074,0.021362626925110817,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.256808340549469,0.0,0.05670470371842384,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,10,0.0,0.0,0.0,0,0.0,0.0389317087829113,0.04934750497341156,0.024948682636022568,hidden_breakaway_pin,0,-1,-1,,nan,nan,nan,0.2823089063167572,0.0,0.05648881569504738,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,11,0.0,0.0,0.0,0,0.0,0.03752046823501587,0.049445539712905884,0.02321280725300312,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.1835951954126358,0.0,0.05647160857915878,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,12,0.0,0.0,0.0,0,0.0,0.03818377107381821,0.048344776034355164,0.022604720667004585,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.1807776242494583,0.0,0.01566794328391552,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,13,0.0,0.0,0.0,0,0.0,0.03785320743918419,0.04893333837389946,0.022345973178744316,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.19058069586753845,0.0,0.00728082749992609,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,14,0.0,0.0,0.0,0,0.0,0.03935185819864273,0.04599244147539139,0.020443910732865334,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.19123981893062592,0.0,0.047755829989910126,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312500,phase312b_seed_block,4,15,0.0,0.0,0.0,0,0.0,0.03899025544524193,0.047263141721487045,0.021164894104003906,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.20331278443336487,0.0,0.03531484678387642,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
ddpm_mean,0,free,312501,phase312b_seed_block,5,0,0.0,0.0,0.0,0,0.0,0.03906053677201271,0.044690780341625214,0.021008014678955078,hidden_high_friction,0,-1,-1,,nan,nan,nan,0.5999113917350769,0.0,0.21524083614349365,nan,nan,nan,phase3_12c_matched_reset_no_phase4_no_cps
