condition,step,x,y,z,insertion_depth,lateral_offset,max_curvature
right_hidden_jam,9,-0.035600408729685146,0.0003347941174539332,0.04512321455336028,0.0,0.0003347941174539332,3.455298970249901
right_hidden_jam,10,-0.033400339274970804,0.0002972003767429407,0.045108363515338576,0.0,0.0002972003767429407,3.4909727203013468
right_hidden_jam,11,-0.031200355598127814,0.00025965962573188826,0.045096555733557406,0.0,0.00025965962573188826,3.465330893703767
right_hidden_jam,12,-0.029000500500611974,0.0002220541927166721,0.045078971474342214,0.0,0.0002220541927166721,3.511754898200682
right_hidden_jam,13,-0.026801023827399677,0.00018451780149131677,0.04506582502558147,0.0,0.00018451780149131677,3.4983032247851744
right_hidden_jam,14,-0.02460243397557325,0.00014690210662293555,0.04504249893215473,0.0,0.00014690210662293555,3.5352865338288906
right_hidden_jam,15,-0.02240166369187334,0.00010937917051959546,0.045037010549652166,0.0,0.00010937917051959546,3.5065321769079913
right_hidden_jam,16,-0.020201832189338673,7.177084065501374e-05,0.04501757983040947,0.0,7.177084065501374e-05,3.5519280860885267
right_hidden_jam,17,-0.01800274885277367,3.4232798790661295e-05,0.045003639309564,0.0,3.4232798790661295e-05,3.526708800528052
right_hidden_jam,18,-0.01656329889462048,9.606141190633047e-06,0.044993175125838974,0.0,9.606141190633047e-06,3.566943244199091
right_hidden_jam,19,-0.016151320804790488,2.386659522667754e-06,0.0449527421118994,0.0,2.386659522667754e-06,3.5951651226501737
right_hidden_jam,20,-0.01604565605429911,6.501151073120681e-07,0.04494013649645837,0.0,6.501151073120681e-07,3.6106811509460512
right_hidden_jam,21,-0.01601482370982888,2.1471263641253326e-07,0.04493692702084118,0.0,2.1471263641253326e-07,3.621833616314129
right_hidden_jam,22,-0.01600595899320598,1.0486199016939108e-07,0.04493612404793019,0.0,1.0486199016939108e-07,3.629768062997488
right_hidden_jam,23,-0.016003454295345394,7.7114453686887e-08,0.04493590940203121,0.0,7.7114453686887e-08,3.6358274377405815
right_hidden_jam,24,-0.016002771191416656,7.009342886613295e-08,0.044935843360382456,0.0,7.009342886613295e-08,3.6407915918928926
right_hidden_jam,25,-0.016002603896597786,6.830377268253488e-08,0.044935818053395055,0.0,6.830377268253488e-08,3.6450410212711417
right_hidden_jam,26,-0.016002579411961433,6.783137208718323e-08,0.044935805454742475,0.0,6.783137208718323e-08,3.6487602465722637
right_hidden_jam,27,-0.01600259215826382,6.768729316889311e-08,0.044935797537232994,0.0,6.768729316889311e-08,3.6520482644794954
right_hidden_jam,28,-0.016002612745495203,6.762193457948072e-08,0.04493579170442243,0.0,6.762193457948072e-08,3.6549674922764086
right_hidden_jam,29,-0.016002633306760914,6.757265152098861e-08,0.04493578700492331,0.0,6.757265152098861e-08,3.6575637765681615
right_hidden_jam,30,-0.01600265196951598,6.752406673618568e-08,0.044935783043456204,0.0,6.752406673618568e-08,3.6598743656364516
right_hidden_jam,31,-0.016002668482358585,6.747272097243092e-08,0.044935779630546985,0.0,6.747272097243092e-08,3.6619311511170554
right_hidden_jam,32,-0.016002682999879853,6.741812320072232e-08,0.044935776659062586,0.0,6.741812320072232e-08,3.6637620953375123
right_hidden_jam,33,-0.01600269575330833,6.736048615847233e-08,0.044935774057940976,0.0,6.736048615847233e-08,3.665391962083198
right_hidden_jam,34,-0.01600270696625029,6.73001567415663e-08,0.04493577177405352,0.0,6.73001567415663e-08,3.6668427704775612
right_hidden_jam,35,-0.016002716836696376,6.723747658880425e-08,0.044935769764709955,0.0,6.723747658880425e-08,3.6681341285994757
right_hidden_jam,36,-0.016002725536096055,6.717275176741762e-08,0.04493576799428191,0.0,6.717275176741762e-08,3.6692835059472637
right_hidden_jam,37,-0.01600273321227374,6.71062497821856e-08,0.04493576643246547,0.0,6.71062497821856e-08,3.6703064679556574
right_hidden_jam,38,-0.016002739992786105,6.703820299524915e-08,0.044935765053232934,0.0,6.703820299524915e-08,3.67121688255136
right_hidden_jam,39,-0.016002745987939566,6.696881311811966e-08,0.04493576383410504,0.0,6.696881311811966e-08,3.672027103783383
right_hidden_jam,40,-0.016002751293354878,6.68982554496575e-08,0.044935762755596104,0.0,6.68982554496575e-08,3.6727481356409357
right_hidden_jam,41,-0.016002755992119533,6.682668258494709e-08,0.04493576180076836,0.0,6.682668258494709e-08,3.673389778349463
right_hidden_jam,42,-0.016002760156592934,6.675422758811092e-08,0.04493576095486431,0.0,6.675422758811092e-08,3.673960759048211
right_hidden_jam,43,-0.016002763849924134,6.66810066921534e-08,0.044935760204999446,0.0,6.66810066921534e-08,3.674468848478507
right_hidden_jam,44,-0.016002767127332014,6.660712159279505e-08,0.04493575953990329,0.0,6.660712159279505e-08,3.6749209651525696
right_hidden_jam,45,-0.016002770037188686,6.653266140124111e-08,0.044935758949700144,0.0,6.653266140124111e-08,3.675323268313065
right_hidden_jam,46,-0.01513013879192374,3.980691914555957e-08,0.04497239382849734,0.0,3.980691914555957e-08,3.668649934461489
right_hidden_jam,47,-0.013949332533542445,2.230025432148893e-08,0.04498193745377111,0.0,2.230025432148893e-08,3.6634729022813226
right_hidden_jam,48,-0.012692493746321767,9.794345800130322e-09,0.044986858431082785,0.0,9.794345800130322e-09,3.6734895598835022
right_hidden_jam,49,-0.011420394740112617,6.678143423187193e-09,0.04498765949191332,0.0005796052598873828,6.678143423187193e-09,3.673830589364083
right_hidden_jam,50,-0.010144346096708109,5.8745960902086415e-09,0.044982333368977064,0.0018556539032918914,5.8745960902086415e-09,3.683824466119412
right_hidden_jam,51,-0.008866590347464627,6.7304706173343796e-09,0.044985644976723416,0.003133409652535373,6.7304706173343796e-09,3.6902098674495454
right_hidden_jam,52,-0.007588404904078997,7.875314734185107e-09,0.04499055051736612,0.004411595095921003,7.875314734185107e-09,3.6958169080892214
right_hidden_jam,53,-0.006311006420953019,8.09165406615257e-09,0.04498772583524972,0.005688993579046981,8.09165406615257e-09,3.698467719808758
right_hidden_jam,54,-0.0050328704903393135,5.756170971005483e-09,0.04499061439994171,0.006967129509660687,5.756170971005483e-09,3.7056573195767277
right_hidden_jam,55,-0.0037554829168486036,6.63797552985132e-09,0.04498756086959405,0.008244517083151397,6.63797552985132e-09,3.7076254758123595
right_hidden_jam,56,-0.0024773284705899654,5.172425469200856e-09,0.04499059023977872,0.009522671529410035,5.172425469200856e-09,3.713425332319911
right_hidden_jam,57,-0.001613507040169556,-1.8023788574148658e-05,0.044986837646159225,0.010386492959830445,-1.8023788574148658e-05,3.7129062625135743
right_hidden_jam,58,-0.0009455776009251763,-6.758432137428825e-05,0.04498634116179786,0.011054422399074823,-6.758432137428825e-05,3.714282444838946
right_hidden_jam,59,-0.0001904243016871151,-0.00015350118973180254,0.044989594343812105,0.011809575698312886,-0.00015350118973180254,3.7174702153368373
right_hidden_jam,60,0.0006069400511125938,-0.00032298835470284144,0.04499287339345479,0.012606940051112594,-0.00032298835470284144,3.7193787146695567
right_hidden_jam,61,0.00152424963840446,-0.000714325024117793,0.04498889876604616,0.01352424963840446,-0.000714325024117793,3.7175796571693556
right_hidden_jam,62,0.0031274695541882243,-0.0015074775396348914,0.04499138413141279,0.015127469554188224,-0.0015074775396348914,3.7165134002541147
right_hidden_jam,63,0.005179629271568633,-0.0019112093154627584,0.044993675643120366,0.017179629271568634,-0.0019112093154627584,3.7202928837407554
right_hidden_jam,64,0.006800893196006675,-0.0020087387071486256,0.04499122583326214,0.018800893196006675,-0.0020087387071486256,3.7158790127793764
right_hidden_jam,65,0.008231178214629748,-0.002032308693399314,0.044988190603204366,0.020231178214629747,-0.002032308693399314,3.718632623749859
right_hidden_jam,66,0.00957661472488837,-0.0020379837706627517,0.04498540129995596,0.021576614724888372,-0.0020379837706627517,3.7230589123501994
right_hidden_jam,67,0.010884628247815964,-0.0020393512724654447,0.044988736187558595,0.022884628247815966,-0.0020393512724654447,3.7290560701948308
right_hidden_jam,68,0.012175677175486531,-0.002039708679378408,0.04498827576936783,0.02417567717548653,-0.002039708679378408,3.7277298442855566
right_hidden_jam,69,0.013459528691342851,-0.002039834504289588,0.044995465046989695,0.025459528691342853,-0.002039834504289588,3.7288232378796153
right_hidden_jam,70,0.014739903508914375,-0.002039872132802555,0.04499186285605419,0.026739903508914375,-0.002039872132802555,3.731194794850896
right_hidden_jam,71,0.016018806856825496,-0.0020399040393613045,0.04499232698433205,0.028018806856825496,-0.0020399040393613045,3.726983403251555
right_hidden_jam,72,0.01729708186523228,-0.0020399176649590067,0.04498821059200993,0.02929708186523228,-0.0020399176649590067,3.731416387597899
right_hidden_jam,73,0.01857522376276182,-0.002039952332377408,0.044995720303582586,0.03057522376276182,-0.002039952332377408,3.7319596739243335
right_hidden_jam,74,0.01985286796571188,-0.0020399460376081266,0.04498632470826308,0.03185286796571188,-0.0020399460376081266,3.7304035744113992
